p_id,torwatch,torwarn,rec_all,rec_most,rec_soon,rec_sleep,rec_driving,rec_work,rec_store,rec_small_group,rec_large_group,rec_morn,rec_aft,rec_eve,alert_und,tor_watchwarn_und,tor_map_und,tor_radar_und,svr_watchwarn_und,und_morn,und_aft,und_eve,warn_time,warn_time_minutes,watch_time,watch_time_hours,warn_size,watch_size,resp_prot,resp_sleep,resp_driving,resp_work,resp_store,resp_small_group,resp_large_group,resp_morn,resp_aft,resp_eve,gend,age,hisp,race,nws_region,WARNING_AVG,weightfactor
EPO7DXTMJVJ86LV4M6,NA,2,4,5,4,3,5,5,4,4,5,5,5,5,5,4,5,3,4,5,5,5,1,50,2,4,2,2,4,2,3,5,4,5,4,4,5,5,0,65,0,4,Central Region,6.166666666666667,0.519341
EPO7DXTNY2YXFC34M8,3,NA,1,1,1,2,1,1,2,2,4,1,1,1,3,1,1,2,3,2,1,1,1,5,1,NA,1,1,3,1,1,1,1,3,3,2,1,1,0,36,1,4,Eastern Region,1.8333333333333333,0.025788
EPO7DYMM9VBY2MQ4M3,2,NA,4,4,4,2,3,3,2,2,3,2,5,2,5,2,2,2,3,3,5,3,1,50,1,NA,2,2,3,2,4,3,3,4,4,4,5,2,0,69,0,4,Southern Region,20.166666666666668,0.769968
EPO7DYY4S9TLM2T4M8,NA,2,5,5,5,1,5,5,5,5,5,1,1,3,4,3,3,3,3,1,1,3,2,NA,2,10,3,3,4,4,1,4,2,4,4,1,1,3,0,47,0,4,Eastern Region,17.333333333333332,0.865966
EPO7DZTHBZ8DKFZ4M6,2,NA,3,4,3,2,4,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,2,NA,1,NA,3,3,3,2,3,3,3,3,3,3,3,4,0,58,0,2,Eastern Region,17.333333333333332,0.599844
EPO7DZTPPX6KL364M0,1,NA,1,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,1,60,1,NA,1,1,4,5,5,5,5,5,5,4,5,5,0,40,1,1,Southern Region,21.333333333333332,0.761505
EPO7F2L8CDCT32H4M6,NA,2,4,5,5,1,4,3,4,2,2,3,5,3,5,3,5,2,4,5,5,3,2,NA,1,NA,1,2,4,2,5,4,5,3,3,5,5,3,0,51,0,4,Southern Region,53.166666666666664,1.128594
EPO7F2YZXZWCB7H4M9,NA,1,5,4,4,1,5,4,4,3,3,3,3,2,3,2,1,1,2,3,3,3,2,NA,2,1,1,1,2,2,NA,4,4,3,3,3,3,3,0,54,0,2,Central Region,15.833333333333334,0.343266
EPO7F2ZQJZFVVPT4M9,2,NA,3,4,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,2,2,2,2,NA,2,2,3,2,3,2,2,3,3,2,3,3,3,3,0,32,0,1,Central Region,6.166666666666667,0.871758
EPO7F2ZRRSW7DWB4M4,1,NA,3,3,3,1,5,5,5,5,5,1,5,5,5,2,5,1,2,5,5,5,1,58,3,NA,3,5,5,5,5,5,5,5,5,5,5,5,0,30,0,2,Western Region,5.166666666666667,1.337153
EPO7F3J4KZRFVB74M1,NA,1,3,4,3,5,5,2,5,4,4,2,4,2,5,3,4,5,3,5,5,4,2,NA,2,24,5,4,4,2,3,3,5,4,5,5,5,4,0,65,0,2,Southern Region,75.83333333333333,0.424896
EPO7F3LGQQP5LRK4M0,NA,2,4,4,4,2,4,4,4,4,4,2,4,4,4,2,3,3,3,3,4,4,2,NA,2,8,2,3,3,2,2,4,3,4,4,3,4,4,0,50,0,4,Central Region,15.833333333333334,0.400317
EPO7F42L8RVZDWR4M5,NA,3,3,4,4,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,4,2,2,NA,2,2,1,2,3,2,1,2,2,2,2,2,2,5,0,34,1,2,Eastern Region,1.8333333333333333,0.138655
EPO7F482ZNMVW9J4M5,1,NA,4,3,4,3,4,4,4,4,4,3,5,3,5,2,3,3,3,4,5,4,2,NA,2,1,2,2,4,2,2,4,2,3,3,2,4,2,0,34,0,2,Southern Region,33.5,2.321172
EPO7F545CBHCR824M9,NA,2,3,3,3,3,NA,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,NA,3,NA,1,2,3,3,3,3,3,3,3,3,3,3,1,64,1,1,Central Region,15.833333333333334,0.351014
EPO7F556XYL6V8Z4M2,1,NA,NA,4,4,1,4,5,4,3,4,2,4,3,4,2,4,2,3,3,4,4,2,NA,1,NA,1,3,3,1,3,4,4,4,4,3,5,3,0,24,1,7,Central Region,15.833333333333334,0.529163
EPO7F55JWMMTWGG4M6,1,NA,1,1,1,1,1,1,1,1,1,1,4,2,4,3,3,3,3,2,3,2,1,15,2,2,1,2,4,3,4,4,4,4,4,2,3,3,0,66,1,1,Western Region,2.6666666666666665,0.419244
EPO7F55LWYDYGQL4M9,NA,2,4,3,4,1,3,4,3,4,4,1,4,2,4,3,4,4,4,3,4,3,2,NA,3,NA,2,2,2,2,4,3,2,4,4,3,4,3,0,65,0,1,Western Region,5.166666666666667,0.606184
EPO7F55MH9BGQY74M2,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,NA,1,NA,1,1,5,4,4,4,4,4,4,5,5,5,1,35,0,1,Western Region,2.6666666666666665,0.409376
EPO7F55WRJ8SKQ44M2,1,NA,3,3,1,1,1,1,1,4,4,3,3,2,4,2,2,1,2,3,4,4,1,50,3,NA,1,1,4,1,3,3,2,3,4,4,4,3,0,56,0,1,Western Region,0.16666666666666666,1.863194
EPO7F55WT259G9V4M3,NA,2,2,3,2,1,1,3,3,2,2,2,2,4,5,4,5,5,4,4,4,5,1,60,2,2,1,3,3,1,2,3,3,3,2,3,3,4,1,75,0,1,Western Region,5.166666666666667,0.798146
EPO7F55YBQQRSYZ4M1,1,NA,3,4,4,3,3,4,3,3,4,2,3,2,5,4,4,4,4,3,3,2,1,60,2,4,2,2,3,2,3,3,3,4,4,2,3,2,1,72,0,1,Western Region,0.5,0.426946
EPO7F55YY829T2T4M8,NA,2,3,4,3,2,2,5,2,2,NA,5,5,5,4,2,2,2,2,4,4,NA,1,55,2,6,2,3,3,2,3,5,3,2,2,4,4,4,0,54,0,1,Western Region,0.16666666666666666,0.872126
EPO7F5644P8KKYS4M5,1,NA,2,4,2,1,3,NA,2,2,1,3,4,4,4,4,4,4,3,4,4,4,2,NA,1,NA,2,2,2,1,2,2,1,2,2,3,3,3,1,59,0,1,Western Region,0.16666666666666666,0.6983
EPO7F565K7H27TQ4M0,1,NA,4,5,4,3,5,5,5,5,5,5,5,5,4,2,2,2,2,5,4,4,1,45,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1,32,0,1,Western Region,0.16666666666666666,0.437077
EPO7F58GWKPZVXL4M2,2,NA,4,4,NA,3,4,4,4,3,4,3,NA,4,4,3,3,3,3,4,4,4,2,NA,2,12,4,1,4,4,4,4,NA,4,5,3,4,5,1,63,1,1,Western Region,0.16666666666666666,0.733478
EPO7F58L6W36G9R4M8,NA,2,5,3,5,5,4,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,1,45,2,4,3,3,5,5,5,5,5,4,4,5,5,5,0,73,0,1,Central Region,26,1.048546
EPO7F5982XLWW7X4M6,NA,2,2,4,4,2,3,5,5,5,5,5,5,3,4,3,3,3,3,4,5,5,2,NA,1,NA,3,1,4,5,5,4,5,5,5,5,4,3,0,36,0,1,Central Region,31.333333333333332,0.831854
EPO7F5983M4GQJZ4M0,1,NA,3,3,3,3,3,3,3,3,3,4,4,4,4,2,4,3,2,4,4,4,2,NA,2,8,2,2,3,3,3,3,3,3,3,4,4,4,1,51,1,1,Western Region,0.3333333333333333,3.032258
EPO7F59B6B4Z7NL4M2,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,2,1,1,NA,4,4,4,4,4,4,4,4,4,0,33,0,1,Central Region,12.166666666666666,0.871758
EPO7F59BLL27HF54M1,1,NA,3,4,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,30,1,NA,3,3,5,3,3,4,4,4,4,5,5,5,0,31,1,1,Central Region,27.833333333333332,0.825444
EPO7F59BYHXC3JK4M0,NA,2,4,4,4,2,3,3,3,3,2,3,4,4,5,3,4,4,4,3,4,4,1,30,2,2,3,3,4,3,3,3,3,3,3,3,4,4,0,66,0,1,Central Region,15.833333333333334,1.066993
EPO7F59C6KG8LW74M6,1,NA,2,4,4,4,3,3,3,3,3,4,4,4,5,4,4,3,4,3,4,4,2,NA,1,NA,1,1,3,3,4,3,3,4,4,4,4,4,1,64,1,1,Southern Region,20.166666666666668,0.563064
EPO7F59D8T95HRQ4M3,NA,2,2,NA,2,2,2,3,3,3,3,3,3,4,5,3,3,2,3,2,4,4,1,30,2,3,3,3,2,NA,4,4,4,4,4,2,4,4,1,70,0,1,Southern Region,49.166666666666664,0.650287
EPO7F59F36XVKPK4M7,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,5,1,60,2,6,1,1,4,4,4,4,4,4,4,4,4,5,1,52,0,1,Southern Region,26.166666666666668,0.907811
EPO7F59FNNZ3BD74M6,NA,2,3,3,3,1,2,3,2,3,3,1,3,3,4,2,4,3,3,3,3,3,2,NA,1,NA,2,1,3,NA,2,3,NA,NA,3,2,3,3,1,37,0,1,Southern Region,26.166666666666668,0.594824
EPO7F59FTW52SCX4M0,NA,2,5,5,5,2,4,5,2,4,4,5,5,5,3,2,2,2,3,5,5,5,1,20,2,10,1,3,3,2,3,4,4,5,5,4,4,4,0,73,0,1,Southern Region,20.166666666666668,1.237124
EPO7F59JHDFWXL64M5,NA,2,3,3,4,2,3,3,3,2,3,4,4,4,5,5,5,5,5,4,4,4,1,45,2,2,1,1,4,2,4,4,4,3,4,4,4,4,1,39,0,1,Southern Region,23.833333333333332,0.594824
EPO7F59KYLF8P3X4M8,NA,2,4,4,5,2,3,4,5,5,4,4,4,2,4,4,3,4,4,4,5,3,2,NA,1,NA,2,3,4,2,3,4,4,5,5,5,5,3,1,36,0,1,Central Region,49.666666666666664,0.77995
EPO7F59NF2779YQ4M5,NA,2,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,NA,2,12,1,2,4,3,4,3,2,1,2,4,4,4,1,37,0,1,Eastern Region,1.8333333333333333,0.556425
EPO7F59NFVL5CB24M5,3,NA,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,1,5,1,NA,4,4,4,3,3,3,3,3,3,3,3,3,1,43,0,1,Eastern Region,33.833333333333336,0.855611
EPO7F59NM8LJ2D24M0,1,NA,4,4,4,4,4,4,4,4,4,5,5,5,4,3,4,4,3,5,5,4,1,33,1,NA,4,3,4,4,4,4,4,4,4,5,5,4,0,39,0,1,Central Region,24.166666666666668,0.831854
EPO7F59NTB4FKP34M4,NA,2,2,3,3,2,3,4,3,4,3,3,4,4,4,2,3,3,2,3,3,3,1,30,2,2,1,2,4,3,3,4,3,4,4,5,5,5,0,35,0,1,Central Region,30.666666666666668,0.831854
EPO7F59PDRWB2YK4M6,1,NA,1,1,1,1,4,3,3,3,3,2,3,3,5,4,3,3,2,5,4,4,1,20,1,NA,3,3,4,4,4,4,4,5,5,3,3,3,0,56,0,1,Central Region,10.333333333333334,1.723485
EPO7F59QKDYLVSY4M2,NA,2,3,4,3,2,4,4,4,4,4,2,3,4,4,3,2,2,3,4,4,4,2,NA,2,3,3,3,4,1,4,4,3,4,3,3,3,4,0,67,0,1,Central Region,5.166666666666667,1.066993
EPO7F59QN8V6FWF4M0,2,NA,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,2,NA,2,12,2,4,5,3,5,5,5,5,5,5,5,5,1,35,0,1,Southern Region,23.833333333333332,0.594824
EPO7F59RNTX78754M6,1,NA,3,4,4,2,3,3,3,3,3,4,5,5,5,4,4,4,5,5,5,5,1,20,2,2,1,3,4,2,3,4,3,4,3,4,5,NA,1,55,0,1,Southern Region,49.166666666666664,1.141912
EPO7F59SLF899C54M3,1,NA,3,5,1,1,1,2,3,2,2,1,3,3,5,4,5,4,4,4,4,4,1,15,2,3,1,3,2,3,3,3,3,3,3,3,3,3,1,63,0,1,Eastern Region,4,0.606766
EPO7F59TBFNLFD44M5,1,NA,4,4,4,3,3,4,3,4,4,3,4,4,5,4,4,4,4,4,4,4,1,45,1,NA,2,2,3,3,4,4,3,4,4,4,4,4,0,60,0,1,Southern Region,20.166666666666668,2.603815
EPO7F59VQM59N4B4M6,NA,2,5,5,5,4,4,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,1,30,2,2,2,3,5,5,5,5,5,5,5,5,5,5,1,60,0,1,Southern Region,31,0.685396
EPO7F59WSK7F4WQ4M9,NA,2,3,3,3,3,3,3,3,3,3,3,3,2,4,2,2,1,2,3,3,3,2,NA,3,NA,2,3,3,3,3,3,3,3,3,3,3,3,1,25,0,1,Eastern Region,0.5,1.359186
EPO7F59WTQC4LD64M8,NA,2,1,2,3,3,1,2,3,4,2,2,1,2,2,2,2,1,2,4,1,3,2,NA,3,NA,2,2,2,1,3,2,2,2,2,3,3,5,0,30,0,1,Central Region,39.333333333333336,0.871758
EPO7F59XTMWLKF84M6,1,NA,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,2,2,4,4,4,2,NA,NA,NA,1,1,4,4,4,4,4,4,4,4,4,4,0,74,0,1,Southern Region,16.333333333333332,1.237124
EPO7F59Y5DFPFT54M1,NA,1,4,3,3,2,3,2,3,3,3,3,3,3,4,1,1,1,1,3,3,3,2,NA,2,24,3,3,4,2,3,3,3,3,3,3,3,3,0,24,1,1,Southern Region,53.166666666666664,0.742064
EPO7F59Y6QFS49B4M7,NA,2,3,4,3,2,3,3,3,3,3,3,4,4,4,3,4,3,2,4,4,4,NA,NA,2,2,NA,2,3,2,3,3,3,3,3,4,4,4,0,60,0,1,Western Region,2.6666666666666665,1.479317
EPO7F59YWF4BT5Z4M8,1,NA,1,2,1,2,4,4,3,3,3,2,2,2,4,3,3,3,3,4,4,3,1,30,1,NA,1,1,2,2,2,4,2,3,3,3,3,3,0,54,0,1,Southern Region,49.166666666666664,1.141796
EPO7F59Z8HMJCZJ4M5,NA,2,4,4,4,3,3,3,3,3,3,2,3,3,5,2,2,3,3,3,3,3,1,60,1,NA,3,3,4,3,3,3,3,3,3,4,4,4,1,71,0,1,Eastern Region,4,0.616286
EPO7F59Z9TMM2JY4M4,NA,2,3,3,3,2,2,3,3,2,2,2,3,3,4,2,2,2,2,3,3,3,1,15,2,5,2,2,3,3,4,4,4,4,4,3,3,2,0,64,0,1,Western Region,0,1.479317
EPO7F5B7FVNXHJK4M8,2,NA,4,4,4,2,3,3,3,3,3,4,4,4,4,2,4,2,2,3,3,3,1,60,2,5,2,3,4,2,4,4,4,4,4,4,4,4,0,58,0,1,Southern Region,26.166666666666668,4.291787
EPO7F5C22S2MF4T4M0,NA,2,3,5,3,1,3,1,1,2,2,1,4,4,4,3,3,2,3,1,4,4,2,NA,2,2,3,3,2,1,2,4,3,2,2,1,2,2,1,72,0,1,Central Region,15.833333333333334,0.689202
EPO7F5C25YNYDBZ4M4,1,NA,3,5,4,3,5,4,2,3,3,2,3,4,5,4,5,4,4,4,4,4,1,20,2,4,1,2,3,3,2,4,3,3,3,2,3,3,1,80,0,1,Southern Region,53.166666666666664,3.101478
EPO7F5C2M3Y4PC24M1,1,NA,4,4,3,2,1,4,2,2,4,2,4,2,4,2,4,4,3,2,4,2,2,NA,2,3,3,4,2,2,1,4,3,3,4,1,5,2,0,62,1,1,Eastern Region,8,0.40699
EPO7F5C2P4GR74S4M0,1,NA,4,4,3,2,4,4,3,5,5,4,5,5,5,3,5,5,4,5,5,5,1,20,2,24,2,3,4,3,5,5,5,5,5,5,5,5,0,61,0,1,Central Region,30.666666666666668,1.737527
EPO7F5C439P56GM4M7,NA,2,3,4,4,2,2,4,3,3,3,3,4,4,5,4,5,5,4,5,5,4,1,0,2,3,1,3,3,4,3,4,4,4,4,4,4,4,1,39,0,1,Southern Region,10,0.594824
EPO7F5C4D73M8VB4M3,NA,2,5,5,5,4,2,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,2,NA,2,24,2,4,5,3,2,4,4,5,5,5,5,5,0,27,0,1,Southern Region,17.166666666666668,0.808382
EPO7F5C4FK3PXCZ4M0,1,NA,4,4,4,3,4,1,3,4,5,4,4,4,5,4,4,3,3,4,4,4,1,0,2,2,1,2,4,3,3,4,3,4,4,4,4,4,0,44,0,1,Eastern Region,14.166666666666666,1.124821
EPO7F5C7Q76MWWJ4M2,NA,2,4,4,4,3,4,4,3,3,3,5,3,4,4,4,4,4,3,5,4,4,1,27,2,2,2,3,3,2,2,4,2,3,3,4,3,3,0,64,0,1,Eastern Region,24.166666666666668,1.381951
EPO7F5C84MPX5954M9,NA,2,NA,5,4,1,4,4,4,2,2,5,5,5,5,4,5,4,4,5,5,5,1,30,2,24,2,3,2,4,4,4,4,4,4,3,3,3,1,52,0,1,Eastern Region,1.8333333333333333,0.526809
EPO7F5C8DCYPR7S4M0,NA,2,2,2,2,2,3,4,2,2,2,2,2,2,5,1,1,2,1,2,2,2,1,45,1,NA,3,3,3,3,3,5,3,3,3,4,3,3,0,62,0,1,Eastern Region,18.166666666666668,1.381951
EPO7F5C952WKQHZ4M7,NA,2,4,4,4,2,3,3,3,3,3,3,3,3,4,2,3,3,2,2,3,3,1,60,2,12,3,3,2,2,3,NA,3,3,3,3,3,3,1,70,0,1,Eastern Region,18.833333333333332,0.616286
EPO7F5C9C99VGW44M7,NA,2,4,3,3,3,4,4,4,4,3,4,4,4,3,2,3,3,2,4,4,4,1,5,2,1,1,NA,2,3,2,3,3,4,4,3,3,4,0,61,0,1,Southern Region,45.333333333333336,2.603815
EPO7F5C9G56FZYK4M2,1,NA,4,4,4,2,3,5,3,3,3,3,4,5,5,4,3,3,5,5,5,5,1,15,2,2,2,3,5,5,5,5,5,5,5,5,5,5,1,58,0,1,Eastern Region,6.666666666666667,2.380298
EPO7F5C9JZ2ZL3M4M0,1,NA,4,5,4,3,3,4,4,4,4,4,4,4,5,4,4,3,4,5,5,5,1,5,2,4,2,2,4,4,3,4,4,4,4,4,4,4,0,57,0,1,Central Region,3,1.723485
EPO7F5DQV3L7VQN4M0,NA,2,5,1,5,3,4,3,4,5,4,4,4,4,5,4,5,4,4,4,5,5,1,10,2,3,1,1,4,4,5,3,3,5,4,4,5,5,0,69,0,1,Southern Region,26.166666666666668,0.868127
EPO7F5DRPS92M664M3,1,NA,5,4,4,4,3,4,4,4,4,4,5,5,4,3,4,4,5,4,4,4,2,NA,3,NA,2,2,2,4,5,4,4,5,4,3,5,4,1,31,0,1,Eastern Region,17.333333333333332,0.599669
EPO7F5DRVNN8P2Q4M8,NA,1,3,3,2,1,1,3,1,2,2,1,4,1,3,2,3,1,2,1,4,1,2,NA,3,NA,1,1,2,1,4,3,3,3,3,1,4,1,1,48,0,1,Western Region,0.3333333333333333,0.701819
EPO7F5DSCGFXT9V4M8,NA,2,5,3,5,2,3,5,3,5,5,NA,5,5,5,4,4,4,4,5,5,5,1,15,1,NA,3,2,3,4,4,4,3,3,3,4,4,4,0,59,0,1,Eastern Region,12.666666666666666,3.229491
EPO7F5DWF2RN25L4M2,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,5,5,5,1,30,2,2,3,3,4,5,5,5,5,5,5,4,4,4,1,49,0,1,Central Region,39.333333333333336,0.824647
EPO7F5DXGYTRHXZ4M6,NA,2,4,5,4,4,4,3,4,4,4,4,4,4,5,4,5,4,3,4,4,4,1,15,1,NA,2,2,4,4,5,5,5,5,5,4,4,4,0,54,0,1,Southern Region,53.166666666666664,1.141796
EPO7F5F24YRS9D24M1,1,NA,3,5,4,3,3,4,3,4,4,5,5,5,4,4,4,3,4,5,5,5,1,60,2,1,3,3,3,3,3,4,3,3,3,4,4,4,1,64,0,1,Central Region,56,1.200592
EPO7F5F28TWP3TG4M8,NA,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,NA,NA,5,5,3,1,1,1,1,1,1,1,1,1,0,61,0,1,Eastern Region,4.833333333333333,1.381951
EPO7F5F2WJ3L9Y54M3,1,NA,3,3,3,2,2,4,4,3,4,1,2,1,5,4,4,3,3,3,3,3,1,10,2,12,3,3,4,2,3,4,4,3,4,3,3,3,0,67,0,1,Eastern Region,8,0.856166
EPO7F5F32VTMQMY4M1,NA,2,2,4,3,2,3,2,2,2,2,4,4,4,5,4,4,5,4,4,4,4,1,15,2,3,2,3,2,3,3,3,4,3,3,3,3,3,1,68,1,1,Central Region,15.833333333333334,0.366086
EPO7F5F3LJ8L6LX4M8,NA,2,3,5,4,2,3,3,3,3,4,5,5,4,5,4,4,3,4,4,5,4,1,45,3,NA,2,3,4,3,4,3,4,4,5,5,5,4,0,51,0,1,Southern Region,24.666666666666668,1.141796
EPO7F5F3RW8XVNB4M2,NA,2,4,4,4,2,3,4,4,2,2,2,4,4,5,3,4,4,3,3,4,4,1,45,2,4,3,3,2,2,3,4,3,3,3,3,4,4,0,49,0,1,Eastern Region,17.333333333333332,2.237803
EPO7F5F4CJX7KZN4M2,1,NA,3,4,4,1,5,4,2,3,3,1,4,3,5,4,5,5,4,4,4,4,1,60,2,3,3,3,4,1,2,4,2,2,2,3,4,3,0,48,0,1,Eastern Region,14.166666666666666,2.237803
EPO7F5F5TWRXJL34M6,NA,2,4,4,3,2,3,4,4,3,3,4,4,3,3,3,3,1,3,3,3,3,2,NA,2,24,1,2,4,2,2,4,3,4,4,4,4,2,0,41,0,1,Eastern Region,8,1.124821
EPO7F5F645FKJC54M4,1,NA,3,4,4,2,2,3,2,2,3,3,4,2,4,3,3,3,3,4,3,3,1,55,2,4,2,2,3,4,4,4,3,4,NA,3,3,3,1,71,0,1,Eastern Region,8,0.616286
EPO7F5F7DSJ5CQ84M0,NA,2,5,5,5,1,2,5,4,4,4,4,4,4,4,2,3,3,4,4,4,4,2,NA,2,2,3,3,5,1,2,4,1,4,4,5,3,5,0,49,0,1,Eastern Region,8,2.237803
EPO7F5F8F2TDQWS4M5,NA,2,4,4,4,2,2,4,2,4,5,4,4,4,4,2,4,4,3,4,4,4,1,30,1,NA,2,3,2,2,2,3,2,3,3,3,3,3,0,36,0,1,Western Region,0.8333333333333334,0.60111
EPO7F5FVR5GQL584M4,NA,1,2,3,3,2,2,4,3,3,4,2,3,3,4,2,3,2,3,3,4,3,2,NA,3,NA,1,1,3,2,3,4,4,3,3,3,4,3,0,38,0,1,Western Region,0,0.60111
EPO7F5G3HF7ZDMT4M6,NA,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,NA,1,NA,1,1,3,1,1,1,1,1,1,1,1,1,0,29,0,1,Western Region,0.3333333333333333,0.795696
EPO7F5M6PZ8Y5GK4M8,NA,2,2,4,2,3,5,5,2,2,2,1,2,5,4,3,1,1,2,3,4,4,1,10,2,2,2,3,2,2,5,4,4,4,4,2,2,3,0,30,1,1,Western Region,0.3333333333333333,0.979875
EPO7F5M6SV5JPH64M6,1,NA,4,4,4,3,2,4,3,3,3,4,4,4,4,2,3,3,3,3,4,4,1,50,2,18,2,3,3,3,4,3,3,3,3,3,4,4,0,48,0,1,Eastern Region,1.8333333333333333,2.237803
EPO7F5MWZ5TVS6G4M6,NA,2,3,4,3,2,3,3,3,3,3,5,5,5,5,4,4,4,4,5,5,5,1,60,1,NA,3,3,5,5,5,5,5,5,5,5,5,5,1,40,0,1,Central Region,56,1.478417
EPO7F5MY2X2M2X74M8,2,NA,4,4,4,4,4,4,NA,4,4,5,5,5,5,5,4,4,3,5,5,5,2,NA,1,NA,1,1,3,4,4,4,4,4,4,4,4,4,0,23,1,1,Central Region,24.166666666666668,0.697575
EPO7F5NH3CBPN7Q4M9,NA,2,3,3,3,2,2,3,3,3,3,3,4,4,3,1,3,2,2,2,2,2,1,60,2,20,2,3,3,3,2,3,3,3,3,2,2,2,0,45,1,1,Central Region,25.833333333333332,0.249485
EPO7F5NJ4XN2PTZ4M0,1,NA,3,4,4,2,3,3,3,3,3,3,3,3,5,3,3,4,5,3,3,3,1,20,1,NA,1,1,4,1,2,3,3,3,3,3,3,3,1,46,0,1,Central Region,6.166666666666667,0.824647
EPO7F5NRKSNC79W4M7,1,NA,4,4,4,3,5,4,4,4,3,3,5,4,5,5,5,5,5,3,5,4,1,20,2,2,2,3,5,2,4,4,4,4,3,3,5,4,0,53,0,1,Central Region,15.833333333333334,1.14085
EPO7F5P9V53LMMB4M6,NA,1,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,5,3,NA,3,NA,1,1,4,5,5,5,5,5,5,3,4,5,1,31,0,1,Western Region,0,0.437077
EPO7F5PFRLYHRZP4M4,2,NA,3,3,3,2,2,2,2,2,2,2,4,3,4,3,3,2,2,3,3,3,NA,NA,NA,NA,3,3,3,2,2,2,2,2,2,2,3,3,0,51,1,1,Southern Region,20.166666666666668,0.895446
EPO7F5PGLH9DH544M2,2,NA,3,4,3,2,3,3,3,3,3,2,NA,3,4,2,2,2,3,3,3,3,1,60,2,2,2,2,3,2,3,3,3,3,3,3,3,3,0,65,1,7,Central Region,15.333333333333334,0.411727
EPO7F5PK59L39BK4M2,NA,2,3,3,3,2,2,3,3,3,2,2,3,3,5,3,2,2,3,3,4,3,2,NA,2,0.5,2,2,3,2,3,3,2,3,2,2,3,3,1,59,1,1,Southern Region,20.166666666666668,0.739413
EPO7F5PL72RSJZ94M7,1,NA,2,3,4,1,2,2,1,1,1,2,2,4,5,3,3,2,3,3,3,3,1,40,2,2,3,3,3,1,3,3,3,3,3,3,3,3,1,71,0,1,Eastern Region,33.833333333333336,0.616286
EPO7F5PLTVT3Y7D4M6,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,NA,3,NA,2,2,4,4,5,4,4,4,4,4,4,4,1,34,0,1,Western Region,2.6666666666666665,0.437077
EPO7F5Q9ZLGF8L54M8,NA,2,3,3,3,2,4,4,4,3,3,4,4,3,4,2,3,3,3,4,4,4,3,NA,3,NA,1,1,3,2,4,4,4,3,3,4,4,4,0,62,1,1,Western Region,0.3333333333333333,1.334472
EPO7F5QBG74DXCB4M7,NA,2,3,3,4,1,1,1,3,3,3,3,4,4,4,5,3,4,4,3,4,4,1,5,2,2,1,2,4,2,4,4,3,4,4,3,4,4,1,59,0,1,Western Region,0.16666666666666666,0.6983
EPO7F5QD2FTPFYT4M9,1,NA,2,2,2,1,1,2,1,3,2,1,3,4,4,3,3,3,3,1,NA,3,1,10,2,1,3,3,2,2,2,2,1,2,2,1,2,3,1,61,0,1,Eastern Region,33.833333333333336,0.606766
EPO7F5SYXFK24P34M4,1,NA,2,2,2,2,4,5,4,4,4,2,4,3,4,2,2,2,2,4,4,3,2,NA,3,NA,3,2,1,4,4,4,4,4,4,3,3,3,0,30,1,1,Southern Region,20.166666666666668,0.873136
EPO7F5YJN7G6BL54M9,1,NA,4,4,4,2,4,4,4,4,4,2,4,NA,3,1,2,3,2,3,3,3,2,NA,2,1,2,2,3,2,4,4,3,4,4,3,3,4,0,30,0,1,Southern Region,20.166666666666668,0.705806
EPO7F5ZVDKTWLMH4M4,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,1,2,3,3,2,2,NA,2,6,1,1,3,4,3,4,2,3,3,3,3,2,0,42,1,1,Southern Region,3.8333333333333335,0.761505
EPO7F5ZWK6X7FDV4M4,NA,3,2,2,2,1,3,4,3,3,4,1,3,1,3,1,3,1,1,1,1,1,2,NA,2,12,3,3,3,1,2,2,2,2,2,1,3,1,0,37,0,1,Eastern Region,8,0.97712
