p_id,torwatch,torwarn,rec_all,rec_most,rec_soon,rec_sleep,rec_driving,rec_work,rec_store,rec_small_group,rec_large_group,rec_morn,rec_aft,rec_eve,alert_und,tor_watchwarn_und,tor_map_und,tor_radar_und,svr_watchwarn_und,und_morn,und_aft,und_eve,warn_time,warn_time_minutes,watch_time,watch_time_hours,warn_size,watch_size,resp_prot,resp_sleep,resp_driving,resp_work,resp_store,resp_small_group,resp_large_group,resp_morn,resp_aft,resp_eve,gend,age,hisp,race,nws_region,WARNING_AVG,weightfactor
EPO793GRDFT4CY34M3,1,NA,3,3,3,2,2,2,2,2,2,1,1,1,4,2,2,2,4,1,1,1,1,5,2,6,2,2,3,3,3,3,3,3,3,1,1,1,0,67,0,2,Eastern Region,18.166666666666668,0.383366
EPO793NHFB73BDV4M2,2,NA,3,4,2,1,2,4,1,3,3,1,4,4,4,2,1,2,2,2,4,4,2,NA,1,NA,2,2,3,1,3,4,3,4,4,2,4,4,0,60,0,4,Eastern Region,8,0.879179
EPO793Q88CP3RW84M0,1,NA,4,4,4,3,3,3,2,3,3,3,3,3,4,2,1,1,1,3,3,3,1,25,1,NA,1,1,3,3,3,3,2,3,3,3,3,3,0,65,1,1,Southern Region,20.166666666666668,0.575443
EPO793QCN2JYJLD4M7,NA,2,4,4,4,2,3,4,1,3,4,4,4,4,5,5,5,5,5,4,4,4,2,NA,2,3,2,2,3,4,4,4,4,4,NA,4,4,4,1,63,0,2,Central Region,24.833333333333332,0.448407
EPO793R68S2984H4M5,NA,2,4,4,4,2,4,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,1,15,2,6,3,3,3,3,4,4,4,4,4,4,4,4,1,59,1,1,Southern Region,16.333333333333332,0.739413
EPO793RHKRX23834M3,1,NA,2,3,3,2,3,4,4,3,2,2,4,2,4,2,3,2,2,3,3,3,1,50,2,5,1,1,3,2,3,4,4,3,3,3,3,3,0,76,1,2,Southern Region,31,0.021175
EPO793RPMMLBSDP4M9,2,NA,4,2,4,1,5,5,5,5,5,4,4,2,5,4,4,4,5,4,4,4,2,NA,1,NA,1,1,3,2,5,5,5,4,4,3,4,2,0,45,1,1,Central Region,49.666666666666664,0.249485
EPO793RTN586PW74M5,2,NA,3,3,3,4,4,4,4,4,4,4,NA,NA,4,5,NA,5,3,4,5,5,2,NA,2,3,1,1,2,5,5,5,5,5,5,4,5,5,0,38,0,2,Eastern Region,16.5,0.785842
EPO793VDH99WY5N4M7,1,NA,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,3,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,74,0,4,Eastern Region,8,0.82426
EPO793XSVKD2Y9N4M8,NA,2,1,4,3,1,4,4,4,3,3,2,4,4,4,3,4,3,2,3,4,4,1,15,2,4,2,2,3,1,1,3,3,3,3,3,4,4,0,46,1,1,Central Region,12.166666666666666,0.249485
EPO793Y38QMHD424M8,NA,2,4,4,5,2,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,2,NA,2,1,1,1,4,4,4,4,4,4,4,4,4,4,0,48,0,2,Eastern Region,12.833333333333334,0.714877
EPO793YC9L2SZJ54M1,NA,2,3,4,3,3,3,3,3,3,3,2,3,3,4,2,3,3,2,3,3,3,2,NA,2,24,2,2,4,3,3,3,3,3,3,3,3,3,0,66,0,4,Eastern Region,8,1.421203
EPO793YDK2ZPCXY4M7,2,NA,5,5,5,2,4,2,2,2,2,3,4,4,1,3,3,3,3,4,4,4,2,NA,2,24,3,3,4,2,2,2,2,2,2,4,4,4,0,56,0,2,Southern Region,49.166666666666664,0.779287
EPO793YGLKWJF6D4M0,1,NA,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,5,5,5,1,10,2,1,3,3,5,5,3,5,5,5,5,5,5,5,0,32,0,4,Central Region,29,0.431741
EPO793YJL8644PX4M2,NA,2,5,5,5,2,4,3,2,4,4,1,5,4,5,4,4,4,4,1,5,5,2,NA,3,NA,2,2,5,2,4,3,3,4,4,1,4,4,1,69,0,2,Eastern Region,1.8333333333333333,0.493179
EPO7942GXTN89ZQ4M5,1,NA,4,4,3,2,4,4,4,4,3,2,4,4,4,3,3,3,3,4,4,4,3,NA,2,20,3,2,4,2,3,4,4,4,3,2,4,4,1,39,1,1,Western Region,0.16666666666666666,1.626266
EPO7942J49V5WSD4M5,NA,3,3,3,3,1,3,4,2,3,3,3,3,3,4,2,3,2,2,2,2,2,2,NA,2,8,2,2,3,1,3,3,2,3,3,2,2,2,1,43,0,2,Southern Region,53.166666666666664,1.791212
EPO7942KG53G7MF4M3,1,NA,4,3,4,1,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,1,10,2,24,2,3,3,1,3,4,4,4,3,3,4,3,0,37,1,1,Southern Region,20.166666666666668,1.575743
EPO7942KJN78CLC4M0,1,NA,5,4,5,4,5,5,4,4,3,4,5,4,4,3,3,3,4,5,5,4,1,30,1,NA,3,2,4,5,5,5,5,5,5,5,4,4,0,69,1,1,Central Region,49.666666666666664,0.752695
EPO7942LJKRQBMQ4M0,NA,2,5,5,5,2,5,5,2,3,3,3,5,4,4,3,3,3,3,5,5,NA,2,NA,2,6,1,1,3,4,5,5,5,3,3,4,5,5,0,59,0,2,Southern Region,11.333333333333334,0.779287
EPO7942SHWB7WTJ4M1,NA,2,3,4,3,3,4,4,3,3,2,3,4,2,5,4,3,5,4,4,5,5,1,30,2,6,3,5,2,4,NA,3,3,3,3,3,3,3,0,44,0,2,Central Region,56,1.188906
EPO7942VBZXCZ4T4M9,1,NA,5,4,4,4,5,4,5,5,4,4,4,5,4,4,3,4,3,5,4,4,2,NA,NA,NA,2,3,4,5,4,4,5,5,4,4,5,5,0,29,0,1,Eastern Region,1.8333333333333333,1.092177
EPO7942Y52VNS3G4M9,1,NA,2,4,2,3,3,4,4,4,5,3,4,4,5,4,5,4,4,4,4,4,2,NA,2,4,2,2,3,3,4,4,3,4,4,NA,3,3,0,39,0,2,Central Region,24.666666666666668,1.278922
EPO79437LR8WBTK4M0,1,NA,5,5,5,1,3,4,3,3,3,4,5,5,4,1,1,1,2,3,4,4,2,NA,2,20,2,2,3,1,3,4,3,2,3,2,3,4,0,58,1,1,Southern Region,31,0.672725
EPO7943L6QQP63X4M2,1,NA,3,1,1,1,1,1,1,1,1,4,5,5,5,3,3,3,4,3,5,5,2,NA,2,4,2,2,5,1,1,1,1,1,1,4,3,5,0,24,0,6,Eastern Region,1.8333333333333333,0.52531
EPO7943N3D8B4Y44M4,2,NA,3,4,1,3,1,NA,1,2,2,3,2,4,1,1,2,1,1,2,1,2,2,NA,3,NA,1,1,2,3,1,3,1,2,2,2,3,2,0,20,0,4,Eastern Region,1.8333333333333333,0.815345
EPO7943WBPCTQ9B4M4,NA,2,2,4,3,1,2,5,3,5,5,5,5,5,5,3,3,2,3,5,5,5,1,15,2,4,2,3,2,1,2,5,5,5,5,5,5,5,0,55,1,3,Southern Region,43.833333333333336,0.091853
EPO7943X42S8JT74M7,1,NA,4,3,4,2,3,3,3,3,3,2,3,4,3,1,2,2,2,2,3,4,2,NA,2,12,3,3,4,2,5,5,5,5,5,2,3,4,1,22,0,1,Eastern Region,4.833333333333333,1.38715
EPO7947CJRH8F754M1,NA,2,4,4,4,2,4,4,3,4,4,3,4,4,5,3,3,3,3,4,4,4,1,45,1,NA,3,2,4,3,4,4,3,4,4,4,4,4,0,69,0,2,Eastern Region,33.833333333333336,0.383366
EPO7947HV6JLF454M4,NA,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,1,20,2,2,2,2,5,5,5,5,5,5,5,5,5,5,1,59,1,1,Southern Region,24.833333333333332,0.739413
EPO7947QQKQZF8K4M9,1,NA,1,1,1,1,3,3,3,2,2,2,3,3,5,2,4,3,3,2,4,4,1,20,2,1,3,3,2,1,3,3,5,3,3,2,3,3,0,75,1,1,Southern Region,75.83333333333333,0.929285
EPO7948KN2RDZ4T4M5,2,NA,3,4,4,2,3,4,2,3,NA,4,4,4,5,4,3,3,4,4,4,4,2,NA,2,24,2,2,2,3,3,4,3,4,4,3,3,3,1,22,0,1,Central Region,6.166666666666667,1.440857
EPO79499ZKLQKQB4M2,NA,2,2,4,3,2,4,3,2,3,4,4,NA,4,4,3,4,3,2,4,4,4,2,NA,2,4,2,2,3,2,3,4,4,3,4,4,4,4,0,42,1,1,Southern Region,15.666666666666666,0.761505
EPO7949H2HG83GL4M1,2,NA,4,5,4,3,4,5,4,4,4,3,5,5,4,3,3,3,3,NA,4,4,2,NA,2,2,1,1,2,3,4,5,4,4,4,3,3,3,1,63,1,1,Southern Region,20.166666666666668,0.563064
EPO7949YL4XMJHN4M1,NA,2,3,3,3,1,1,4,3,2,4,2,2,2,4,3,4,3,3,2,2,2,1,60,1,NA,2,2,2,1,1,4,4,2,4,3,2,2,1,54,0,1,Southern Region,20.166666666666668,0.907811
EPO7949ZNWDP2ML4M2,1,NA,4,2,4,3,2,3,2,3,2,3,3,3,4,3,3,2,2,3,3,3,1,25,2,2,1,3,4,4,2,3,2,2,2,4,4,3,0,54,0,1,Southern Region,26.166666666666668,1.141796
EPO794BF5FX7NMZ4M1,1,NA,5,2,5,3,5,5,4,5,5,5,5,5,5,3,3,3,3,4,4,4,1,10,2,4,3,3,4,3,2,5,3,5,5,4,4,4,0,24,0,1,Central Region,24.166666666666668,0.532774
EPO794BGZ82WL6M4M8,NA,2,4,4,4,2,5,1,1,1,1,3,3,4,5,4,4,4,4,4,4,3,1,30,2,24,1,1,4,2,3,2,3,2,2,4,4,3,0,67,1,3,Southern Region,17.166666666666668,0.047125
EPO794BH6M399874M9,NA,1,2,3,3,3,3,3,3,3,3,3,NA,3,4,2,4,3,2,2,2,3,2,NA,NA,NA,3,2,3,3,3,3,3,3,3,3,3,3,0,42,0,1,Western Region,0.3333333333333333,0.983664
EPO794DSW2TGH5B4M5,NA,2,3,4,4,2,3,3,3,3,3,3,3,3,5,2,3,3,3,3,3,3,1,60,2,24,1,2,4,3,3,3,3,3,3,3,3,3,1,54,1,1,Southern Region,17.166666666666668,0.782683
EPO794YGFY23MV34M7,NA,2,3,4,3,1,2,2,2,2,2,1,4,4,5,4,5,5,4,4,4,4,1,60,2,12,3,3,3,1,3,2,2,3,2,3,3,3,0,72,1,6,Southern Region,49.166666666666664,0.023962
EPO7965ZHNXS8P84M0,NA,2,2,4,3,2,4,3,3,4,3,4,4,4,4,3,3,2,3,4,4,4,1,30,2,4,3,3,3,2,4,3,3,4,3,3,3,3,1,58,0,2,Eastern Region,16.5,2.777459
EPO796MRR3FVXBX4M1,NA,2,5,5,5,2,4,4,4,4,3,2,4,4,4,3,3,2,4,3,3,3,1,20,1,NA,2,3,3,3,2,4,4,4,3,3,3,3,0,47,0,4,Southern Region,68.5,0.463648
EPO796S7QJ5LFFV4M1,1,NA,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,3,3,5,4,1,30,1,NA,3,3,5,4,4,4,4,4,NA,4,4,4,1,60,1,7,Southern Region,31,0.524918
EPO7973WBSDLTLW4M5,1,NA,4,3,4,1,3,4,2,4,4,4,5,2,4,3,3,2,3,4,4,2,1,20,2,3,2,2,3,2,3,4,4,3,3,3,3,2,1,66,0,4,Southern Region,68.5,0.287255
EPO7979PPRB4G3K4M5,NA,NA,4,4,2,2,4,4,2,4,4,4,4,4,4,3,3,3,3,4,4,4,2,NA,3,NA,3,3,3,2,4,4,4,4,4,4,4,4,1,54,0,2,Southern Region,31,1.819174
EPO797BXF6VPD264M0,3,NA,3,3,NA,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,NA,2,12,3,3,3,2,2,2,2,2,2,3,3,3,0,38,1,4,Eastern Region,1.8333333333333333,0.025788
EPO797KHJFN8X7Q4M5,2,NA,5,5,5,NA,3,4,3,3,3,4,4,4,4,3,4,3,4,4,4,4,2,NA,2,12,4,4,5,NA,2,4,3,3,3,3,4,4,1,30,0,2,Southern Region,53.166666666666664,1.268936
EPO797RWNBWP2V24M8,NA,2,4,5,4,2,2,4,3,3,3,2,4,4,5,3,4,4,4,2,4,4,1,10,2,3,1,1,4,3,2,4,4,4,4,2,4,4,0,67,0,2,Southern Region,67.83333333333333,0.424896
EPO7989QHK4NRQ54M1,NA,1,4,5,5,4,5,5,5,5,5,4,4,4,4,2,4,4,2,4,4,4,2,NA,1,NA,2,2,4,2,5,5,4,5,5,3,2,4,0,23,0,1,Eastern Region,18.833333333333332,0.419227
EPO7989VXT9WL3X4M7,NA,2,3,4,4,3,3,4,4,4,4,3,3,3,4,3,2,2,3,3,4,3,1,60,2,24,1,1,4,3,3,3,3,3,3,3,3,3,0,51,0,2,Eastern Region,16.5,1.118096
EPO798B25VTJDPS4M8,1,NA,2,4,4,1,2,4,2,3,3,2,2,3,4,3,3,2,3,NA,3,3,1,45,2,2,2,3,2,1,2,3,3,3,3,3,2,3,0,55,0,2,Eastern Region,18.833333333333332,0.599844
EPO798BB838XP5N4M3,1,NA,5,4,5,2,5,5,5,5,4,3,5,5,5,3,5,2,4,5,5,5,1,10,2,2,3,3,1,2,3,5,5,4,4,5,5,5,0,77,0,2,Southern Region,38.666666666666664,0.471035
EPO798BCJDLR4F24M3,NA,2,4,4,4,3,3,4,3,4,3,3,4,4,5,3,3,4,3,3,4,4,4,NA,4,NA,3,3,3,2,3,4,3,3,3,3,3,3,1,45,0,2,Southern Region,17.166666666666668,1.360168
EPO798BDY8KZ6DP4M4,2,NA,2,3,3,1,2,2,2,2,2,1,4,4,4,3,4,4,3,3,4,4,1,45,2,4,2,3,2,1,3,2,2,2,2,1,2,2,0,28,0,2,Southern Region,38.666666666666664,1.121219
EPO798BPD6RTM2P4M8,1,NA,3,4,3,2,5,3,1,3,4,5,5,5,4,3,3,3,4,4,4,4,1,30,1,NA,2,2,4,3,5,4,1,3,4,3,3,3,0,43,0,4,Central Region,15.833333333333334,0.365807
EPO798BPGVRZXLC4M3,NA,2,4,4,4,5,3,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,1,15,2,3,2,3,2,3,3,3,2,2,2,3,3,3,1,59,0,2,Southern Region,23.833333333333332,0.756877
EPO798BTZCC9H9M4M5,NA,2,3,3,3,3,3,2,3,4,4,3,2,3,4,3,3,3,2,2,3,3,1,30,2,4,1,1,4,4,3,3,3,4,3,4,4,2,1,55,0,4,Southern Region,33.666666666666664,0.845847
EPO798BZT2SH85R4M6,1,NA,4,5,4,3,2,5,5,4,4,3,5,4,5,5,5,4,4,4,4,4,1,13,2,4,2,3,4,4,3,5,4,4,4,4,4,4,1,73,0,1,Central Region,6.166666666666667,0.689202
EPO798C45MPV9YB4M3,NA,2,1,1,1,2,3,4,2,4,2,3,3,3,4,1,2,2,2,2,3,3,2,NA,1,NA,1,1,3,1,4,2,2,3,2,2,3,3,0,47,1,6,Western Region,0.3333333333333333,0.078987
EPO798CFPV884TV4M7,NA,NA,1,1,1,1,1,3,2,2,2,1,2,3,2,1,1,1,1,1,3,3,1,6,2,10,2,2,3,1,1,3,2,3,2,4,3,3,0,58,0,6,Western Region,0.16666666666666666,0.405911
EPO798CFXWZGWK64M9,NA,2,4,4,4,3,5,4,4,4,4,4,5,4,4,3,2,2,3,4,4,4,1,60,2,4,3,3,4,4,4,4,4,5,4,4,4,4,0,66,0,2,Eastern Region,12.833333333333334,0.383366
EPO798CQ24FW6YX4M3,2,NA,5,5,5,3,4,4,4,4,4,4,4,4,5,2,3,2,3,4,4,4,1,30,2,3,1,2,4,5,5,5,5,5,5,4,4,5,0,61,1,1,Eastern Region,4,0.40699
EPO798D9VT7J3MY4M6,NA,2,2,3,2,1,3,3,2,3,3,1,3,3,5,3,3,2,3,4,4,3,1,30,2,12,2,1,4,1,1,3,1,3,3,2,3,3,0,73,1,1,Southern Region,20.166666666666668,0.648821
EPO798DDPCRYHSB4M4,2,NA,4,4,3,2,4,4,3,4,4,3,4,3,3,2,3,2,3,3,4,4,2,NA,3,NA,3,2,3,NA,4,2,4,4,4,2,3,3,0,21,0,1,Central Region,15.833333333333334,0.532774
EPO798DPT5JQTWT4M8,NA,2,3,4,4,2,2,4,4,4,5,5,5,2,4,2,4,4,3,5,5,2,1,59,3,NA,1,1,5,3,2,3,3,4,4,5,5,2,1,52,1,1,Southern Region,17.166666666666668,0.782683
EPO798SMLBQF2M34M8,1,NA,3,3,3,3,3,5,4,4,4,4,4,3,5,3,3,3,3,3,3,3,2,NA,2,3,3,3,3,4,4,5,4,4,4,3,3,4,1,68,0,1,Western Region,0,0.886161
EPO798T25VZWG8Z4M7,NA,2,4,5,4,2,4,4,3,4,4,4,5,4,4,3,2,2,3,3,4,3,2,NA,3,NA,1,1,4,1,4,4,3,5,3,3,4,4,1,68,0,4,Eastern Region,17.333333333333332,0.594078
EPO798XW6FBN3HJ4M7,NA,2,1,2,1,1,1,4,2,3,5,1,4,1,3,1,4,3,2,2,3,2,4,NA,2,10,3,2,3,1,3,5,2,5,3,2,3,3,0,22,1,1,Western Region,0,1.820671
EPO7992WDKSGXXQ4M0,2,NA,3,2,2,2,4,4,3,3,4,3,3,3,4,3,3,4,4,3,4,4,1,20,1,NA,2,2,3,2,4,3,3,3,2,3,3,3,1,29,0,4,Western Region,0,3.566345
EPO7993BYQ5Z4X54M4,NA,1,3,5,3,3,3,5,4,2,4,4,5,4,4,3,4,4,3,4,4,3,2,NA,3,NA,2,4,4,4,5,5,5,4,4,4,4,3,0,26,1,7,Western Region,0.3333333333333333,2.471431
EPO7993MXSDXM8J4M8,1,NA,4,1,1,5,1,3,2,4,3,1,2,2,1,1,1,2,3,2,5,4,2,NA,2,9,1,1,2,2,4,1,NA,4,3,1,5,2,1,23,1,1,Southern Region,17.166666666666668,1.762864
EPO7993YQWT5ZRF4M2,NA,2,3,3,2,1,3,3,2,3,3,3,3,4,4,2,2,2,3,4,4,4,1,60,2,6,2,3,3,2,2,4,3,4,4,3,4,4,1,70,1,1,Eastern Region,17.333333333333332,0.419293
EPO7996KMT3MJ9Q4M4,NA,2,3,4,3,3,4,4,3,5,5,4,4,4,4,4,3,3,3,3,3,5,2,NA,2,5,2,2,4,4,5,3,5,3,4,5,5,4,0,33,0,1,Southern Region,15.833333333333334,0.705806
EPO79993VB7RSB94M5,NA,2,3,2,2,3,4,4,4,4,4,4,5,5,4,3,3,3,3,4,5,4,3,NA,4,NA,1,1,4,3,4,4,3,4,4,4,4,4,1,30,1,1,Eastern Region,1.8333333333333333,0.932009
EPO79BBKXJ2ZLTR4M1,NA,1,3,3,3,1,5,3,2,3,3,5,5,5,4,1,4,4,2,5,5,5,2,NA,2,24,2,3,4,1,3,4,4,4,4,4,4,4,0,48,0,4,Western Region,0,3.405911
EPO79BCWVFCHRJB4M2,1,NA,4,5,4,1,5,3,2,2,2,2,4,4,5,4,4,4,4,2,4,4,1,15,2,4,2,3,2,1,4,4,3,3,2,2,4,4,1,61,0,1,Eastern Region,14.166666666666666,0.606766
EPO79BD2SKQXR4R4M4,NA,2,4,4,4,3,4,4,4,4,4,3,3,3,4,2,2,3,2,3,3,3,1,45,2,1,2,2,4,3,3,4,4,4,4,4,4,3,0,76,0,2,Eastern Region,14.166666666666666,1.144699
EPO79BJHCQKFZ254M7,NA,2,5,4,5,3,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,30,2,12,2,3,3,4,5,4,3,4,4,4,4,5,0,22,1,1,Eastern Region,18.833333333333332,0.696005
EPO79BK6LMKRZ6H4M1,1,NA,3,4,4,5,5,5,5,5,4,5,5,4,5,3,3,2,4,5,5,5,2,NA,2,1,3,3,4,4,4,5,4,5,3,5,5,5,0,38,0,2,Eastern Region,8,0.785842
EPO79BK8YQCMXKS4M7,2,NA,4,4,4,4,4,4,4,4,4,4,NA,4,2,1,2,1,2,3,NA,3,1,30,2,20,1,3,4,4,4,4,4,4,4,4,NA,4,0,64,0,2,Eastern Region,17.333333333333332,0.382568
EPO79BKMX9YRXV84M2,1,NA,3,4,4,2,3,3,3,4,3,3,5,4,4,2,1,2,3,4,5,4,2,NA,3,NA,1,1,4,2,4,3,3,3,3,4,5,4,0,42,0,2,Southern Region,53.166666666666664,0.893163
EPO79BKP6RXNBS74M7,1,NA,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,15,2,3,1,1,3,3,3,3,3,3,3,4,4,4,0,55,1,1,Western Region,0.3333333333333333,0.626818
EPO79BL9RTWCRLY4M8,1,NA,4,5,4,4,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,5,4,NA,1,NA,1,3,5,5,5,4,4,4,4,5,5,4,0,35,1,1,Eastern Region,1.8333333333333333,0.593042
EPO79BLBGJBL8LT4M9,NA,2,3,3,4,4,3,4,3,3,3,2,3,4,4,3,3,3,3,2,3,4,3,NA,4,NA,2,4,2,4,3,4,3,4,4,2,3,4,0,50,1,4,Southern Region,20.166666666666668,0.027157
EPO79BLK5JJMK7J4M0,2,NA,5,4,5,2,5,2,3,4,5,4,2,2,5,4,3,4,3,4,2,2,1,43,1,NA,1,1,4,2,2,2,2,4,5,5,3,3,1,27,0,2,Eastern Region,12.833333333333334,7.402101
EPO79BLKF3WZYLG4M6,1,NA,2,3,3,1,3,4,2,4,4,2,3,3,3,1,1,1,1,2,2,3,NA,NA,3,NA,2,2,3,1,3,4,2,4,4,2,2,3,1,28,0,1,Western Region,0.3333333333333333,0.798276
EPO79BLSTGB5TCM4M7,NA,2,2,2,2,4,4,4,4,4,4,4,3,3,4,2,1,1,1,3,3,3,2,NA,3,NA,2,4,3,3,3,3,3,3,3,3,3,3,0,59,0,2,Eastern Region,1.8333333333333333,0.599844
EPO79BLW673X4864M5,NA,1,4,4,4,3,3,1,3,3,3,4,4,4,4,3,3,3,3,4,4,4,2,NA,NA,NA,1,NA,4,3,3,3,3,3,3,4,4,4,1,24,0,1,Eastern Region,8,1.38715
EPO79BM2G956FM54M3,NA,2,3,4,3,3,4,5,4,3,3,3,3,3,4,1,1,1,1,2,2,2,1,45,1,NA,2,2,1,1,1,1,1,1,1,1,1,1,0,41,1,1,Southern Region,23.833333333333332,0.761505
EPO79BM2YDWY8DQ4M2,NA,2,4,4,3,3,3,2,3,3,3,3,3,4,4,1,2,2,2,3,4,4,1,60,2,24,1,1,3,3,3,4,3,4,4,3,4,4,0,45,1,6,Southern Region,15.833333333333334,0.094249
EPO79BMMN3FYV4Z4M2,NA,2,5,3,4,1,2,3,1,3,3,2,4,3,4,3,4,4,4,2,4,3,1,20,2,3,2,3,4,4,3,4,4,4,4,2,4,3,0,40,1,2,Southern Region,67.83333333333333,0.28115
EPO79BMNVD95RLX4M4,1,NA,4,4,4,2,4,4,3,4,3,3,4,4,4,3,3,3,3,4,4,4,1,20,2,3,3,3,2,3,4,4,4,3,3,3,3,3,1,44,0,1,Southern Region,53.166666666666664,1.315534
EPO79BMSW2SDW674M2,NA,2,3,3,3,4,4,4,4,4,3,3,3,3,4,3,2,2,3,3,3,3,2,NA,1,NA,3,2,3,4,4,4,4,4,4,3,3,3,0,48,1,1,Eastern Region,1.8333333333333333,0.496044
EPO79BMVWQB9W3B4M5,NA,2,4,5,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,5,1,60,2,24,1,2,5,4,4,4,4,4,4,5,5,5,0,54,0,7,Southern Region,20.166666666666668,1.101601
EPO79BNWD8XYRY34M5,NA,2,5,5,4,NA,4,5,4,3,4,5,5,4,3,2,3,2,3,2,3,3,1,10,2,1,3,3,4,4,3,5,4,4,4,3,3,4,0,48,0,2,Eastern Region,16.5,0.714877
EPO79BP4ZFJRSCB4M4,2,NA,3,3,3,1,3,3,2,3,3,1,3,1,3,2,2,2,3,1,3,1,2,NA,2,8,3,3,2,1,2,1,2,1,2,1,2,1,0,73,1,1,Western Region,0,2.080217
EPO79BTF4YNL3534M6,1,NA,1,1,3,2,3,4,2,2,2,4,5,4,4,3,3,3,3,4,4,4,NA,NA,4,NA,1,1,3,4,3,4,5,4,2,4,4,3,1,28,1,1,Eastern Region,1.8333333333333333,2.34766
EPO79BVBK3TXYQJ4M2,2,NA,5,4,5,5,5,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,3,NA,3,NA,2,3,5,5,4,4,5,5,4,5,4,4,0,40,1,1,Southern Region,53.166666666666664,0.761505
EPO79BVBLXH79FZ4M7,1,NA,4,4,4,2,3,3,4,4,4,3,4,3,5,4,4,3,4,5,4,5,1,30,1,NA,2,2,4,3,4,2,2,4,4,3,4,3,1,72,1,1,Western Region,0.3333333333333333,0.418363
EPO79C2CRNVKLCC4M5,NA,3,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,1,1,1,2,NA,2,8,3,3,3,2,2,2,2,2,2,1,1,1,0,53,1,1,Western Region,49.666666666666664,2.962617
EPO79C9JXX8WY6C4M7,1,NA,5,1,5,3,4,5,4,5,5,3,3,4,4,3,4,3,3,3,3,4,2,NA,2,3,2,2,3,3,4,4,4,4,4,3,3,4,0,24,0,1,Eastern Region,14.166666666666666,0.419227
EPO79D5T9QZTGMX4M1,NA,2,5,5,5,3,4,4,3,4,4,3,3,4,5,4,4,4,4,4,4,4,2,NA,2,48,3,3,3,3,4,4,1,3,3,4,4,4,0,65,0,2,Southern Region,10,0.424896
EPO79DGWVVGKJ6H4M4,NA,1,5,4,4,4,4,4,4,5,4,4,4,3,4,5,5,5,5,3,4,3,2,NA,2,15,1,1,5,4,4,5,5,4,5,3,3,4,1,32,0,1,Western Region,2.6666666666666665,0.437077
EPO79G2SLN9B87P4M3,1,NA,3,4,3,1,NA,3,3,3,3,2,4,4,5,3,3,4,2,3,4,4,1,20,2,2,1,1,2,1,2,3,3,3,3,2,2,2,0,65,0,2,Central Region,6.166666666666667,0.24563
EPO79G2SSPS7RZV4M9,NA,2,3,3,3,2,2,3,3,3,2,4,4,3,3,1,2,2,2,3,4,3,1,20,2,1,2,2,3,2,2,3,3,3,3,3,4,2,0,36,0,4,Southern Region,49.166666666666664,0.313199
EPO79G2VXQSTXPY4M4,NA,3,2,2,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2,NA,2,2,1,1,4,2,2,3,2,3,3,2,3,2,0,62,1,4,Western Region,0.3333333333333333,0.030148
EPO79G2YYNMZ9SL4M1,NA,2,4,3,4,2,4,4,4,4,5,4,5,4,4,3,4,3,3,4,4,4,2,NA,2,4,1,1,4,2,4,4,4,3,4,4,5,3,1,25,1,6,Central Region,15.833333333333334,0.09702
EPO79G3695VW7FR4M7,1,NA,4,4,4,4,4,4,NA,4,4,5,5,5,5,5,5,5,5,5,5,5,2,NA,2,4,1,1,4,4,3,3,3,3,3,4,5,5,0,59,0,2,Southern Region,38.666666666666664,0.779287
EPO79G3FV7RTXH44M8,1,NA,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,2,NA,1,NA,2,2,4,5,4,5,4,4,5,4,5,5,1,38,0,1,Southern Region,1.8333333333333333,0.594824
EPO79G3MKH9SJ3R4M7,NA,2,1,1,1,NA,1,2,2,3,3,2,2,2,3,1,1,1,2,2,2,2,2,NA,2,18,3,3,4,NA,2,2,2,3,2,2,2,2,1,50,0,4,Western Region,0.3333333333333333,1.290021
EPO79G3QQ4DGGLG4M0,NA,2,5,5,5,3,5,5,5,5,5,3,4,4,4,1,2,2,1,3,4,4,1,20,1,NA,2,2,3,3,4,5,4,4,4,4,4,4,1,60,0,2,Eastern Region,1.8333333333333333,0.655252
EPO79GDDFTKQ3ZC4M3,1,NA,4,4,4,5,3,3,4,5,4,3,4,3,5,4,4,5,4,3,5,5,3,NA,3,NA,1,2,3,3,4,4,2,3,5,4,3,3,0,32,0,4,Eastern Region,14.166666666666666,1.569723
