survey_year,age,survey_hazard,"Broadcast
radio","Weather
radio",Television,"Internet
websites","Social
media","Friends,
family","Phone
notifications",Sirens,weightfactor
2023,74,WX,1,1,3,5,5,5,5,5,0.552526
2023,43,WX,5,5,3,5,4,3,4,5,2.989125
2023,36,WX,3,3,5,4,4,4,5,3,1.466319
2023,62,WX,5,5,5,5,2,2,5,5,1.129695
2023,79,WX,4,3,1,5,1,5,5,5,0.890871
2023,30,WX,3,2,3,3,3,3,4,3,0.892305
2023,58,WX,1,1,5,3,1,1,1,5,1.167287
2023,33,WX,5,5,5,5,5,5,5,5,0.264039
2023,44,WX,5,5,4,5,5,4,5,5,1.015308
2023,31,WX,1,1,5,5,2,5,5,2,0.753502
2023,18,WX,1,1,1,1,1,1,1,1,0.074418
2023,62,WX,1,1,5,2,2,1,4,1,0.405715
2023,36,WX,3,2,3,2,3,2,2,2,1.466319
2023,57,WX,2,2,5,5,2,3,4,4,0.649221
2023,37,WX,4,4,3,3,4,3,5,2,0.559086
2023,19,WX,3,1,3,1,3,1,3,3,0.69864
2023,42,WX,1,3,4,3,3,4,4,4,0.632158
2023,52,WX,5,5,5,3,3,5,5,5,0.740392
2023,36,WX,1,1,1,1,2,2,1,1,0.859934
2023,20,WX,2,4,5,3,2,3,5,5,0.716829
2023,33,WX,3,3,3,3,3,3,3,3,0.892305
2023,41,WX,1,1,2,5,5,5,5,5,0.632158
2023,37,WX,1,1,2,1,1,1,2,2,0.70286
2023,66,WX,5,5,5,4,2,5,5,5,0.646461
2023,35,WX,5,5,5,4,4,3,4,5,0.245087
2023,27,WX,4,4,4,5,3,3,3,5,1.189076
2023,38,WX,1,3,4,3,1,4,4,3,2.097104
2023,25,WX,2,3,3,2,2,2,2,3,0.386573
2023,58,WX,3,3,3,3,3,2,3,3,1.353853
2023,66,WX,3,4,3,4,2,3,2,3,0.638544
2023,38,WX,3,1,1,4,5,4,4,1,0.969418
2023,50,WX,3,5,4,3,1,2,2,3,0.13571
2023,19,WX,3,3,3,3,3,3,3,3,0.025502
2023,32,WX,1,1,1,4,3,2,4,4,0.478766
2023,54,WX,3,3,3,3,3,3,3,2,1.002656
2023,43,WX,1,1,4,1,1,2,5,1,1.984426
2023,36,WX,3,3,3,4,3,3,3,4,1.004705
2023,35,WX,4,5,5,4,5,4,4,5,0.245087
2023,33,WX,2,2,2,2,2,2,2,2,0.934602
2023,25,WX,1,1,2,2,1,1,1,1,2.08157
2023,40,WX,5,5,5,5,5,5,5,5,2.989125
2023,74,WX,4,4,4,3,2,5,3,3,1.259344
2023,62,WX,3,3,5,3,3,3,5,5,1.229694
2023,36,WX,4,5,4,4,3,3,5,4,0.234892
2023,53,WX,5,5,5,5,2,5,5,5,0.740392
2023,19,WX,5,5,5,5,5,5,5,5,0.04797
2023,54,WX,4,4,4,4,1,2,4,4,0.778252
2023,58,WX,4,4,4,2,3,3,3,3,1.09183
2023,20,WX,5,3,5,4,2,3,2,5,0.027572
2023,75,WX,5,5,5,5,5,5,5,5,0.34662
2023,24,WX,2,5,2,4,1,5,4,5,0.717103
2023,22,WX,5,5,5,5,5,5,5,5,1.997752
2023,54,WX,5,5,5,5,5,5,5,5,1.002656
2023,38,WX,5,5,5,5,4,4,4,5,4.206805
2023,54,WX,3,3,3,3,3,3,3,3,0.472964
2023,39,WX,5,5,4,4,5,5,5,5,0.632221
2023,32,WX,5,5,4,4,3,4,5,5,0.562444
2023,29,WX,3,3,4,4,4,4,4,2,1.189076
2023,32,WX,4,4,4,4,4,2,4,3,0.122924
2023,45,WX,5,4,4,5,4,4,5,5,1.397115
2023,38,WX,3,5,5,4,4,4,4,4,0.245087
2023,70,WX,3,4,4,2,2,3,4,4,0.622387
2023,39,WX,2,4,3,3,2,3,4,1,0.245087
2023,43,WX,5,5,5,5,5,5,5,5,4.029275
2023,46,WX,1,1,3,4,2,3,3,1,0.46187
2023,34,WX,3,5,5,3,3,5,5,5,0.65099
2023,22,WX,2,4,4,2,3,3,4,2,0.563084
2023,21,WX,4,4,4,4,3,4,3,5,0.355784
2023,23,WX,3,1,5,4,2,1,4,2,0.027572
2023,20,WX,2,3,3,2,1,5,5,5,0.436955
2023,21,WX,3,3,3,3,3,3,3,3,0.161544
2023,18,WX,1,3,4,5,2,4,4,5,0.586218
2023,22,WX,5,5,5,5,5,5,5,5,0.716829
2023,19,WX,1,1,1,1,1,1,1,1,0.695565
2023,21,WX,1,2,3,3,2,1,3,4,0.652745
2023,20,WX,2,3,4,5,3,4,5,4,1.66665
2023,21,WX,1,2,3,5,4,1,3,1,0.061773
2023,23,WX,4,4,3,3,2,3,2,5,0.644904
2023,30,WX,2,3,2,3,3,3,3,2,0.665293
2023,23,WX,3,4,1,2,3,4,2,5,1.231367
2023,20,WX,5,3,4,3,3,4,3,5,0.652745
2023,24,WX,1,1,2,3,4,5,5,5,0.737672
2023,22,WX,3,3,4,1,3,4,3,1,0.717103
2023,23,WX,3,2,4,4,3,2,4,3,0.717103
2023,18,WX,3,5,4,4,4,3,5,5,0.92537
2023,19,WX,2,1,3,4,4,4,5,5,0.677358
2023,19,WX,3,4,4,4,5,4,3,4,0.031411
2023,18,WX,3,3,3,3,3,3,3,3,0.428022
2023,23,WX,5,5,5,5,5,5,5,5,0.355784
2023,23,WX,3,1,3,5,1,4,2,4,0.717103
2023,23,WX,3,3,2,3,3,3,2,3,0.717103
2023,22,WX,1,1,1,1,1,1,1,1,0.038923
2023,23,WX,3,3,3,3,3,3,3,3,0.038923
2023,21,WX,1,4,3,5,5,3,1,1,0.717103
2023,19,WX,3,3,3,3,3,3,3,3,1.174691
2023,23,WX,1,3,4,2,4,3,4,2,0.873599
2023,22,WX,5,3,3,5,4,4,4,4,0.652745
2023,24,WX,3,4,5,4,3,3,3,2,0.873599
2023,22,WX,3,3,3,3,3,3,3,3,0.652745
2023,24,WX,3,3,3,3,3,3,3,3,0.061374
2023,21,WX,4,3,2,3,2,1,1,1,0.567948
2023,20,WX,1,3,1,2,3,2,4,4,0.019231
2023,21,WX,5,5,5,5,4,5,5,5,0.652745
2023,18,WX,1,5,2,4,5,5,1,4,0.677358
2023,19,WX,4,1,4,2,2,3,3,5,0.074418
2023,23,WX,5,2,3,2,5,4,5,1,0.737672
2023,23,WX,4,4,4,4,4,4,4,4,0.717103
2023,20,WX,3,3,3,3,3,3,3,3,1.185
2023,18,WX,3,2,4,4,2,2,2,3,1.174691
2023,24,WX,2,4,3,4,3,5,5,5,0.873599
2023,21,WX,2,1,2,3,4,1,5,3,0.652745
2023,20,WX,3,5,3,5,5,5,5,3,0.716829
2023,20,WX,4,5,4,2,5,3,1,5,5.020584
2023,18,WX,4,5,5,5,5,5,5,5,0.005909
2023,21,WX,5,1,3,1,1,5,5,4,0.652745
2023,18,WX,1,5,2,4,2,3,5,2,0.677358
2023,22,WX,5,5,5,4,4,4,3,5,9.655306
2023,22,WX,2,2,1,2,4,4,5,2,0.873599
2023,24,WX,1,2,2,3,4,3,2,3,0.061773
2023,23,WX,4,3,3,4,3,3,4,5,1.997752
2023,18,WX,5,4,5,3,2,2,1,2,1.878426
2023,20,WX,1,1,1,1,1,1,1,1,1.997752
2023,21,WX,4,3,1,4,3,3,5,5,0.717103
2023,23,WX,2,3,3,4,4,3,5,5,0.725852
2023,22,WX,3,3,4,3,3,4,4,5,0.716829
2023,23,WX,5,5,4,5,2,2,4,5,0.716829
2023,19,WX,2,5,3,5,3,3,4,4,0.92537
2023,23,WX,3,4,3,2,3,3,3,5,0.873599
2023,21,WX,2,2,3,3,3,2,3,3,0.563084
2023,21,WX,1,1,1,5,5,5,5,5,0.717103
2023,23,WX,3,5,5,5,5,2,5,4,0.717103
2023,18,WX,2,2,4,3,2,2,4,4,0.428022
2023,19,WX,5,5,4,5,4,3,5,5,0.677358
2023,21,WX,1,4,1,4,3,4,5,5,0.019231
2023,21,WX,4,4,4,4,4,3,4,4,0.652745
2023,24,WX,1,3,4,4,2,3,2,5,0.725852
2023,23,WX,4,4,4,4,4,4,4,4,0.652745
2023,21,WX,3,2,1,3,2,4,3,2,0.652745
2023,23,WX,4,4,4,4,4,4,4,4,0.180357
2023,21,WX,4,5,4,3,2,3,4,5,0.716829
2023,19,WX,2,2,5,4,3,3,4,3,0.586218
2023,18,WX,2,3,3,4,4,5,5,1,0.586218
2023,20,WX,4,3,5,3,2,2,4,5,1.66665
2023,20,WX,4,4,3,4,3,3,3,3,0.801784
2023,24,WX,1,1,1,1,1,1,3,1,0.034676
2023,19,WX,2,4,3,1,5,3,4,2,3.620973
2023,23,WX,4,5,5,5,4,4,4,4,2.381485
2023,19,WX,3,4,2,3,4,4,2,2,0.586218
2023,20,WX,5,5,5,5,5,5,5,5,0.873599
2023,23,WX,3,3,3,3,3,3,3,3,2.381485
2023,22,WX,3,5,4,1,4,2,3,4,1.997752
2023,40,WX,5,5,5,5,5,5,5,5,0.632158
2023,23,WX,4,4,4,4,2,2,4,4,0.652745
2023,23,WX,4,4,4,4,4,4,4,4,1.66665
2023,63,WX,3,3,3,2,1,1,2,1,1.362707
2023,24,WX,4,3,2,3,1,5,4,2,0.835425
2023,23,WX,3,4,2,4,4,4,3,4,0.801784
2023,20,WX,3,5,4,3,3,3,4,4,0.716829
2023,24,WX,5,5,5,3,3,3,5,5,0.652745
2023,21,WX,5,5,5,5,5,5,5,5,0.061773
2023,18,WX,3,3,3,3,3,3,3,3,0.513461
2023,24,WX,1,1,1,1,1,1,1,1,0.717103
2023,20,WX,1,1,5,5,5,2,5,2,0.717103
2023,18,WX,4,1,2,4,2,4,4,3,0.428022
2023,18,WX,5,5,5,5,5,5,5,1,0.586218
2023,23,WX,3,3,3,5,5,3,5,5,0.717103
2023,19,WX,2,2,4,2,4,4,4,4,0.677358
2023,20,WX,1,1,4,4,5,5,1,1,0.717103
2023,18,WX,3,3,3,3,2,2,2,2,0.080772
2023,23,WX,5,3,1,2,2,3,5,3,0.514912
2023,25,WX,5,5,1,1,1,5,5,5,0.08282
2023,20,WX,2,5,5,5,4,4,5,5,0.652745
2023,23,WX,4,5,5,4,1,4,5,5,0.716829
2023,18,WX,3,3,3,3,3,3,3,3,0.07667
2023,19,WX,3,3,3,3,3,3,3,3,1.174691
2023,20,WX,5,2,5,3,2,4,1,1,0.652745
2023,20,WX,5,3,1,2,2,4,3,4,0.835425
2023,33,WX,5,4,4,4,5,4,5,5,0.562444
2023,24,WX,5,5,5,5,2,5,5,3,0.038923
2023,18,WX,5,5,4,5,1,4,4,5,1.174691
2023,23,WX,4,2,3,2,3,4,3,4,0.027572
2023,21,WX,4,4,2,3,2,1,2,5,0.716829
2023,23,WX,4,4,4,4,4,3,3,3,1.997752
2023,20,WX,5,5,5,5,5,5,5,5,0.820107
2023,22,WX,1,3,5,1,4,2,1,2,0.355784
2023,22,WX,3,3,2,5,4,3,4,4,0.716829
2023,18,WX,3,3,3,2,2,5,4,4,0.07134
2023,23,WX,3,3,3,5,5,3,4,4,0.019231
2023,23,WX,1,4,4,4,4,3,2,2,0.725852
2023,23,WX,2,4,4,4,2,4,4,4,1.231367
2023,18,WX,2,2,4,3,3,3,2,5,0.22222
2023,23,WX,4,4,2,2,2,5,5,5,0.801784
2023,23,WX,4,4,4,4,4,4,4,4,1.66665
2023,21,WX,4,4,4,4,2,2,3,2,0.644904
2023,23,WX,2,2,2,2,2,2,2,2,2.306484
2023,35,WX,4,4,4,5,5,4,5,4,0.245087
2023,35,WX,4,5,5,4,4,3,3,4,0.70286
2023,43,WX,3,4,2,2,4,2,3,2,0.338703
2023,20,WX,3,3,3,3,3,3,3,3,0.013746
2023,30,WX,5,4,4,5,4,4,5,4,0.93403
2023,45,WX,4,4,3,5,5,3,5,3,0.453272
2023,37,WX,5,5,5,3,4,3,4,5,0.559086
2023,30,WX,5,5,5,4,4,4,5,4,0.93403
2023,36,WX,2,2,3,4,4,3,4,1,0.301515
2023,37,WX,3,3,4,4,3,4,4,3,0.559086
2023,80,WX,4,5,5,1,1,5,1,1,0.705403
2023,78,WX,1,3,5,3,1,1,1,1,0.890871
2023,76,WX,5,5,5,5,1,5,5,5,0.759027
2023,71,WX,1,1,1,1,1,1,1,1,0.552526
2023,77,WX,5,4,3,3,4,4,4,4,1.26321
2023,72,WX,3,3,4,3,3,3,3,3,0.622387
2023,83,WX,4,5,5,2,2,3,3,4,0.953837
2023,71,WX,2,4,4,4,2,2,4,2,0.622387
2023,72,WX,4,4,4,1,1,3,4,2,0.751324
2023,76,WX,1,3,2,3,1,2,4,3,0.89507
2023,70,WX,1,1,1,1,1,1,1,1,0.552526
2023,35,WX,3,4,5,5,4,3,4,5,0.245087
2023,66,WX,3,4,3,3,1,3,1,5,0.824642
2023,74,WX,1,1,1,4,1,3,5,3,0.552526
2023,83,WX,4,4,4,4,3,3,4,4,1.050215
2023,71,WX,1,1,5,1,1,2,1,2,0.844192
2023,67,WX,5,1,1,1,1,1,1,1,0.786514
2023,76,WX,3,4,4,4,1,3,4,4,0.89507
2023,83,WX,1,1,5,1,1,5,4,4,1.290443
2023,76,WX,5,5,5,5,1,3,5,5,0.759027
2023,60,WX,5,4,4,5,4,5,5,5,0.836303
2023,82,WX,4,2,4,1,1,3,4,4,1.050215
2023,72,WX,1,1,3,5,1,5,4,1,0.552526
2023,68,WX,5,5,5,5,5,5,4,5,0.027666
2023,36,WX,5,3,4,5,4,4,5,5,0.245087
2023,35,WX,4,5,4,5,3,4,4,5,0.245087
2023,35,WX,4,3,4,3,4,4,3,4,0.859934
2023,55,WX,2,1,4,3,1,2,5,2,0.138648
2023,20,WX,3,4,4,3,3,4,3,3,0.563084
2023,87,WX,3,3,3,3,3,3,3,3,6.715158
2023,76,WX,4,4,4,4,2,2,4,4,0.691314
2023,79,WX,1,1,5,3,1,1,1,1,0.691314
2023,76,WX,3,3,3,3,3,3,3,3,0.890871
2023,69,WX,2,2,5,1,2,2,4,5,0.646461
2023,70,WX,2,2,4,2,2,4,3,3,0.519487
2023,37,WX,3,5,5,5,4,4,4,4,0.234892
2023,64,WX,4,2,2,2,2,2,2,2,0.659765
2023,54,WX,4,4,5,5,3,2,4,4,1.318858
2023,71,WX,3,4,4,3,1,2,2,3,0.751324
2023,67,WX,3,3,3,3,3,2,3,1,0.824642
2023,73,WX,1,3,4,3,1,1,5,3,0.519487
2023,74,WX,1,4,1,1,1,5,4,2,0.622387
2023,71,WX,4,5,5,2,3,1,4,5,0.751324
2023,67,WX,4,4,3,3,2,3,3,4,1.180128
2023,30,WX,5,4,4,4,4,5,5,5,0.562444
2023,74,WX,4,5,4,4,1,1,4,5,0.148036
2023,44,WX,1,2,3,3,3,1,3,1,0.722613
2023,35,WX,4,3,4,4,3,4,5,5,0.969418
2023,65,WX,2,1,1,2,1,1,2,3,0.682902
2023,77,WX,3,5,5,4,4,4,5,5,0.453144
2023,72,WX,4,5,4,5,1,3,4,3,0.844192
2023,57,WX,5,5,5,5,1,5,5,5,1.027323
2023,48,WX,2,4,3,4,3,3,2,4,0.970041
2023,66,WX,4,3,3,2,3,3,2,4,0.786514
2023,40,WX,3,5,3,3,4,4,4,4,0.338703
2023,66,WX,5,5,5,5,5,5,5,5,0.39442
2023,73,WX,2,3,4,2,1,2,2,2,0.622387
2023,83,WX,4,5,5,5,1,4,4,5,0.817028
2023,40,WX,4,4,3,5,5,4,4,4,0.338703
2023,35,WX,4,1,5,4,5,5,4,4,0.245087
2023,60,WX,4,5,4,5,3,4,3,5,0.836303
2023,76,WX,2,3,4,1,1,1,1,2,0.158553
2023,32,WX,5,5,5,5,5,5,4,5,0.562444
2023,67,WX,4,4,4,3,2,3,3,5,0.786514
2023,33,WX,3,1,2,5,5,5,5,5,0.530008
2023,74,WX,3,3,3,1,1,2,3,3,0.751324
2023,66,WX,2,1,3,1,1,2,1,3,0.824642
2023,68,WX,4,3,3,4,1,2,4,3,0.646461
2023,69,WX,4,4,5,4,1,2,4,2,0.638544
2023,72,WX,4,4,2,4,2,2,3,3,0.751324
2023,76,WX,4,3,4,2,2,1,1,2,0.526926
2023,73,WX,5,5,5,4,3,5,5,5,0.600513
2023,67,WX,5,5,5,3,5,5,5,5,0.218011
2023,80,WX,1,1,5,3,2,1,1,5,1.107928
2023,39,WX,4,4,5,3,3,5,4,4,0.234892
2023,69,WX,2,3,3,3,2,3,4,4,0.682902
2023,84,WX,4,4,5,4,2,3,5,5,1.107928
2023,36,WX,4,4,4,3,4,5,4,3,0.245087
2023,36,WX,4,3,4,3,2,3,4,2,0.245087
2023,35,WX,4,4,4,4,5,4,3,3,0.245087
2023,72,WX,3,3,4,3,1,3,4,4,0.751324
2023,36,WX,5,5,5,5,5,5,5,5,0.859934
2023,74,WX,2,5,5,2,2,2,2,4,0.622387
2023,28,WX,4,5,3,3,1,3,5,5,0.520334
2023,65,WX,1,5,5,2,1,1,1,1,0.829344
2023,69,WX,3,3,4,3,1,3,3,1,1.226281
2023,32,WX,3,3,4,3,4,3,4,4,1.153716
2023,39,WX,5,5,2,3,1,3,3,5,9.290192
2023,29,WX,4,5,4,5,4,4,4,4,1.189076
2023,76,WX,3,3,3,2,1,2,2,3,0.890871
2023,63,WX,2,3,2,3,1,2,3,3,0.931884
2023,70,WX,3,3,4,1,1,1,2,5,0.519487
2023,69,WX,1,1,1,5,1,2,1,3,1.180128
2023,84,WX,5,5,5,5,5,5,5,5,0.953837
2023,75,WX,5,5,5,3,2,3,5,5,0.691314
2023,73,WX,4,4,5,3,1,3,3,2,0.622387
2023,80,WX,1,2,5,3,1,5,5,5,0.817028
2023,74,WX,5,5,5,5,3,3,5,5,0.380964
2023,76,WX,1,1,4,3,1,4,2,4,0.89507
2023,41,WX,4,4,4,4,4,4,4,4,1.248574
2023,69,WX,4,3,3,2,2,3,3,4,0.036498
2023,81,WX,1,1,5,3,1,4,5,5,1.290443
2023,69,WX,1,1,5,2,2,3,4,1,0.638544
2023,74,WX,4,3,4,4,2,3,4,1,0.722933
2023,36,WX,5,5,5,5,5,5,5,5,0.859934
2023,70,WX,3,4,5,2,1,3,4,5,0.600513
2023,35,WX,2,2,3,3,3,4,3,2,1.466319
2023,35,WX,3,3,5,2,4,4,4,3,0.245087
2023,70,WX,5,5,5,1,2,5,5,2,0.789127
2023,73,WX,3,5,5,4,1,5,4,5,0.844192
2023,71,WX,4,4,4,2,2,2,4,2,0.722933
2023,74,WX,1,1,4,4,1,1,5,1,0.519487
2023,38,WX,5,4,4,4,4,5,5,5,0.234892
2023,36,WX,4,3,5,4,5,4,4,5,0.17507
2023,35,WX,3,3,4,4,5,4,5,3,1.466319
2023,35,WX,5,4,4,5,4,4,5,4,3.92412
2023,62,WX,3,3,3,3,3,3,3,3,0.836303
2023,69,WX,2,3,4,3,3,3,3,2,0.638544
2023,68,WX,4,2,3,2,1,2,3,4,1.226281
2023,69,WX,4,5,4,3,2,5,4,5,0.39442
2023,81,WX,5,5,5,5,1,4,5,5,1.14639
2023,72,WX,5,5,5,1,3,4,4,5,0.622387
2023,81,WX,4,5,4,5,4,4,5,5,0.474948
2023,27,WX,5,5,5,5,5,5,5,5,0.17013
2023,40,WX,4,4,4,4,4,4,4,4,4.14141
2023,35,WX,5,4,4,4,4,4,5,5,0.40764
2023,81,WX,4,4,4,4,1,5,4,4,1.107928
2023,40,WX,5,5,5,5,5,5,5,5,0.338703
2023,79,WX,3,3,3,3,3,3,3,3,0.831752
2023,79,WX,4,4,4,3,1,3,4,3,0.632025
2023,30,WX,5,5,4,5,4,4,5,4,0.562444
2023,65,WX,1,3,3,1,1,1,1,1,1.180128
2023,84,WX,3,4,3,4,3,4,4,3,0.817028
2023,66,WX,5,4,4,2,1,3,3,5,0.682902
2023,74,WX,4,3,4,3,4,5,1,5,0.552526
2023,35,WX,4,4,5,4,5,5,5,4,0.234892
2023,71,WX,4,5,5,5,3,3,4,5,0.622387
2023,78,WX,1,4,3,3,2,2,3,3,0.89507
2023,72,WX,1,1,3,1,1,1,1,2,0.519487
2023,65,WX,5,5,5,4,5,3,3,5,1.226281
2023,80,WX,5,2,4,1,1,1,5,4,1.33826
2023,43,WX,4,4,4,4,4,4,4,4,0.338703
2023,49,WX,4,4,4,4,4,4,4,4,0.254883
2023,71,WX,3,3,4,3,3,4,3,4,0.600513
2023,69,WX,5,5,5,2,1,1,5,5,0.39442
2023,62,WX,2,1,1,4,1,1,1,3,0.405715
2023,80,WX,4,4,4,4,3,2,4,2,1.14639
2023,77,WX,4,4,2,1,1,5,5,5,1.552719
2023,71,WX,5,5,5,5,5,3,5,5,0.051903
2023,35,WX,5,4,5,5,4,5,5,5,2.305536
2023,61,WX,1,5,1,3,3,3,5,5,0.29234
2023,19,WX,3,3,3,3,3,3,3,3,0.058302
2023,76,WX,4,3,5,5,1,3,3,3,0.363055
2023,43,WX,3,3,3,3,3,3,3,3,0.338703
2023,71,WX,5,5,5,5,2,3,5,5,0.519487
2023,46,WX,4,4,4,1,4,4,1,4,0.510972
2023,70,WX,4,4,4,4,3,3,5,5,0.751324
2023,45,WX,4,4,4,4,4,4,4,4,0.809053
2023,71,WX,4,4,3,4,2,3,4,4,0.051903
2023,61,WX,4,5,5,3,2,3,5,5,1.201086
2023,48,WX,4,5,4,4,4,5,5,5,1.449467
2023,75,WX,3,4,4,2,2,2,5,3,0.89507
2023,70,WX,3,1,4,4,1,4,4,2,0.751324
2023,68,WX,3,3,3,3,3,3,3,3,0.786514
2023,69,WX,1,1,1,5,3,4,1,3,0.786514
2023,61,WX,4,5,3,4,2,2,3,5,0.405715
2023,68,WX,5,5,5,4,4,5,5,5,0.624969
2023,71,WX,5,5,5,5,5,5,5,5,0.844192
2023,39,WX,4,3,3,4,4,5,4,3,0.43173
2023,73,WX,3,2,2,3,2,2,2,2,1.259344
2023,73,WX,5,1,5,3,1,4,1,4,1.259344
2023,66,WX,4,2,3,2,1,3,4,4,1.180128
2023,63,WX,3,3,5,4,1,3,4,2,0.659765
2023,24,WX,1,4,1,4,4,4,4,4,0.514912
2023,20,WX,5,5,5,4,3,4,4,5,0.034676
2023,78,WX,3,4,3,1,1,3,1,2,0.632025
2023,40,WX,4,4,5,4,4,5,4,5,0.338703
2023,25,WX,5,3,1,4,1,4,5,4,1.86181
2023,69,WX,4,5,3,4,2,2,5,4,0.682902
2023,71,WX,3,4,2,3,4,5,4,2,0.547914
2023,74,WX,4,4,5,4,4,4,5,5,1.259344
2023,24,WX,3,2,3,2,3,2,2,3,0.563084
2023,72,WX,4,3,5,1,1,2,4,3,0.705659
2023,40,WX,4,4,4,4,4,5,4,4,0.338703
2023,31,WX,5,5,3,3,4,4,4,3,0.490032
2023,49,WX,5,5,5,5,5,5,5,5,1.241617
2023,52,WX,4,4,5,3,4,4,5,4,1.318858
2023,45,WX,1,1,2,1,1,1,3,2,0.453272
2023,59,WX,3,4,5,5,2,5,4,5,0.795662
2023,64,WX,4,5,4,3,1,4,3,5,0.836303
2023,21,WX,4,2,2,4,1,3,2,1,0.835425
2023,40,WX,3,4,5,3,3,2,5,2,1.116703
2023,72,WX,3,4,4,4,2,3,4,5,0.622387
2023,73,WX,4,4,4,4,1,1,4,1,0.552526
2023,81,WX,3,2,5,1,1,2,1,1,1.107928
2023,40,WX,5,5,5,5,5,5,5,5,1.306807
2023,69,WX,3,3,4,3,2,3,3,4,0.638544
2023,79,WX,3,3,4,4,1,2,5,1,0.759027
2023,46,WX,1,1,4,1,1,1,5,3,0.453272
2023,73,WX,1,1,5,4,1,1,5,4,0.519487
2023,71,WX,3,3,4,3,2,2,4,3,0.722933
2023,41,WX,3,4,3,4,4,2,5,3,0.632158
2023,71,WX,5,5,4,4,1,4,4,5,0.622387
2023,70,WX,5,5,5,5,3,3,5,5,0.519487
2023,41,WX,2,3,3,3,2,3,1,2,0.632158
2023,73,WX,4,4,5,3,1,3,4,3,0.844192
2023,69,WX,3,3,3,3,3,3,3,3,0.829344
2023,23,WX,3,1,2,5,4,1,3,4,0.717103
2023,74,WX,3,3,4,1,1,1,3,5,0.519487
2023,66,WX,1,4,4,3,3,3,5,2,0.624969
2023,34,WX,5,5,5,5,5,5,5,5,1.208131
2023,48,WX,3,3,3,3,4,3,4,4,0.05945
2023,66,WX,4,4,4,4,4,4,4,4,0.624969
2023,53,WX,1,1,3,2,1,1,1,3,0.854622
2023,65,WX,3,5,5,3,1,4,5,3,0.638544
2023,45,WX,5,5,5,5,3,3,5,5,1.397115
2023,72,WX,2,4,2,3,1,3,4,3,0.552526
2023,27,WX,3,3,3,4,4,3,4,2,0.386573
2023,76,WX,5,5,5,5,4,3,5,5,0.363055
2023,22,WX,2,4,2,4,3,2,4,4,0.579082
2023,25,WX,5,4,5,5,5,5,4,2,0.34839
2023,67,WX,1,5,2,5,1,1,2,1,0.824642
2023,73,WX,5,5,5,5,1,5,5,5,0.622387
2023,22,WX,3,3,4,3,4,4,5,4,0.355784
2023,20,WX,2,2,3,4,4,3,3,3,0.019231
2023,26,WX,4,3,4,3,3,3,3,4,0.520334
2023,23,WX,4,3,3,3,4,3,4,1,0.019231
2023,76,WX,1,1,2,1,1,1,3,1,0.632025
2023,22,WX,4,2,3,3,2,5,3,4,0.013746
2023,67,WX,2,1,5,2,1,2,3,1,0.786514
2023,67,WX,1,1,5,1,1,1,5,1,1.20171
2023,23,WX,1,2,3,4,5,4,5,5,0.716829
2023,43,WX,5,5,5,5,5,5,5,5,0.338703
2023,65,WX,5,1,5,5,1,5,4,5,0.824642
2023,23,WX,2,3,3,2,3,3,3,3,0.038923
2023,23,WX,4,5,4,5,4,4,4,5,0.012798
2023,22,WX,1,1,3,5,1,2,1,1,0.801784
2023,57,WX,4,5,3,5,2,3,4,5,0.795662
2023,40,WX,5,5,5,5,5,4,4,4,0.338703
2023,39,WX,4,5,3,5,4,4,4,5,0.969418
2023,36,WX,4,4,4,5,5,4,5,4,0.391617
2023,36,WX,1,1,1,3,3,3,3,3,0.301515
2023,36,WX,3,4,4,4,4,4,3,2,0.245087
2023,65,WX,4,4,5,2,1,3,4,3,0.786514
2023,42,WX,4,4,4,4,1,4,5,5,2.11724
2023,33,WX,5,3,4,4,4,3,5,4,0.562444
2023,34,WX,4,3,4,5,5,4,4,3,0.562444
2023,72,WX,2,3,3,2,3,3,2,1,0.63345
2023,49,WX,3,3,5,3,1,3,3,5,0.453272
2023,23,WX,5,4,3,5,4,4,3,4,1.997752
2023,32,WX,5,5,5,5,4,4,5,4,0.562444
2023,52,WX,5,5,5,2,1,3,4,5,1.140466
2023,22,WX,3,3,3,3,3,3,3,3,0.563084
2023,37,WX,3,3,4,2,3,4,3,3,0.559086
2023,35,WX,5,5,5,5,5,4,4,4,0.234892
2023,73,WX,5,5,5,5,1,1,5,5,0.751324
2023,70,WX,4,4,5,3,2,3,4,4,0.789127
2023,64,WX,2,1,5,1,2,2,3,3,0.524347
2023,40,WX,2,2,4,3,2,2,4,3,1.563552
2023,55,WX,3,3,3,3,1,1,1,5,1.053077
2023,66,WX,3,4,5,5,1,1,5,1,0.9471
2023,24,WX,3,3,3,3,3,3,4,3,0.717103
2023,23,WX,3,3,3,3,3,3,3,3,0.180357
2023,73,WX,1,1,5,2,1,1,4,1,0.665496
2023,65,WX,4,4,4,3,1,2,4,1,0.682902
2023,39,WX,3,4,3,3,3,2,4,3,0.234892
2023,30,WX,4,5,4,2,4,3,3,5,0.562444
2023,35,WX,4,5,5,5,4,5,5,5,0.234892
2023,20,WX,2,3,2,4,4,3,3,2,0.801784
2023,45,WX,1,1,5,1,1,1,5,1,0.01927
2023,42,WX,4,4,4,3,1,2,3,2,0.632158
2023,40,WX,4,5,4,5,5,4,3,5,1.984426
2023,76,WX,4,5,5,3,1,2,5,5,0.691314
2023,38,WX,3,5,4,4,4,1,5,3,0.234892
2023,36,WX,4,4,3,2,4,4,4,4,0.234892
