survey,p_id,prob_event,prob_word,vry_low,vry_small,prty_low,small,low,slight,moderate,good,sig,risk_chan,risk_poss,risk_may,risk_exp
WX19,oDtnHD95nJggf0E8_INGjw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,50,50,60
WX19,oDtnHD95nJizqsSO1K-tPg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,70,30,70
WX19,oDtnHD95nJjgOd1WI8-inw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,40,50,70
WX19,oDtnHD95nJiS3SJotf9-4w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,20,35
WX19,oDtnHD95nJhAJC7CgkMiVA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,90,100
WX19,oDtnHD95nJjnq59czvwrug**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,30,50
WX19,oDtnHD95nJiMS0uAYxSJ3Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,25
WX19,oDtnHD95nJidPUe2p1iziQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,15,20,50
WX19,oDtnHD95nJirGqxLBaqzmg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,30,75
WX19,oDtnHD95nJhZRgC3vFxxag**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,50,15,75
WX19,oDtnHD95nJjWIC0qC6DVHw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1,90,50
WX19,oDtnHD95nJjFyzIBrmedXg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,50,80
WX19,oDtnHD95nJhfRs5_mH41LA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40,25,50
WX19,oDtnHD95nJg3MyQXcbtrIA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,25,75
WX19,oDtnHD95nJhvaub2tMYQfQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,30
WX19,oDtnHD95nJiK-_hLBMTsiw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,75
WX19,oDtnHD95nJi9eKXjJCy10A**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,50,75
WX19,oDtnHD95nJioud5xR03LEA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WX19,oDtnHD95nJgJGBvllpIRrw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,40,60
WX19,oDtnHD95nJj0-1mUh_yAUw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,70,75
WX19,oDtnHD95nJjSA-DIBexlvQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,80
WX19,oDtnHD95nJh0w1gjcwedVQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,50,75
WX19,oDtnHD95nJj0xpBYAnc-Ug**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,70
WX19,oDtnHD95nJiSVWLNr4ju8w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,20
WX19,oDtnHD95nJiwXlbhSTDurw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60,50,75
WX19,oDtnHD95nJhtF1bc4vemaQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
WX19,oDtnHD95nJjXw4SKtTHRoQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10
WX19,oDtnHD95nJjrZEMfYG97cQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,50,25,90
WX19,oDtnHD95nJhQPwD6JPKB4w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,60,30,50
WX19,oDtnHD95nJgF_VZxsglD8A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,80
WX19,oDtnHD95nJhdLA-oimh6sw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,10,25
WX19,oDtnHD95nJg6JOCRb_8iSg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
WX19,oDtnHD95nJi6n8j37ZMyeg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,75
WX19,oDtnHD95nJh0BhAS3OECnw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,25,25,50
WX19,oDtnHD95nJgIjU6JofArLA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,0,25
WX19,oDtnHD95nJheSIeuwsV4Qg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,20,60
WX19,oDtnHD95nJjLnYJveYXUUQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,15,60
WX19,oDtnHD95nJhpSzVYOTP1nA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,50
WX19,oDtnHD95nJhct-yQfoM38g**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,50,50
WX19,oDtnHD95nJiUyTUaEAWuag**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,75
WX19,oDtnHD95nJhvy0xhRcwujA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,20
WX19,oDtnHD95nJiaJH-UzajfDw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,70,40,50
WX19,oDtnHD95nJg6VYFoP-6GbA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,50,90
WX19,oDtnHD95nJgTYWPGUI4pMw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,10,90
WX19,oDtnHD95nJgRE8DH_nFotA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,10,20
WX19,oDtnHD95nJjbpSpSkw_arw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,40,20
WX19,oDtnHD95nJhPyByucCSzAw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,10,75
WX19,oDtnHD95nJibdbt0YfE88Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,30,90
WX19,oDtnHD95nJiM2kZTJ7YLBQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,85,10,95
WX19,oDtnHD95nJgB_8AcBLofLQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10
WX19,oDtnHD95nJgNOTYRoI_ffg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,10,70
WX19,oDtnHD95nJix2hy_PyG2Lw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,50,80
WX19,oDtnHD95nJhJPR0Qm-yNCQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,40,55
WX19,oDtnHD95nJh-cRjzK6ybBQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,50,100
WX19,oDtnHD95nJj2O98r4ic48w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,10,50
WX19,oDtnHD95nJimViPNF3UOZQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
WX19,oDtnHD95nJgOSWBal87scA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,35,80
WX19,oDtnHD95nJh0A1Bg0Fbukw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,25,75
WX19,oDtnHD95nJgtDRNS7snrOw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,90
WX19,oDtnHD95nJj0z0888btHpw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,50,100
WX19,oDtnHD95nJiC4XrYu7Ng_w**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,50,80
WX19,oDtnHD95nJhcwU23_P1OdQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,10,40
WX19,oDtnHD95nJiwVVeiAEx_PQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,50
WX19,oDtnHD95nJjkjPu9cyIhiA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,25,10
WX19,oDtnHD95nJjidhQCBBNX-Q**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,60,10,75
WX19,oDtnHD95nJioSTAKlBOY6A**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,25,70
WX19,oDtnHD95nJinLtB6hsQgnw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,30,60
WX19,oDtnHD95nJhH-EfAL4TjDA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,50,25
WX19,oDtnHD95nJjKpKAUaFTGHg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,90,90,60
WX19,oDtnHD95nJi7-uILNrVqAQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,40,90
WX19,oDtnHD95nJhtiwqqczQD0A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,50,25,100
WX19,oDtnHD95nJiXGH4UwpWpuQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,50,80
WX19,oDtnHD95nJhZ76l_oJJMPQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,100
WX19,oDtnHD95nJgRTSVNBxjNrA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,50,50
WX19,oDtnHD95nJhWvOoAEhvqOw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,50,25
WX19,oDtnHD95nJg4f50hFL8HCQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,20,50
WX19,oDtnHD95nJjH3J54vGWO1Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,15,50
WX19,oDtnHD95nJhICYYF7n-Sqg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,10,40
WX19,oDtnHD95nJgWxfnfAlUk4A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,20,50
WX19,oDtnHD95nJju1EBfyrjYrA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
WX19,oDtnHD95nJh2L7jp18hm4g**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,33,50,70
WX19,oDtnHD95nJjsEciRJ1zuZw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,50,75
WX19,oDtnHD95nJi9Ag6zeAFH-g**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,25,75
WX19,oDtnHD95nJhZdwaOsSA-tw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,5,20
WX19,oDtnHD95nJg8VgCZjPWm5A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,50
WX19,oDtnHD95nJj0mDE0JKIFGw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,15,75
WX19,oDtnHD95nJhc6alY0-YFnA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,50,50
WX19,oDtnHD95nJgVZVOTx7bEuA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,10,75
WX19,oDtnHD95nJhTq8CGw-G9Rg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,10
WX19,oDtnHD95nJiwXa3q7k4nHQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,15,50
WX19,oDtnHD95nJif5wbK4teQ6A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,10,75
WX19,oDtnHD95nJiIPIEDQEV8tw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,5,10
WX19,oDtnHD95nJgWhuc-zoyS9A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,5,50
WX19,oDtnHD95nJg6344LUN_lDg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,50,75
WX19,oDtnHD95nJjhRYaex0GgBA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,25,100
WX19,oDtnHD95nJitgxn69dx5lQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,30,30
WX19,oDtnHD95nJiqvkbkZOiqEA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,5,75
WX19,oDtnHD95nJg468Dy8ZK2aA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,25,50
WX19,oDtnHD95nJgy0cO35XRWxg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,35,35,65
WX19,oDtnHD95nJgaoY8JL_ODCQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,20,50
WX19,oDtnHD95nJiyLzWrrmKjlQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,80,25,100
WX19,oDtnHD95nJidg2HH8oE8mw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,50,20
WX19,oDtnHD95nJjY-iC_R9sWrg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,50,50
WX19,oDtnHD95nJg-I-uZ_5giww**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,30,50
WX19,oDtnHD95nJiYMqF6XG4Xyg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,15,40
WX19,oDtnHD95nJiTKSSElzya8Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,50,75
WX19,oDtnHD95nJhsU4Bghbzdig**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,20,80
WX19,oDtnHD95nJhH3OhMe5tq7Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,90,80
WX19,oDtnHD95nJipizX31URFtw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,50
WX19,oDtnHD95nJj1K3fnkDYO9w**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,30,60
WX19,oDtnHD95nJjL-nyj-4S0tw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,30,60
WX19,oDtnHD95nJiHoSwRJ1aSzQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,50,75
WX19,oDtnHD95nJgTrqEr7U2BBg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,25,90
WX19,oDtnHD95nJgw5IXXL8m7Cg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,60,70
WX19,oDtnHD95nJiu7esiK73FKQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,20,5
WX19,oDtnHD95nJind0sw5yIUVA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,50,25,75
WX19,oDtnHD95nJhmDNN-2Orn8A**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,9,22
WX19,oDtnHD95nJjZ5xw8-vd3Lg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,40,40
WX19,oDtnHD95nJi-RKtblc5ZmA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,30,40
WX19,oDtnHD95nJh4Lp4fNX2QwQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,10,2,5
WX19,oDtnHD95nJjv3ytIJg-eUg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
WX19,oDtnHD95nJhflw_IzKV4IA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,35,50,100
WX19,oDtnHD95nJjgA4_-2gsU3Q**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,49,59,70
WX19,oDtnHD95nJh09s-8HQEy8A**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,40,75
WX19,oDtnHD95nJhhIjEuNFuviQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,40,50
WX19,oDtnHD95nJhd-0MsPJNcRw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,25,40
WX19,oDtnHD95nJi8hkjN-1f3Cw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
WX19,oDtnHD95nJgbNxb4CaBTGg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,10,70
WX19,oDtnHD95nJgIwo9Lr859GQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,20,70
WX19,oDtnHD95nJhH7Ape912jPg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,70,75,90
WX19,oDtnHD95nJhI4870N6dJOQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,24,59
WX19,oDtnHD95nJg64HYf4z0YMQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
WX19,oDtnHD95nJg63D1w8omJ0w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,75,90
WX19,oDtnHD95nJhFonIeRMy_QQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,50,40,75
WX19,oDtnHD95nJjTWM53QG-DGg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,40,20,100
WX19,oDtnHD95nJhuvbr0TjwlYg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,30,80
WX19,oDtnHD95nJgFFpHM3esjnw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,9,8
WX19,oDtnHD95nJjDkGLa5UmFqQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,60,50
WX19,oDtnHD95nJiT6dE7odPcNA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,60,50,75
WX19,oDtnHD95nJjYdYYgMrCnMg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,40,60
WX19,oDtnHD95nJgu5AxCG8Mf1A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,20
WX19,oDtnHD95nJis66tXeolhhA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
WX19,oDtnHD95nJjADHQsHFM6_g**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,50,100
WX19,oDtnHD95nJjH5sZ0mw4feA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,20,60
WX19,oDtnHD95nJixXhwXMxfMBw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,60,20,75
WX19,oDtnHD95nJiCY0uX-3QDOg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,50,40,80
WX19,oDtnHD95nJjAdUg2vAId3w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,10,51
WX19,oDtnHD95nJhUGY0MpUExzA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,15,98
WX19,oDtnHD95nJhsGXa5pkvT_Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,25,60
WX19,oDtnHD95nJi638725_-wng**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,75,79,80
WX19,oDtnHD95nJg-qYOOudeXRA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10,30,80
WX19,oDtnHD95nJhgHANuoVBqOA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,50,80
WX19,oDtnHD95nJgtwZSloJPtbA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,40,80
WX19,oDtnHD95nJjiezfwpTug1w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,30,10,50
WX19,oDtnHD95nJixB1Wp2jiWag**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,50,75
WX19,oDtnHD95nJhnx6Oumgr9xg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,25,25
WX19,oDtnHD95nJjK9rCnCIz9Fw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,40,1
WX19,oDtnHD95nJjHO8Slca5ngQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,30,5,70
WX19,oDtnHD95nJjVavppX5oMcA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,60
WX19,oDtnHD95nJjoSPvLC0j6ww**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,25,100
WX19,oDtnHD95nJj1F3_VQQXYNQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,60,30,100
WX19,oDtnHD95nJi60Y4oJT-yhA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,75,95
WX19,oDtnHD95nJh1TqN8Ch3ZuQ**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,70,20,40
WX19,oDtnHD95nJgMM7RMyq8G7A**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,60,80
WX19,oDtnHD95nJiCj0kqRS-Dsw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,40,50,90
WX19,oDtnHD95nJj19EQpz1_BWQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,75,50,95
WX19,oDtnHD95nJikUb9Fyz7ZAQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,40,75
WX19,oDtnHD95nJju-KI02Xtx6w**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,25,75
WX19,oDtnHD95nJgR7zt2UE6iPQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
WX19,oDtnHD95nJinws76_1NH7w**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,76,90,50
WX19,oDtnHD95nJgqjRZTjkcOrw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,40,90
WX19,oDtnHD95nJh6rfGmTFc_4Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,40,70
WX19,oDtnHD95nJgbF_UbZZmZ7Q**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,20
WX19,oDtnHD95nJha8B4FLifisg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,30,70
WX19,oDtnHD95nJhO6Uq9fH1iBA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,35,25,50
WX19,oDtnHD95nJiwhP-Eej3Ydw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,75,50,100
WX19,oDtnHD95nJg4cTTKRB-3MQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,50,35,75
WX19,oDtnHD95nJggXxNPeyuGeQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,40,90
WX19,oDtnHD95nJjB71SFXqH7ZQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,10,90
WX19,oDtnHD95nJizgw48uekndg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,5,5
WX19,oDtnHD95nJhVuVCj5MfZ6g**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,30,10,50
WX19,oDtnHD95nJiF00pgVFzF-g**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,10,75
WX19,oDtnHD95nJgzMS1hBpERxg**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,4,5
WX19,oDtnHD95nJiHQxsDb6te0Q**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,65,75
WX19,oDtnHD95nJgL_OfywpU76w**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,25,100
WX19,oDtnHD95nJgYFA-54wSNvg**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,20,10
WX19,oDtnHD95nJjY7u1DEefXdw**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30,50,60
WX19,oDtnHD95nJjy0dV2iF-ioA**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,10,75
WX19,oDtnHD95nJhyug9wdqICBQ**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,50,80
WX19,oDtnHD95nJhPX80zeazf5A**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,10,90
WX19,oDtnHD95nJiXWGW9u14BNw**,tornadoes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,70,30,80
WX19,oDtnHD95nJhFK1JPiQgsHA**,severe thunderstorms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,40,70
