age,gend,hisp,race,nws_region,spc_rand,spc_risk_perc,spc_resp_perc,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom
30,1,0,2,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,80,0,0,0,25,30,20,4
61,1,0,2,Western Region,AN ENHANCED RISK (15% CHANCE),65,80,645,10,6,30,33,54,5
32,1,0,4,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),60,65,523,15,0.1,40,32,23,50
50,1,0,4,Eastern Region,A LEVEL 4 of 5 RISK,60,70,500,10,0.1,20,30,28,15
46,1,0,2,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,100,600,100,100,30,5,36,5
41,0,0,4,Eastern Region,A LEVEL 2 of 5 RISK,70,40,800,1,1,10,20,50,10
30,1,0,4,Western Region,A 5% CHANCE,50,50,500,10,10,50,10,6,50
25,1,0,1,Southern Region,AN 15% CHANCE,100,100,0,0,0,0,0,0,0
50,1,0,2,Eastern Region,AN ENHANCED RISK,70,95,500,10,0.1,25,30,20,50
49,1,0,4,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),30,30,500,10,0.1,60,30,15,20
59,1,0,2,Central Region,A MODERATE RISK (30% CHANCE),50,50,500,20,5,2,25,6,10
28,1,0,2,Southern Region,A MODERATE RISK,64,82,500,1,1,5,7,62,5
59,1,0,4,Western Region,A 5% CHANCE,5,50,0,10,0.1,50,5,50,50
31,0,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),45,45,500,10,55,45,5,5,45
62,1,0,4,Western Region,AN 15% CHANCE,10,20,500,10,0.1,10,30,20,4
41,1,0,2,Eastern Region,A LEVEL 2 of 5 RISK,50,50,500,10,0.1,40,30,20,20
35,1,0,2,Eastern Region,A LEVEL 2 of 5 RISK,50,70,500,100,100,25,25,35,50
30,1,0,4,Eastern Region,A 30% CHANCE,25,10,500,10,1,25,30,24,4
34,1,0,2,Central Region,A MODERATE RISK,50,50,100,10,1,25,50,20,15
55,1,0,4,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,500,10,0.1,40,30,20,50
41,1,0,4,Central Region,A MODERATE RISK (LEVEL 4 of 5),60,70,500,10,1,30,5,10,40
29,1,0,2,Southern Region,AN 15% CHANCE,65,80,500,50,0.1,33.3,3,35,25
46,1,0,2,Southern Region,A 30% CHANCE,25,15,310,3,2,20,15,18,19
60,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),80,90,500,10,1,12,40,10,5
61,1,0,4,Western Region,AN ENHANCED RISK,40,50,500,10,0.1,50,30,20,4
62,1,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),50,100,600,100,20,20,5,10,20
58,1,0,2,Eastern Region,A SLIGHT RISK,100,50,50,1,5,10,3,2,3
52,0,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),100,65,725,10,0.001,25,30,23,4
55,0,0,4,Western Region,AN 15% CHANCE,70,25,700,10,55,20,33,5,5
38,1,0,4,Eastern Region,AN ENHANCED RISK,50,75,500,10,0.1,30,15,22,2.5
38,1,0,4,Eastern Region,A LEVEL 4 of 5 RISK,65,35,75,1000,0.001,50,25,12,5
53,1,0,4,Eastern Region,A SLIGHT RISK,80,50,500,10,0.1,60,3,12,20
62,1,0,4,Eastern Region,A LEVEL 2 of 5 RISK,50,50,50,10,0.1,10,30,40,4
30,0,0,2,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,1,0.001,0.0001,80,4,4,45
41,1,0,2,Southern Region,A LEVEL 2 of 5 RISK,50,20,300,100,10,15,3,15,15
52,1,0,4,Western Region,A 5% CHANCE,30,50,50,10,5,90,30,70,2
33,1,0,2,Southern Region,A LEVEL 4 of 5 RISK,60,60,6,10,3,5,31,7,20
56,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,60,75,50,100,1,10,40,70,15
35,1,0,2,Southern Region,AN 15% CHANCE,87,77,4,10,4,6,5,8,6
48,1,0,4,Eastern Region,A MODERATE RISK,20,10,500,10,0.1,10,30,20,4
63,1,0,4,Eastern Region,A MODERATE RISK,40,10,500,10,0.1,60,30,20,2
38,1,0,4,Western Region,A MODERATE RISK (30% CHANCE),100,100,50,10,0.1,10,30,20,4
43,1,0,2,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,50,500,10,1,20,35,12,10
57,1,0,2,Eastern Region,A LEVEL 4 of 5 RISK,100,100,400,100,1,3,5,5,25
45,1,0,2,Eastern Region,A 30% CHANCE,50,25,500,40,1,8,3,4,5
57,1,0,4,Western Region,A LEVEL 4 of 5 RISK,80,100,500,10,0.1,6,30,23,4
26,1,0,2,Eastern Region,A 5% CHANCE,100,100,500,100,1,1,50,20,20
39,1,0,4,Southern Region,AN ENHANCED RISK,80,90,500,10,0.1,25,30,20,0.5
33,1,0,2,Western Region,A 5% CHANCE,54,61,21,32,56,76,3,5,3
53,1,0,4,Western Region,A MODERATE RISK (LEVEL 4 of 5),5,7,500,10,0.01,40,30,23,4
48,1,0,4,Eastern Region,A 30% CHANCE,30,60,500,10,1,20,50,60,25
26,1,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),36,40,490,10,10,75,30,20,20
58,1,0,2,Southern Region,AN ENHANCED RISK,50,50,500,10,10,100,25,25,4
42,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,60,80,1000,1,1,50,25,12,20
27,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),0,0,500,100,0.001,20,50,30,10
53,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,80,50,500,20,60,60,40,30,30
44,1,0,1,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,100,25,0,6,5,2,1
42,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,6,6,40,24,30,40,5,5,30
53,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),50,50,500,5,10,50,5,5,5
62,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,60,20,500,10,0.1,10,30,20,25
54,1,0,1,Southern Region,A MODERATE RISK,75,90,500,10,0.1,10,5,11,10
58,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),40,40,500,10,1,3,40,16,20
64,1,0,1,Eastern Region,A MODERATE RISK,50,50,500,100,10,25,25,9,25
40,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),80,90,1000,100,100,5,10,20,20
29,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),70,80,1000,10,5,34,35,0.4,30
51,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),0,0,50,5,5,50,30,50,50
49,1,0,1,Western Region,A MODERATE RISK,75,80,375,475,75,65,3,25,10
40,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),75,0,500,100,1,40,3,35,20
55,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),60,70,500,10,1,25,30,20,50
41,1,0,1,Central Region,A 30% CHANCE,65,60,85,70,80,90,50,65,60
49,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),10,5,500,10,1,20,40,15,20
40,1,0,1,Central Region,A LEVEL 2 of 5 RISK,80,90,600,100,1,1,5,5,4
45,1,0,1,Central Region,A SLIGHT RISK (5% CHANCE),5,5,500,1,1,1,1,1,1
61,1,0,1,Southern Region,A MODERATE RISK,50,50,400,10,1,30,25,40,10
58,1,0,1,Western Region,A SLIGHT RISK,0,0,500,100,0.1,0.2,33,33,33
59,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,0,500,10,0.1,10,30,10,10
49,1,0,1,Eastern Region,AN 15% CHANCE,45,0,500,500,50,7,0.06,0.51,12
35,1,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),80,80,100,6,5,50,5,6,30
50,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),90,80,50,10,1,10,5,6,5
55,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),60,75,500,10,0.01,25,3,23,3
53,1,0,1,Western Region,A SLIGHT RISK,10,1,500,10,0.1,25,25,35,20
63,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),10,10,500,1,0.01,1,50,10,5
59,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),10,10,500,10,0.1,10,30,23,9
40,1,0,1,Eastern Region,A 5% CHANCE,100,100,2,500,40,25,30,20,0.5
32,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,5,7,2,4,6,8,4,4,7
40,1,0,1,Eastern Region,AN ENHANCED RISK,100,60,1000,100,0.001,0.333,3,5,0.05
63,1,0,2,Western Region,AN LEVEL 3 of 5 RISK,50,50,500,100,1,40,20,35,25
47,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),30,30,400,100,10,40,3,4,90
64,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,35,35,500,1,0,1,25,35,5
62,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,40,20,500,10,0.001,20,30,20,50
41,1,0,1,Southern Region,A SLIGHT RISK,95,98,950,8,95,98,45,5,95
57,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,75,80,500,25,1,50,25,45,20
42,1,0,1,Southern Region,A SLIGHT RISK,85,100,500,10,1,25,30,12,8
48,1,0,1,Southern Region,A 30% CHANCE,30,10,500,10,0.1,20,10,10,5
49,1,0,1,Southern Region,A 5% CHANCE,50,88,10,25,50,50,20,50,25
37,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,70,70,950,10,10,50,45,4,24
40,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),10,10,10,10,10,10,4,4,20
51,1,0,1,Western Region,AN 15% CHANCE,50,75,500,10,0.1,75,3,1,10
55,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),20,65,500,10,0.001,4,30,25,10
58,1,0,1,Central Region,A 5% CHANCE,5,5,500,10,0.1,20,30,20,20
38,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),80,90,500,100,100,25,15,4,10
51,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),50,100,50,1,1,3,10,3,5
36,1,0,1,Eastern Region,A MODERATE RISK,45,50,640,10,0.1,10,20,35,5
40,1,0,1,Southern Region,A 30% CHANCE,50,60,500,100,22,33,36,6,36
60,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),20,10,500,10,0.1,25,30,20,53.3333
34,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),70,80,500,10,0.5,20,30,30,10
52,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,50,70,500,10,0.1,10,30,13,20
51,1,0,1,Central Region,A MODERATE RISK (LEVEL 4 of 5),10,10,500,10,1,25,30,3,50
41,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),1,1,500,10,0.1,40,30,46,4
45,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),60,40,40,50,100,40,3,3,12
43,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),100,100,500,1,0.1,30,25,12,15
25,1,0,2,Western Region,A MODERATE RISK (LEVEL 4 of 5),0,0,50,1,0,0,0,0,0
39,1,0,1,Eastern Region,A SLIGHT RISK,9,7,8,7,7,87,3,16,40
64,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,50,50,50,1,1,20,30,50,80
44,1,0,1,Southern Region,A SLIGHT RISK,5,4,500,10,0.001,3,20,70,10
33,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,50,50,500,20,5,50,3,20,20
41,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),60,80,300,100,80,98,5,6,60
35,1,0,1,Eastern Region,A 5% CHANCE,1,1,500,10,0.1,25,30,20,50
35,1,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),100,100,2,9,80,100,3,3,10
35,1,0,1,Eastern Region,A MODERATE RISK,23,54,60,40,3,30,40,50,10
60,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,33,500,10,1,3,25,16,5
42,1,0,1,Eastern Region,AN 15% CHANCE,100,100,5,4,2,6,3,6,50
64,1,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),10,5,525,10,1,1,35,22,1
30,1,0,1,Eastern Region,AN 15% CHANCE,10,25,500,10,10,15,33,25,15
56,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,50,50,500,100,1,5,5,10,5
54,1,0,1,Western Region,AN 15% CHANCE,65,85,995,996,80,85,25,11,85
40,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,80,520,100,90,40,5,10,15
38,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,90,500,500,80,40,5,70,80
62,1,0,1,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,60,500,10,10,40,30,28,16
41,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),55,96,44,424,35,53,30,12,20
44,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),25,25,600,100,1,20,30,20,15
40,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),75,65,650,30,40,50,4,30,35
49,1,0,1,Eastern Region,A 30% CHANCE,50,50,10,10,10,8,3,10,10
31,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),5,5,500,100,1,10,3,2,2
46,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,1000,10,100,10,10,20,20
38,1,0,1,Western Region,A MODERATE RISK,30,30,500,10,0.1,33,30,70,0
40,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,100,100,500,1,10,50,10,5,10
45,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,400,6,50,4,4,50
50,1,0,1,Western Region,A MODERATE RISK,50,50,50,50,60,100,50,50,100
50,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,25,40,500,10,0.1,10,10,12,10
42,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,70,67,890,75,70,60,1,5,15
57,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,500,10,0.1,25,30,20,50
40,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,20,20,500,1,100,4,1,5,3
60,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,70,80,500,1,1,20,50,20,10
33,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),10,15,500,10,0.1,33,34,22,1
42,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),50,55,500,600,75,80,35,6,50
35,1,0,1,Western Region,A 30% CHANCE,50,90,700,10,0.0001,10,30,35,20
49,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,80,80,500,10,0.1,20,30,20,50
40,1,0,1,Central Region,AN ENHANCED RISK (15% CHANCE),95,90,95,800,80,75,5,5,50
40,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),55,56,44,58,53,30,30,5,20
41,1,0,1,Southern Region,AN 15% CHANCE,90,100,600,10,1,20,5,12,5
35,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,50,60,100,100,100,50,40,30,40
42,1,0,1,Eastern Region,A SLIGHT RISK,95,85,500,30,55,65,5,55,30
42,1,0,1,Eastern Region,AN ENHANCED RISK,90,40,500,10,1,1,30,11,20
45,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),60,50,1,20,50,50,5,6,50
28,1,0,1,Southern Region,A MODERATE RISK,60,80,500,10,0.1,25,30,12,15
53,1,0,1,Central Region,A LEVEL 4 of 5 RISK,20,100,200,10,10,50,1,4,20
40,1,0,1,Western Region,A 5% CHANCE,100,100,50,100,10,50,3,12,50
63,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),99,99,50,50,10,25,5,15,16
50,1,0,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),70,80,50,70,60,80,50,70,80
53,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),80,50,500,10,0.1,30,30,20,20
42,1,0,1,Southern Region,AN 15% CHANCE,90,100,500,10,10,40,30,24,15
41,1,0,1,Western Region,A SLIGHT RISK,20,34,100,300,70,70,5,6,100
40,1,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,99,50,50,50,50,50,50,50
47,1,0,1,Western Region,A SLIGHT RISK,0,100,100,100,100,100,3,3,3
35,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),80,90,0.001,0.001,0.001,0.3,0.006,0.06,0.3
54,1,0,1,Southern Region,A SLIGHT RISK,6,6,500,100,0.001,33,30,24,20
62,1,0,1,Central Region,A 30% CHANCE,50,50,500,10,1,10,25,45,5
63,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),5,5,500,10,0.1,40,30,20,24
40,1,0,1,Southern Region,A 5% CHANCE,60,40,500,10,10,45,30,55,45
43,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),70,60,600,10,0.1,25,5,30,80
32,1,0,1,Eastern Region,A 30% CHANCE,100,100,500,700,90,77,30,5,5
49,1,0,4,Eastern Region,A 5% CHANCE,90,100,500,10,0.1,25,30,20,4
42,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),100,100,500,500,50,60,50,6,60
34,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),50,50,500,10,100,100,10,20,10
34,0,0,1,Southern Region,A SLIGHT RISK,100,100,100,100,100,100,10,10,100
33,1,0,1,Western Region,A SLIGHT RISK (5% CHANCE),NA,NA,66,77,77,77,33,33,33
44,1,0,1,Eastern Region,AN LEVEL 3 of 5 RISK,60,40,600,40,60,60,40,50,50
43,1,0,1,Central Region,AN ENHANCED RISK,50,40,500,250,1,33,20,20,20
39,1,0,1,Eastern Region,A 5% CHANCE,4,5,10,10,10,10,10,6,10
46,1,0,4,Southern Region,A 5% CHANCE,90,90,501,1,1,50,3,6,20
40,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,50,50,50,50,50,50,50,20,50
63,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),60,60,500,0.1,0.01,2,1,2,5
34,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),90,100,90,85,100,100,40,30,22
49,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,50,75,500,700,10,35,19,55,25
55,1,0,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,80,500,1,0.5,2,3,4,5
33,1,0,4,Eastern Region,AN ENHANCED RISK (15% CHANCE),70,50,500,10,0.1,10,30,11,4
25,1,0,1,Western Region,A LEVEL 4 of 5 RISK,90,100,500,100,0.1,10,30,20,7.5
37,1,0,1,Western Region,A SLIGHT RISK,10,40,500,10,0.01,5,35,22,2
40,1,0,1,Eastern Region,AN ENHANCED RISK,6,5,20,10,30,40,30,6,30
50,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),59,58,500,10,1,10,35,6,2
59,1,0,1,Western Region,A MODERATE RISK,70,80,500,10,0.001,25,30,20,80
50,1,0,1,Eastern Region,A SLIGHT RISK,55,45,1000,5,99,10,5,6,30
42,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,100,100,100,100,100,100,45,5,5
63,1,0,1,Western Region,A MODERATE RISK,5,25,500,10,0.001,20,30,20,4
42,1,0,1,Central Region,A LEVEL 4 of 5 RISK,50,50,40,30,50,45,50,45,40
63,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),20,15,500,10,1,3,5,24,5
42,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),22,23,21,26,27,57,23,31,39
30,1,0,1,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,100,100,30,22,12,30
45,1,0,1,Southern Region,A 30% CHANCE,90,90,500,50,80,85,9,10,70
35,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),10,0,500,10,1,40,35,50,30
60,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),5,0,500,10,0.1,25,30,20,80
41,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,70,80,100,10,0.1,25,30,20,0.5
60,1,0,1,Central Region,A LEVEL 4 of 5 RISK,50,50,50,1,1,50,3,35,50
50,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),100,100,78,100,80,85,7,6,50
41,1,0,1,Central Region,A MODERATE RISK,95,95,600,10,0.1,20,3,15,25
28,1,0,1,Western Region,A SLIGHT RISK,50,55,90,80,85,100,3,6,50
62,1,0,1,Eastern Region,A SLIGHT RISK,90,85,500,1000,1,3,10,35,5
34,1,0,1,Southern Region,A MODERATE RISK,40,25,500,5,0,20,2,4,3
62,1,0,1,Central Region,AN 15% CHANCE,30,30,500,10,0.1,10,30,20,80
43,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),30,30,500,10,1,20,3,20,20
43,1,0,1,Eastern Region,A SLIGHT RISK,100,100,95,90,100,95,30,20,73
41,1,0,1,Southern Region,A LEVEL 4 of 5 RISK,100,95,40,50,10,10,50,10,20
34,1,0,1,Southern Region,A 30% CHANCE,30,30,500,10,0.01,0.01,25,4,5
27,0,0,1,Eastern Region,A LEVEL 2 of 5 RISK,0,0,1,2,3,1,4,9,30
54,1,0,1,Western Region,A LEVEL 4 of 5 RISK,0,0,500,100,1,50,7,35,30
37,1,0,1,Southern Region,A MODERATE RISK,10,5,100,5,3,30,20,30,10
40,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,55,44,66,55,77,22,44,5,2
47,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,80,500,10,0.1,10,30,20,4
41,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),55,65,1000,500,80,80,3,23,80
40,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),80,80,500,500,99,99,7,6,5
50,1,0,1,Western Region,A LEVEL 2 of 5 RISK,80,100,500,10,0.1,25,30,14,25
35,1,0,2,Southern Region,AN LEVEL 3 of 5 RISK,70,60,650,100,10,60,3,45,15
44,1,0,1,Western Region,A MODERATE RISK (30% CHANCE),40,60,20,5,15,60,25,60,24
30,1,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),30,40,50,30,40,50,4,6,30
38,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,80,50,200,450,30,30,5,20,20
57,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),25,20,500,10,0.1,25,30,20,50
63,1,0,1,Central Region,A MODERATE RISK,30,30,500,10,0.1,10,33,16,2
44,1,0,1,Western Region,AN ENHANCED RISK,100,99,500,10,0.001,20,30,28,1
32,1,0,1,Eastern Region,AN 15% CHANCE,15,40,500,10,0.1,15,5,2,0.1
39,1,0,1,Eastern Region,A 5% CHANCE,80,85,500,0.0001,1,20,30,36,10
40,1,0,1,Eastern Region,AN ENHANCED RISK,90,80,0.5,10,0.1,25,50,20,4
34,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,78,99,78,98,67,78,30,4,5
38,0,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,100,100,100,25,3,25,15
61,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),15,20,500,10,0.1,33,30,22,20
40,1,0,1,Eastern Region,AN ENHANCED RISK,90,80,90,80,75,50,3,40,75
34,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),77,80,500,10,0,30,30,35,4
38,1,0,1,Western Region,A 30% CHANCE,100,100,100,10,0.1,25,5,20,50
59,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),55,75,600,100,1,10,25,30,30
41,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),60,80,70,60,60,70,50,6,20
32,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),85,75,500,10,1,25,30,17,80
59,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),90,100,50,10,1,20,30,11,20
41,1,0,1,Southern Region,AN 15% CHANCE,50,50,50,50,50,100,5,5,5
33,1,0,1,Western Region,A SLIGHT RISK,2,1,1,2,3,1,1,1,1
42,1,0,1,Eastern Region,AN ENHANCED RISK,89,80,600,1,50,60,25,35,5
40,1,0,1,Southern Region,AN ENHANCED RISK,82,80,40,50,10,40,3,6,50
51,1,0,1,Southern Region,A SLIGHT RISK,75,80,60,50,10,50,3,25,25
59,1,0,1,Eastern Region,A SLIGHT RISK,20,50,500,100,0.1,30,30,20,4
42,1,0,1,Southern Region,A LEVEL 2 of 5 RISK,100,100,80,90,100,100,49,3,80
41,1,0,1,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),90,80,800,100,10,80,4,5,30
53,1,0,1,Eastern Region,AN 15% CHANCE,90,80,90,7,90,70,4,5,80
60,1,0,4,Western Region,A LEVEL 4 of 5 RISK,100,100,500,10,0.1,25,30,20,50
29,1,0,1,Southern Region,AN 15% CHANCE,15,40,480,13,0.1,25,30,20,50
47,1,0,1,Southern Region,A SLIGHT RISK (5% CHANCE),90,10,500,150,40,30,40,60,20
53,1,0,2,Southern Region,A LEVEL 4 of 5 RISK,100,100,40,500,1,20,5,6,20
45,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),25,25,500,10,0.001,5,20,5,33
58,1,0,1,Central Region,A 30% CHANCE,3,7,50,30,20,40,0,70,50
39,1,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),50,50,50,50,50,50,25,10,50
41,1,0,1,Eastern Region,A 30% CHANCE,90,70,90,10,100,90,5,6,20
31,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,90,90,500,10,0,25,30,20,50
37,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),70,65,45,50,50,75,3,3,55
38,1,0,1,Eastern Region,AN ENHANCED RISK (15% CHANCE),80,75,95,80,30,80,5,4,50
31,1,0,1,Western Region,A LEVEL 4 of 5 RISK,70,30,600,10,1,60,2,3,30
52,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,75,50,500,5,25,50,25,50,17
63,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),5,5,500,10,0.1,10,30,25,4
42,1,0,1,Western Region,A MODERATE RISK,0,100,1000,100,90,78,3,6,77
39,1,0,1,Southern Region,A MODERATE RISK (30% CHANCE),60,60,900,900,90,80,9,6,90
56,1,0,1,Eastern Region,A 5% CHANCE,20,20,500,10,1,30,25,15,30
36,1,0,1,Eastern Region,A SLIGHT RISK (5% CHANCE),45,55,1000,100,100,100,20,10,100
57,1,0,1,Central Region,A LEVEL 4 of 5 RISK,75,50,500,100,100,30,25,12,20
48,1,0,1,Southern Region,AN ENHANCED RISK,45,50,500,100,0.001,10,30,22,50
54,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),0,0,500,1,1,50,25,50,50
59,1,0,1,Western Region,AN ENHANCED RISK,99,100,500,5,1,20,45,22,50
44,1,0,1,Eastern Region,A MODERATE RISK (30% CHANCE),30,100,500,1,1,25,30,0,0
47,1,0,2,Western Region,AN ENHANCED RISK (15% CHANCE),100,100,100,5,1,78,6,6,30
30,1,0,1,Southern Region,A 5% CHANCE,20,30,50,5,5,20,20,10,40
35,1,0,1,Southern Region,AN 15% CHANCE,50,50,25,25,25,25,25,25,25
31,1,0,1,Western Region,A 5% CHANCE,10,50,788,10,0.1,40,25,24,10
63,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),50,50,500,1,1,50,25,20,5
46,1,0,1,Western Region,A 30% CHANCE,50,50,0,0,0,0,0,0,0
30,1,0,1,Southern Region,AN ENHANCED RISK,65,40,500,10,0.1,25,30,20,50
28,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,70,40,20,40,30,35,30,35,35
40,1,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),70,90,40,80,70,70,2,5,70
