age,gend,hisp,race,nws_region,spc_rand,spc_risk_perc,spc_resp_perc,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom
56,0,1,1,Eastern Region,A SLIGHT RISK,100,100,500,0,1,5,25,30,10
45,0,0,2,Eastern Region,A LEVEL 2 of 5 RISK,56,5,45,57,5,10,1,45,12
33,0,1,1,Southern Region,A MODERATE RISK,75,50,500,10,10,30,30,70,15
39,1,1,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),75,80,500,10,0.1,10,30,24,5
30,0,1,2,Central Region,A 5% CHANCE,80,50,20,30,20,100,1,5,20
44,1,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,75,500,10,1,10,30,25,10
28,0,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),80,90,50,1,10,10,30,40,20
48,0,0,2,Southern Region,AN ENHANCED RISK,70,100,674,75,3,2,10,15,2
30,0,0,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),0,0,50,50,50,50,25,10,2
30,0,1,1,Western Region,A SLIGHT RISK (5% CHANCE),90,100,400,10,1,50,30,40,8
54,0,1,1,Eastern Region,A MODERATE RISK (30% CHANCE),50,75,500,10,0.1,10,30,50,10
64,0,1,1,Southern Region,AN 15% CHANCE,75,5,40,100,1,1,5,10,25
37,0,1,1,Southern Region,AN 15% CHANCE,40,85,400,10,1,100,25,40,20
45,0,1,1,Central Region,AN 15% CHANCE,40,40,750,10,0.1,20,50,15,35
60,0,0,4,Eastern Region,AN ENHANCED RISK,50,50,870,50,100,40,3,66,25
34,0,0,1,Western Region,A MODERATE RISK,50,50,500,10,0.001,2,26,17,50
42,0,1,1,Eastern Region,A 5% CHANCE,90,90,900,10,1,3,3,30,2
31,0,1,1,Southern Region,A 5% CHANCE,0,0,500,1,1,10,15,20,20
33,0,1,1,Western Region,AN 15% CHANCE,80,80,500,50,38,46,3,5,6
28,0,1,1,Western Region,A 30% CHANCE,25,0,500,1,1,10,40,50,20
36,1,0,1,Western Region,A 30% CHANCE,3,2,2,2,2,2,2,2,2
27,0,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),NA,NA,0,0,0,0,40,8,30
35,0,1,2,Central Region,A MODERATE RISK (30% CHANCE),50,50,50,50,60,100,50,60,50
37,0,1,1,Western Region,A 30% CHANCE,77,50,50,10,1,2,10,6,3
35,1,1,2,Eastern Region,A 5% CHANCE,50,50,50,50,50,60,50,50,60
28,0,1,1,Western Region,A 30% CHANCE,55,45,500,400,55,45,35,35,50
25,0,1,1,Western Region,AN LEVEL 3 of 5 RISK,98,88,2,200,25,25,3,5,29
35,0,1,2,Eastern Region,AN 15% CHANCE,4,2,6,4,3,2,1,1,1
35,0,0,2,Central Region,AN ENHANCED RISK (15% CHANCE),1,1,1,1,1,1,1,1,50
32,0,1,1,Southern Region,A MODERATE RISK (30% CHANCE),30,50,500,10,0.001,10,30,23,10
35,1,1,2,Central Region,A LEVEL 2 of 5 RISK,8,9,50,60,70,60,50,70,60
47,1,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,500,1,0.001,10,30,24,4
28,1,1,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,25,500,10,0.1,25,30,20,50
32,0,1,1,Central Region,AN ENHANCED RISK (15% CHANCE),25,20,500,10,0.1,33,30,24,0.04
45,0,1,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),70,80,500,10,10,20,3,2,5
34,0,1,1,Southern Region,A 30% CHANCE,70,85,500,1,1,40,50,70,65
43,0,1,1,Southern Region,AN ENHANCED RISK,40,80,500,10,0.1,20,3,30,95
34,0,0,1,Eastern Region,AN 15% CHANCE,3,7,100,100,100,100,5,6,45
34,0,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),60,70,500,1,0.001,50,10,10,10
43,1,1,1,Western Region,AN ENHANCED RISK (15% CHANCE),0,0,500,10,0.01,20,3,12,5
45,0,1,1,Southern Region,AN ENHANCED RISK,70,70,500,100,1,30,25,35,15
30,0,1,2,Southern Region,AN ENHANCED RISK,60,80,60,70,60,60,5,5,50
35,1,1,2,Eastern Region,A LEVEL 4 of 5 RISK,1,2,1,1,2,1,1,1,1
42,0,0,1,Central Region,A MODERATE RISK (30% CHANCE),30,30,500,10,0.1,25,30,22,50
34,0,1,1,Western Region,A 30% CHANCE,50,50,50,50,10,50,50,50,50
59,0,1,1,Southern Region,A LEVEL 4 of 5 RISK,70,90,50,10,59,50,40,60,25
39,0,1,1,Eastern Region,A LEVEL 2 of 5 RISK,50,50,50,2,2,20,25,40,40
35,1,1,2,Central Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,50,50,50,50,50,6,50
48,0,1,1,Western Region,A MODERATE RISK,85,99,500,10,1,1,35,50,5
45,0,1,1,Southern Region,A MODERATE RISK,60,80,600,10,65,75,35,35,50
42,0,1,1,Central Region,A MODERATE RISK (30% CHANCE),20,20,50,1,1,4,10,52,20
32,0,1,1,Southern Region,AN ENHANCED RISK,30,80,500,10,0.01,25,30,30,4
27,0,1,1,Western Region,A SLIGHT RISK (5% CHANCE),24,27,56,12,56,24,25,65,24
35,0,1,2,Central Region,A SLIGHT RISK (5% CHANCE),1,1,1,1,1,1,1,1,1
62,0,1,1,Southern Region,AN ENHANCED RISK (15% CHANCE),20,10,500,10,0.1,25,30,20,50
33,0,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,500,1,50,59,25,35,10
39,0,1,1,Western Region,AN ENHANCED RISK,20,15,500,10,0.001,20,6,22,4
35,0,1,1,Western Region,A SLIGHT RISK (5% CHANCE),69,75,500,10,0.01,10,25,25,10
47,0,1,1,Central Region,AN LEVEL 3 of 5 RISK,30,50,500,10,0.001,40,30,28,4
35,0,1,2,Central Region,A LEVEL 4 of 5 RISK,1,1,1,1,1,1,1,1,10
30,1,1,2,Eastern Region,AN ENHANCED RISK,80,80,80,80,80,5,5,6,5
30,0,1,2,Eastern Region,A LEVEL 4 of 5 RISK,80,80,80,80,80,90,5,6,5
30,0,1,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),87,69,59,67,69,60,50,23,55
46,0,1,1,Southern Region,AN LEVEL 3 of 5 RISK,75,75,500,200,100,50,5,6,3
31,0,1,1,Southern Region,AN ENHANCED RISK,75,75,300,10,1,2,13,10,5
32,1,0,1,Central Region,A MODERATE RISK (30% CHANCE),25,10,500,10,0.1,25,30,48,50
36,1,1,4,Eastern Region,AN LEVEL 3 of 5 RISK,50,60,400,10,1,60,50,23,1
35,1,1,2,Southern Region,AN ENHANCED RISK,40,100,100,100,100,100,50,70,50
29,0,1,1,Central Region,A MODERATE RISK,25,50,50,1,100,50,7,5,50
31,0,1,1,Western Region,A SLIGHT RISK (5% CHANCE),50,50,500,1,50,10,25,70,20
25,0,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,70,500,20,10,20,10,5,25
29,0,1,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),75,25,500,5,25,25,20,35,20
31,0,1,1,Southern Region,AN ENHANCED RISK,90,100,500,1,1,30,3,2,35
35,0,1,2,Central Region,A 5% CHANCE,1,1,1,1,1,1,1,1,50
39,0,1,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),5,6,876,3,5,5,3,2,7
54,0,1,1,Central Region,AN LEVEL 3 of 5 RISK,85,25,500,10,10,25,30,20,20
47,0,1,1,Southern Region,A 30% CHANCE,85,100,500,10,1,25,25,15,20
26,0,1,2,Western Region,A LEVEL 2 of 5 RISK,23,45,35,23,54,45,36,35,26
49,0,1,1,Southern Region,A SLIGHT RISK,100,90,300,20,1,10,4,20,2
54,0,0,1,Western Region,AN LEVEL 3 of 5 RISK,75,75,500,10,10,25,30,50,4
33,0,1,1,Southern Region,A SLIGHT RISK (5% CHANCE),75,50,500,10,10,50,5,12,20
46,1,1,1,Eastern Region,AN ENHANCED RISK,50,75,500,75,20,43,20,30,10
34,0,1,1,Eastern Region,A SLIGHT RISK,50,50,20,50,2,35,5,6,15
58,1,1,1,Southern Region,AN ENHANCED RISK (15% CHANCE),40,60,300,20,10,40,35,25,35
30,1,1,1,Southern Region,A 30% CHANCE,60,70,600,10,1,70,4,4,10
60,0,1,1,Western Region,A MODERATE RISK (30% CHANCE),50,50,1000,1000,100,40,50,40,30
33,0,1,1,Western Region,AN ENHANCED RISK (15% CHANCE),2,3,2,2,3,3,2,4,3
40,0,1,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),45,55,300,5,25,40,20,35,75
35,0,1,2,Eastern Region,A MODERATE RISK,50,50,50,50,50,50,50,30,50
34,1,0,2,Western Region,A 30% CHANCE,47,76,500,4,5,7,7,6,9
39,0,1,1,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),67,76,78,87,98,87,45,5,78
27,0,0,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,20,20,50,65,5,6,35
29,0,1,1,Central Region,A 30% CHANCE,89,97,500,10,1,50,5,10,30
25,0,0,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),NA,NA,0,0,0,0,0,0,0
39,0,1,1,Southern Region,A MODERATE RISK (30% CHANCE),50,40,400,5,10,30,20,20,20
50,1,1,1,Southern Region,A MODERATE RISK,100,100,500,10,0.1,0.33,10,5,10
61,0,1,1,Southern Region,A LEVEL 4 of 5 RISK,100,100,700,10,1,1,25,10,89
32,0,1,1,Southern Region,AN LEVEL 3 of 5 RISK,50,75,500,10,50,5,3,5,5
28,0,1,1,Central Region,A SLIGHT RISK (5% CHANCE),10,10,100,100,0.1,25,30,20,4
26,1,0,2,Western Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,25,25,50,35,35,65,20
29,0,1,1,Southern Region,A 5% CHANCE,10,40,58,35,99,50,45,56,40
49,1,1,1,Southern Region,A 5% CHANCE,0,20,500,5,2,5,1,3,10
27,0,1,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),20,30,20,10,15,25,10,20,15
47,0,1,1,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,100,500,1,20,40,20,5,75
36,0,1,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),100,100,400,1,10,30,3,35,5
44,1,1,1,Western Region,A SLIGHT RISK (5% CHANCE),5,5,538,10,0.1,25,30,20,50
32,0,1,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),8,10,500,100,0.1,20,35,12,20
38,0,0,1,Southern Region,AN ENHANCED RISK (15% CHANCE),50,0,50,25,30,70,5,20,60
33,0,1,1,Western Region,AN ENHANCED RISK,100,100,4,10,10,40,3,1,1
28,0,0,2,Southern Region,AN 15% CHANCE,25,77,55,77,90,45,3,4,78
26,1,1,1,Western Region,AN 15% CHANCE,40,7,523,300,0,12.5,19,45,20
50,1,1,1,Western Region,A SLIGHT RISK,66,80,500,10,0.01,60,3,42,15
25,1,0,4,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),75,69,500,10,0.01,25,20,21,10
44,1,0,1,Eastern Region,A MODERATE RISK,100,100,2,20,25,50,5,60,50
28,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,100,100,900,20,0.5,1,20,3,10
29,0,1,1,Western Region,A MODERATE RISK,30,50,400,10,10,40,30,20,9
47,1,1,1,Southern Region,A MODERATE RISK (30% CHANCE),0,0,40,10,10,33,50,50,0
32,0,1,1,Western Region,AN ENHANCED RISK (15% CHANCE),10,10,75,30,50,1,3,6,1
35,1,1,1,Western Region,A SLIGHT RISK,80,90,500,10,0.1,20,16.6,12,0.5
30,0,1,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),75,75,500,10,1,10,35,70,50
57,1,1,1,Western Region,A 30% CHANCE,30,90,500,10,0.1,25,30,22,4
48,0,1,1,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),50,50,50,75,50,70,50,5,15
52,1,1,1,Western Region,A SLIGHT RISK (LEVEL 2 of 5),10,26,500,10,0.01,10,3,35,20
30,0,1,1,Western Region,A LEVEL 2 of 5 RISK,80,100,500,100,1,50,3,10,25
30,0,1,2,Eastern Region,A MODERATE RISK,50,50,500,100,50,50,3,5,40
50,0,1,1,Southern Region,A SLIGHT RISK (5% CHANCE),50,100,325,10,1,50,37,55,20
35,0,1,2,Central Region,A MODERATE RISK,1,1,1,1,1,1,1,1,1
47,0,1,1,Western Region,A LEVEL 4 of 5 RISK,100,100,399,10,0.001,67,30,8,20
47,1,1,1,Southern Region,AN 15% CHANCE,5,5,400,100,25,15,15,4,25
35,1,1,1,Western Region,AN 15% CHANCE,80,90,500,100,0.1,25,30,35,4
49,1,1,1,Central Region,A 30% CHANCE,50,60,200,300,40,40,5,30,40
55,0,1,1,Southern Region,A SLIGHT RISK,20,20,500,10,1,50,50,20,15
36,1,1,1,Eastern Region,AN LEVEL 3 of 5 RISK,75,100,500,0.1,100,20,2,15,10
63,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,50,90,100,10,5,60,3,30,5
26,0,1,2,Eastern Region,A 5% CHANCE,50,50,500,25,100,50,25,45,10
64,1,1,1,Eastern Region,A MODERATE RISK,50,75,500,10,0.1,25,30,23,3.8
34,0,1,1,Western Region,A LEVEL 4 of 5 RISK,8,9,500,100,0.1,10,40,55,10
51,0,1,1,Southern Region,A LEVEL 2 of 5 RISK,30,40,500,10,0.1,25,30,30,15
61,0,1,1,Southern Region,A 30% CHANCE,100,100,500,800,1,50,10,9,10
37,1,0,1,Southern Region,A MODERATE RISK,50,50,50,50,100,100,50,50,25
53,1,1,2,Eastern Region,AN 15% CHANCE,80,100,540,2,10,6,15,35,5
61,0,1,1,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),59,69,500,1,1,50,20,35,20
27,0,1,2,Eastern Region,A MODERATE RISK,100,100,50,5,10,20,35,35,20
33,1,0,1,Eastern Region,AN 15% CHANCE,50,50,100,100,100,100,25,25,25
54,0,1,1,Eastern Region,A SLIGHT RISK (5% CHANCE),50,50,5,9,6,1,3,6,20
30,0,1,1,Eastern Region,AN LEVEL 3 of 5 RISK,65,95,500,10,0.01,40,16,10,10
55,0,1,1,Western Region,A SLIGHT RISK,NA,NA,55,25,1,50,35,60,10
47,0,1,1,Central Region,A LEVEL 4 of 5 RISK,90,95,750,10,1,75,40,15,30
46,0,1,1,Southern Region,A LEVEL 4 of 5 RISK,85,100,500,10,1,13,50,25,15
39,1,1,1,Eastern Region,A SLIGHT RISK (5% CHANCE),85,80,500,1,0.1,60,30,24,10
34,0,0,2,Southern Region,A 5% CHANCE,100,100,25,50,25,100,50,50,50
29,0,0,2,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),60,40,500,10,0.001,100,5,4,20
48,1,0,1,Southern Region,A MODERATE RISK,75,90,500,1,0.001,25,25,35,20
60,1,0,2,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),70,50,500,100,1,20,35,12,20
41,1,0,2,Eastern Region,AN ENHANCED RISK,100,100,1000,100,100,100,5,6,100
30,0,0,2,Central Region,AN 15% CHANCE,50,50,100,5,50,80,20,5,60
51,0,0,2,Eastern Region,A 5% CHANCE,100,100,50,100,75,100,5,25,20
27,1,0,2,Eastern Region,A MODERATE RISK,99,50,20,30,40,50,20,30,40
25,0,0,2,Eastern Region,AN ENHANCED RISK (15% CHANCE),6,8,590,20,6,40,5,15,5
58,0,0,4,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),0,0,500,500,50,50,25,30,25
30,1,0,2,Southern Region,AN ENHANCED RISK,50,50,500,10,0.1,10,5,10,15
55,0,0,4,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),0,50,500,100,0.001,10,30,40,20
53,1,0,2,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),1,2,1,1,1,1,1,1,1
47,1,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),45,40,800,10,1,40,20,40,10
27,0,0,2,Eastern Region,AN ENHANCED RISK (15% CHANCE),7,7,10,15,15,10,20,15,20
26,1,0,2,Southern Region,A MODERATE RISK,60,80,500,10,10,50,15,17,25
42,0,0,1,Southern Region,AN ENHANCED RISK,50,60,700,2,1,30,3,8,10
57,1,0,2,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),75,30,100,10,1,15,25,15,15
43,0,0,2,Southern Region,A 5% CHANCE,0,0,0,0,0,0,0,6,6
25,0,0,4,Eastern Region,AN ENHANCED RISK (LEVEL 3 of 5),79,90,5,4,6,76,34,23,67
30,1,0,2,Eastern Region,AN ENHANCED RISK,8,9,500,10,1,40,5,6,0
61,0,0,2,Eastern Region,AN ENHANCED RISK,100,100,500,100,10,50,5,3,10
58,0,0,2,Eastern Region,A LEVEL 2 of 5 RISK,100,100,500,1,0,50,25,3,10
48,0,0,4,Eastern Region,A SLIGHT RISK (5% CHANCE),20,5,500,10,0.5,10,30,33,4
51,0,0,2,Eastern Region,A LEVEL 2 of 5 RISK,49,50,700,800,5,100,5,12,10
60,1,0,2,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,100,20,100,10,100,50,42,20
34,0,0,2,Eastern Region,A LEVEL 2 of 5 RISK,75,100,500,500,1,25,25,40,25
33,0,0,2,Southern Region,AN LEVEL 3 of 5 RISK,50,50,100,200,100,100,50,50,40
44,0,0,2,Central Region,A MODERATE RISK,100,5,44,11,11,20,5,6,6
52,1,0,2,Eastern Region,AN ENHANCED RISK,100,100,945,80,15,20,8,40,18
29,0,0,4,Eastern Region,A 5% CHANCE,0,0,500,10,1,40,30,23,25
29,0,0,2,Southern Region,A SLIGHT RISK,98,98,1,1,1,100,1,6,50
43,1,0,4,Western Region,A MODERATE RISK,15,5,500,10,0.1,25,30,20,95
44,1,0,4,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),30,30,400,30,2,5,5,4,2
30,0,0,2,Central Region,A LEVEL 4 of 5 RISK,100,100,100,100,100,100,3,6,10
34,0,0,4,Western Region,A LEVEL 4 of 5 RISK,95,95,1000,10,10,20,25,50,2
59,0,0,2,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),4,5,350,20,10,50,7,10,35
50,0,0,4,Central Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,50,10,0.1,50,20,15,20
44,0,0,2,Southern Region,AN 15% CHANCE,100,100,50,1000,50,30,5,50,30
64,1,0,4,Western Region,A 5% CHANCE,20,10,500,10,0.1,25,30,25,4
44,1,0,4,Western Region,A MODERATE RISK,50,50,50,10,1,20,5,11,25
62,0,0,2,Eastern Region,A SLIGHT RISK (5% CHANCE),5,5,500,1,0.1,10,30,20,15
34,1,0,4,Western Region,A SLIGHT RISK,30,30,500,10,0.001,20,30,23,8
29,0,0,4,Eastern Region,AN ENHANCED RISK,1,1,1,1,1,1,1,1,1
43,1,0,4,Western Region,A 30% CHANCE,20,10,500,10,0.01,20,20,30,20
27,0,0,2,Southern Region,A 5% CHANCE,10,25,50,150,10,85,45,40,20
45,1,0,4,Western Region,A MODERATE RISK,60,50,0,10,0.1,0.04,3,20,0.04
37,0,0,4,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),100,100,85,300,23,10,2,27,60
26,1,0,4,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),50,50,500,100,10,10,3,1,25
33,0,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),50,50,23,50,50,50,4,25,50
46,0,0,4,Eastern Region,AN ENHANCED RISK,80,80,500,10,1,30,30,25,5
45,0,0,4,Western Region,A SLIGHT RISK,70,95,500,10,0.1,5,40,20,15
35,1,0,1,Western Region,A LEVEL 2 of 5 RISK,98,100,500,0.001,0.1,0.01,25,10,4
61,0,0,2,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),30,40,500,10,2,1,15,10,10
34,0,0,2,Southern Region,A 30% CHANCE,50,50,3,5,75,56,5,7,87
43,1,0,2,Eastern Region,A 5% CHANCE,40,20,500,1,10,80,35,20,5
51,0,0,4,Southern Region,A LEVEL 4 of 5 RISK,80,80,0,0,0,0,10,20,5
30,1,0,2,Eastern Region,A LEVEL 2 of 5 RISK,100,100,100,100,99,1,3,6,20
53,1,0,4,Western Region,A SLIGHT RISK (5% CHANCE),5,10,500,10,0.1,25,30,20,50
27,1,0,2,Eastern Region,AN LEVEL 3 of 5 RISK,0,0,50,50,50,50,7,8,10
26,0,0,4,Southern Region,A MODERATE RISK (30% CHANCE),100,0,50,10,1,80,3,2,5
55,1,0,4,Southern Region,A 5% CHANCE,80,75,500,10,100,20,10,14,5
59,0,0,4,Western Region,A LEVEL 2 of 5 RISK,60,50,50,10,1,3,3,35,20
36,0,0,2,Eastern Region,A MODERATE RISK,75,50,250,10,25,35,10,45,15
28,0,0,4,Eastern Region,A LEVEL 2 of 5 RISK,80,50,1,1,100,25,5,6,20
61,1,0,2,Eastern Region,A SLIGHT RISK (5% CHANCE),10,10,550,10,1,25,30,55,5
47,1,0,2,Eastern Region,A 30% CHANCE,30,80,52,0.01,1,15,30,40,2
37,0,0,2,Central Region,A SLIGHT RISK,30,20,500,100,1,25,10,15,15
34,1,0,2,Western Region,A 5% CHANCE,30,10,500,10,10,75,25,30,15
62,0,0,2,Western Region,A 5% CHANCE,0,0,500,10,1,2,25,35,20
35,0,0,4,Southern Region,A MODERATE RISK (LEVEL 4 of 5),3,0,500,100,0.1,10,6,10,30
35,1,0,2,Southern Region,A MODERATE RISK (LEVEL 4 of 5),50,50,100,50,50,25,5,11.3,100
35,0,0,2,Southern Region,A 30% CHANCE,100,100,1000,100,100,100,5,20,5
26,0,0,2,Western Region,A MODERATE RISK,80,80,420,10,0.01,33,10,10,25
40,0,0,4,Southern Region,A SLIGHT RISK,45,75,600,10,0.2,33,30,25,15
25,1,0,2,Eastern Region,A 5% CHANCE,50,50,500,10,1,40,25,35,20
32,0,0,4,Western Region,A LEVEL 4 of 5 RISK,100,100,300,10,20,30,5,5,10
28,1,0,2,Southern Region,A LEVEL 2 of 5 RISK,3,4,2,3,4,3,5,5,3
59,0,0,4,Southern Region,A MODERATE RISK (30% CHANCE),20,75,500,10,0.001,20,5,7,20
47,0,0,2,Southern Region,A SLIGHT RISK (5% CHANCE),20,15,500,40,10,5,5,6,10
63,0,0,1,Western Region,A MODERATE RISK (LEVEL 4 of 5),55,55,500,10,1,25,50,70,15
58,0,0,2,Eastern Region,A MODERATE RISK (LEVEL 4 of 5),5,7,500,200,1,50,5,5,15
27,0,0,4,Western Region,AN ENHANCED RISK (LEVEL 3 of 5),0,0,500,50,30,30,5,2,10
63,1,0,2,Central Region,AN ENHANCED RISK,50,75,500,1,1,1,1,2,20
30,1,0,2,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),25,75,629,10,10,25,50,70,20
57,0,0,2,Southern Region,A MODERATE RISK (30% CHANCE),30,30,10,10,0.5,25,25,5,2
33,0,0,4,Western Region,AN LEVEL 3 of 5 RISK,90,91,500,10,10,10,25,23,4
48,0,0,4,Eastern Region,A MODERATE RISK,80,100,0,0,0,10,5,6,15
57,1,0,4,Southern Region,A 5% CHANCE,5,0,500,10,0.1,10,30,20,4
30,0,0,4,Western Region,AN ENHANCED RISK,67,45,400,10,5,45,5,23,2
28,0,0,4,Eastern Region,A LEVEL 4 of 5 RISK,100,50,500,0.1,100,50,50,50,5
61,0,0,2,Southern Region,AN LEVEL 3 of 5 RISK,80,80,700,100,10,30,15,20,20
38,0,0,4,Eastern Region,A 5% CHANCE,50,40,100,1,1,1,10,7,1
27,1,0,2,Southern Region,AN ENHANCED RISK,100,100,1,1,1,5,10,35,25
35,0,0,2,Southern Region,A 5% CHANCE,10,2,500,250,20,30,8,7,4
64,1,0,4,Southern Region,A LEVEL 2 of 5 RISK,40,50,500,10,1,20,3,3,20
32,0,0,2,Southern Region,AN ENHANCED RISK (15% CHANCE),50,60,65,15,30,50,5,8,40
33,1,0,2,Eastern Region,A 5% CHANCE,0,0,375,100,10,5,10,5,5
33,0,0,2,Eastern Region,A SLIGHT RISK (LEVEL 2 of 5),50,100,500,10,0.001,10,30,23,4
38,0,0,2,Southern Region,A 30% CHANCE,45,49,50,20,30,30,40,5,6
44,0,0,4,Eastern Region,A 30% CHANCE,80,80,500,10,0.1,25,30,20,4
50,0,0,2,Central Region,A SLIGHT RISK (5% CHANCE),95,95,500,100,0.001,40,30,20,9
44,1,0,4,Western Region,A LEVEL 2 of 5 RISK,60,60,550,10,1,3,30,20,25
43,0,0,4,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),78,67,200,10,1,10,25,20,20
58,1,0,2,Southern Region,A SLIGHT RISK (5% CHANCE),5,5,930,1,1,60,5,35,20
43,0,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),0,0,0,0,0,8,0,7,29
58,0,0,2,Eastern Region,A 5% CHANCE,2,0,500,1,10,0,10,30,15
41,0,0,2,Eastern Region,A 30% CHANCE,80,80,500,500,50,50,25,25,25
36,0,0,1,Southern Region,A MODERATE RISK (LEVEL 4 of 5),60,40,50,50,50,25,10,8,10
32,1,0,1,Eastern Region,A SLIGHT RISK,50,50,500,100,1,30,3,10,10
58,0,0,2,Eastern Region,AN 15% CHANCE,40,50,500,10,1,50,5,35,20
41,0,0,2,Eastern Region,A MODERATE RISK (30% CHANCE),100,100,500,10,1,4,3,2,10
59,0,0,2,Eastern Region,A MODERATE RISK,100,100,500,100,20,1,2,50,2
60,1,0,2,Eastern Region,AN ENHANCED RISK,75,85,525,10,0.1,20,35,12,10
29,0,0,2,Eastern Region,A SLIGHT RISK,10,10,500,10,10,10,30,35,25
36,1,0,1,Eastern Region,A LEVEL 2 of 5 RISK,50,50,500,100,1,40,10,35,20
59,1,0,4,Eastern Region,A LEVEL 4 of 5 RISK,3,3,500,1,1,10,50,12,5
63,1,0,4,Eastern Region,A LEVEL 4 of 5 RISK,100,100,500,10,0.1,0.25,30,23,4
33,1,0,2,Eastern Region,A MODERATE RISK,60,10,50,23,3,57,14,35,3
61,1,0,4,Southern Region,AN ENHANCED RISK (LEVEL 3 of 5),80,80,500,10,0.1,0.05,25,35,75
28,1,0,4,Eastern Region,A 5% CHANCE,70,60,500,10,0.1,25,30,30,80
35,1,0,2,Southern Region,A MODERATE RISK,50,30,500,1,1,20,10,26,20
30,1,0,1,Southern Region,AN LEVEL 3 of 5 RISK,0,0,0,0,0,0,0,0,0
38,1,0,4,Western Region,A SLIGHT RISK,60,50,500,5,15,20,10,6,20
27,1,0,2,Western Region,A MODERATE RISK (30% CHANCE),66,77,1000,20,66,66,44,4,7
51,1,0,1,Eastern Region,A 30% CHANCE,88,91,500,20,1,25,5,10,20
53,1,0,2,Eastern Region,A SLIGHT RISK,50,50,50,10,10,20,20,6,20
41,1,0,4,Southern Region,A SLIGHT RISK (LEVEL 2 of 5),60,60,60,70,70,75,35,4,40
32,1,0,4,Western Region,A 30% CHANCE,80,70,600,100,1,3,30,10,3
45,1,0,4,Southern Region,A 5% CHANCE,100,100,500,10,0.001,10,10,21,10
34,1,0,2,Western Region,AN LEVEL 3 of 5 RISK,0,0,50,50,50,50,50,3,50
37,1,0,2,Eastern Region,A MODERATE RISK,80,70,50,10,2,30,5,3,4
60,1,0,4,Central Region,A MODERATE RISK (30% CHANCE),10,10,500,0.1,10,25,10,35,25
52,1,0,2,Central Region,AN LEVEL 3 of 5 RISK,70,20,500,10,1,10,25,15,25
31,1,0,1,Eastern Region,A LEVEL 4 of 5 RISK,70,70,500,10,0.1,40,30,20,50
59,1,0,4,Western Region,A LEVEL 2 of 5 RISK,20,2,500,10,0.1,10,30,20,50
59,1,0,4,Southern Region,AN 15% CHANCE,20,20,250,1,1,20,50,20,75
28,1,0,2,Southern Region,A MODERATE RISK (LEVEL 4 of 5),30,50,600,400,100,80,35,20,15
