hisp,english,spc_rand,spc_mar,spc_sli,spc_enh,spc_mod,spc_hig,spc_mar_col,spc_sli_col,spc_enh_col,spc_mod_col,spc_hig_col,weight
0,3,A,2,1,4,3,5,1,4,3,5,2,0.988276897
1,3,B,5,4,3,2,1,5,4,3,1,2,1.630448228
1,2,B,1,2,3,4,5,1,3,4,5,2,1.451614748
4,3,B,3,1,2,4,5,3,1,2,5,4,1.325185027
1,2,B,1,2,3,4,5,1,2,3,5,4,0.872327037
4,3,B,1,3,2,4,5,3,4,1,5,2,4.365614143
1,3,A,2,1,5,3,4,2,1,3,5,4,1.647062162
0,3,A,1,2,5,3,4,1,4,3,5,2,0.229666757
0,3,A,1,3,4,2,5,3,4,5,1,2,0.257264422
0,3,B,1,2,3,4,5,1,3,4,5,2,0.303048956
4,2,B,5,2,4,3,1,2,1,3,5,4,0.935542444
0,2,A,5,2,1,3,4,4,2,1,5,3,0.211785777
2,3,A,2,1,4,3,5,2,1,3,5,4,0.443625915
1,3,A,1,4,2,5,3,4,5,2,3,1,1.123965585
0,0,B,4,5,1,2,3,5,2,3,4,1,0.605518874
4,2,A,1,3,4,2,5,2,1,3,5,4,0.547490305
0,2,A,4,1,2,5,3,5,3,2,4,1,0.160502623
1,3,A,1,2,5,3,4,1,3,4,5,2,2.326745946
3,3,B,1,2,3,4,5,1,2,3,4,5,1.072876915
0,3,A,1,2,5,3,4,1,3,4,5,2,0.988276897
1,3,A,4,2,5,3,1,4,3,2,1,5,1.603965293
0,3,A,1,2,4,3,5,3,2,1,5,4,0.20890979
4,3,A,2,1,5,4,3,1,2,4,3,5,0.922838061
1,2,B,4,1,5,3,2,4,2,3,1,5,1.151049468
1,3,B,1,2,3,4,5,1,2,3,5,4,1.603965293
1,1,A,2,1,5,3,4,4,3,2,5,1,1.70851263
4,2,B,3,1,2,4,5,2,4,1,5,3,0.638420051
1,3,B,2,1,3,4,5,1,2,3,5,4,1.248232066
2,3,A,5,3,1,2,4,5,1,3,4,2,0.546308357
1,2,B,3,5,1,2,4,1,2,4,3,5,1.320419799
2,3,B,1,3,2,5,4,5,4,2,1,3,0.439151055
1,3,A,1,2,5,3,4,1,2,3,5,4,1.135418565
4,3,B,5,1,3,2,4,5,3,2,4,1,0.783415996
0,3,B,1,2,3,4,5,2,3,4,5,1,0.125541339
0,2,A,4,1,5,2,3,5,3,1,2,4,0.476111467
4,3,B,3,5,1,4,2,1,2,3,5,4,0.55456628
0,0,B,1,3,2,5,4,1,2,4,5,3,0.855394907
2,1,A,1,2,5,3,4,1,3,4,5,2,0.667542791
0,3,B,2,1,3,4,5,1,2,4,5,3,0.295119407
0,3,B,2,1,3,4,5,1,2,3,4,5,0.674406374
1,3,B,1,2,3,4,5,2,3,4,5,1,1.603965293
3,0,A,2,1,5,3,4,4,2,3,5,1,2.525212067
1,0,B,1,2,3,4,5,2,1,4,5,3,6.282246317
4,3,B,1,4,2,5,3,5,2,3,1,4,1.136439798
1,3,A,4,2,5,1,3,3,4,1,2,5,0.8604811
1,3,B,3,1,2,4,5,1,2,3,5,4,6.773813326
2,2,B,1,3,2,4,5,2,3,4,5,1,0.310027991
0,3,A,1,2,3,4,5,1,2,3,5,4,0.20890979
3,2,B,1,2,3,4,5,1,2,3,5,4,0.769925888
4,3,A,1,2,4,3,5,1,2,3,5,4,0.420280078
0,3,B,1,2,4,3,5,1,2,3,5,4,0.125541339
0,3,A,1,2,4,3,5,1,2,3,5,4,0.295119407
1,3,B,2,1,3,4,5,1,2,4,5,3,1.603965293
4,3,A,1,2,4,3,5,1,2,3,4,5,0.913529383
3,3,B,2,1,3,4,5,1,3,4,5,2,0.759470528
2,3,B,1,2,3,4,5,3,2,4,5,1,0.443625915
1,2,A,2,1,4,3,5,1,3,2,5,4,0.601347256
4,2,B,1,2,3,4,5,1,3,4,5,2,0.38755867
0,3,B,5,3,2,4,1,3,2,4,1,5,0.295119407
4,3,B,1,2,3,4,5,1,3,4,5,2,0.420280078
0,3,B,1,4,2,3,5,3,2,5,4,1,0.303048956
2,1,A,1,3,5,4,2,3,5,1,4,2,0.968351678
1,0,B,1,5,4,3,2,2,3,1,5,4,6.906440973
1,1,B,3,1,2,4,5,1,2,4,5,3,2.012571215
4,1,B,2,1,3,4,5,1,3,4,5,2,0.982989152
4,1,A,4,1,2,3,5,2,3,4,1,5,0.744961914
1,1,A,1,2,5,3,4,1,3,4,5,2,1.20942577
1,1,A,5,2,3,4,1,2,4,5,1,3,0.91656773
1,3,A,5,3,1,4,2,4,3,2,1,5,1.43190226
4,1,B,2,4,1,3,5,1,2,4,5,3,0.982989152
4,3,B,2,1,3,4,5,1,3,4,5,2,0.55456628
2,1,A,4,3,5,2,1,3,1,5,4,2,0.467775162
1,0,A,3,2,5,1,4,2,1,5,3,4,4.150326522
1,1,B,1,2,3,4,5,1,3,4,5,2,1.197226278
2,1,A,1,2,5,3,4,3,1,4,5,2,0.401150254
4,0,B,2,3,1,5,4,1,3,5,4,2,3.068403213
1,2,A,2,4,3,1,5,2,1,3,4,5,1.320419799
2,2,B,2,1,3,4,5,2,1,4,5,3,0.263189066
4,1,A,1,4,2,3,5,3,2,1,5,4,2.014381388
1,0,B,1,2,3,4,5,1,2,4,5,3,3.737144963
1,3,B,1,2,3,4,5,1,2,3,5,4,2.713182778
1,1,A,1,3,5,2,4,1,3,2,5,4,1.525234434
0,3,B,1,2,3,4,5,1,2,3,5,4,0.124275002
1,2,A,4,2,1,3,5,4,1,2,3,5,1.30710071
0,3,A,1,2,5,3,4,1,2,3,5,4,0.299992098
0,2,A,1,2,4,3,5,1,3,2,5,4,0.211785777
0,2,A,1,2,5,3,4,1,3,4,5,2,0.110644068
1,2,B,1,2,3,4,5,1,3,4,5,2,1.00068496
1,3,A,1,2,5,3,4,1,2,3,5,4,1.889417919
1,3,B,3,1,5,4,2,3,2,4,5,1,1.135418565
4,3,B,1,2,3,4,5,1,3,4,5,2,0.548972364
1,3,A,2,1,4,3,5,1,2,3,5,4,2.713182778
1,3,A,4,5,2,3,1,4,5,2,1,3,2.077147675
0,3,A,5,3,1,4,2,4,5,3,1,2,0.125541339
0,3,A,1,2,4,3,5,3,1,2,5,4,0.229666757
1,2,A,2,3,5,1,4,3,2,5,1,4,1.915428862
1,2,B,1,3,2,4,5,1,4,3,5,2,1.451614748
1,2,B,4,1,5,3,2,4,1,5,2,3,0.785483401
4,3,A,1,2,5,3,4,1,2,3,5,4,1.325185027
2,2,A,1,2,5,3,4,1,2,3,5,4,0.310027991
1,2,A,1,2,5,3,4,1,2,3,5,4,1.451614748
1,3,B,1,2,3,4,5,1,2,3,5,4,1.889417919
1,2,B,2,4,5,3,1,1,2,3,4,5,1.139438819
3,2,A,1,2,3,4,5,1,2,4,5,3,0.769925888
1,2,A,1,2,4,3,5,1,2,4,5,3,1.320419799
2,3,A,1,2,5,3,4,2,1,3,5,4,0.382821121
1,3,A,4,5,1,3,2,5,4,2,1,3,0.8604811
4,3,A,1,5,4,3,2,4,3,2,5,1,0.783415996
4,3,A,1,2,5,3,4,1,3,4,5,2,1.3036604
0,3,B,1,2,3,4,5,1,2,3,5,4,0.295119407
4,3,B,1,2,3,5,4,4,2,3,5,1,0.420280078
0,3,B,2,1,3,4,5,1,2,4,5,3,0.303048956
1,3,B,5,4,3,2,1,2,5,3,1,4,2.077147675
0,2,B,3,5,2,4,1,5,4,3,1,2,0.127269621
0,3,A,1,2,4,3,5,1,4,2,5,3,0.428106447
1,2,A,1,2,5,3,4,1,2,3,5,4,1.320419799
1,2,A,1,3,4,2,5,1,2,4,5,3,1.320419799
1,3,B,1,2,3,4,5,1,3,5,4,2,2.713182778
4,2,B,1,2,3,4,5,1,3,2,5,4,0.644925421
2,3,B,1,2,3,4,5,1,2,3,5,4,0.487703926
1,2,A,1,2,4,3,5,1,3,2,5,4,1.320419799
0,3,A,1,2,4,3,5,2,3,4,5,1,0.229666757
1,2,A,2,1,5,3,4,1,2,3,5,4,1.626046511
0,3,A,4,3,5,2,1,5,4,3,1,2,0.182112918
4,3,B,2,1,3,4,5,1,2,3,5,4,0.922838061
1,2,A,4,1,3,2,5,1,2,3,4,5,1.00068496
1,2,A,4,1,3,2,5,1,2,3,5,4,0.785483401
4,2,A,1,2,5,3,4,1,3,4,5,2,0.644925421
2,2,B,1,2,3,4,5,4,1,5,3,2,0.38178762
4,1,A,1,2,5,3,4,1,2,4,5,3,1.080657493
1,2,B,3,1,4,5,2,1,3,4,5,2,1.320419799
4,2,A,1,2,4,3,5,1,2,3,5,4,0.638420051
1,3,B,1,2,3,4,5,1,2,3,5,4,2.740829557
1,2,B,1,2,3,4,5,1,2,3,5,4,1.915428862
0,3,B,1,2,3,4,5,3,1,2,4,5,0.229666757
3,2,A,1,2,4,3,5,3,1,2,5,4,0.318950204
0,3,A,1,2,5,3,4,2,1,3,5,4,0.229666757
0,3,A,4,2,5,1,3,1,4,3,5,2,0.182112918
4,2,A,1,2,4,3,5,4,3,2,5,1,0.383649362
1,3,B,1,2,3,4,5,1,2,3,5,4,2.740829557
0,3,A,4,2,1,3,5,5,4,3,1,2,0.295119407
0,3,B,1,2,3,4,5,1,4,2,5,3,0.257264422
0,2,B,1,2,3,4,5,1,4,2,5,3,0.206244211
0,3,B,1,2,3,4,5,4,1,3,5,2,0.229666757
0,2,A,1,2,5,3,4,2,1,3,5,4,0.110644068
4,3,A,1,2,4,3,5,1,3,4,5,2,1.338688392
0,3,A,5,4,2,1,3,5,4,2,1,3,0.428106447
0,3,B,1,2,3,4,5,1,2,3,5,4,0.257264422
0,3,A,1,2,4,3,5,1,3,2,5,4,0.295119407
4,2,B,1,2,3,4,5,1,2,3,5,4,0.709004253
4,1,B,1,2,3,5,4,2,3,1,5,4,0.83447948
1,3,B,5,4,3,2,1,4,3,2,1,5,1.43190226
1,3,A,1,2,4,3,5,1,2,3,5,4,1.889417919
2,2,A,1,2,4,3,5,1,2,3,5,4,0.234955843
0,3,B,1,2,3,4,5,1,2,3,5,4,0.177347769
1,3,B,1,2,3,4,5,1,3,2,5,4,3.871872116
2,2,B,1,2,3,4,5,1,2,3,5,4,0.340831911
0,3,A,5,1,2,3,4,5,3,2,1,4,0.177347769
1,2,A,3,4,5,1,2,5,3,4,2,1,1.00068496
1,3,B,5,4,3,2,1,4,2,3,1,5,2.077147675
0,2,B,1,2,3,4,5,2,1,3,4,5,0.110644068
0,3,B,5,2,3,1,4,5,4,3,2,1,0.295119407
2,3,B,4,5,3,2,1,1,4,2,5,3,0.909096284
1,2,B,1,2,3,4,5,1,3,4,5,2,1.00068496
0,3,B,1,2,3,5,4,1,4,2,5,3,0.295119407
0,3,A,1,2,4,3,5,2,1,4,5,3,0.229666757
4,0,B,2,4,5,1,3,3,4,5,2,1,2.027121286
0,3,A,1,2,4,3,5,1,2,3,5,4,0.20890979
0,2,A,1,2,4,3,5,1,2,3,5,4,0.211785777
0,2,A,2,1,5,3,4,5,4,3,1,2,0.145996617
3,3,A,3,4,2,5,1,5,3,2,1,4,0.501739428
4,2,B,1,2,3,4,5,1,2,3,5,4,0.562200797
0,3,A,1,2,4,3,5,2,1,4,5,3,0.257264422
4,2,A,1,2,4,3,5,1,2,3,5,4,0.562200797
0,3,B,1,2,3,4,5,1,3,4,5,2,0.303048956
1,3,A,2,1,5,3,4,1,2,3,5,4,1.603965293
1,3,B,1,2,3,4,5,1,2,3,5,4,2.713182778
4,2,B,1,2,3,4,5,1,2,3,5,4,0.488759082
1,2,A,1,2,5,3,4,1,2,4,5,3,1.320419799
2,1,A,5,4,2,3,1,3,1,2,5,4,0.472541695
2,1,A,1,4,3,2,5,3,2,1,5,4,0.472541695
1,2,A,5,4,2,3,1,5,3,2,1,4,1.915428862
4,1,B,2,1,3,4,5,2,3,1,5,4,0.982989152
4,0,B,1,2,3,4,5,3,1,2,5,4,1.843912846
1,1,A,2,1,5,3,4,3,1,2,5,4,1.525234434
2,1,B,1,2,3,4,5,2,1,3,5,4,0.667542791
4,1,A,4,5,1,3,2,3,2,5,4,1,0.83447948
4,3,A,2,1,4,3,5,1,3,2,5,4,1.3036604
4,1,B,1,4,2,5,3,2,3,4,5,1,1.3886337
1,3,B,1,2,3,4,5,1,2,3,5,4,0.8604811
2,1,A,2,1,4,3,5,1,3,4,5,2,0.283967146
4,1,B,1,2,3,4,5,1,2,3,5,4,0.83447948
