age,gend,race,nws_region,follow,torwatch,torwarn,resp_ignore,resp_prot,resp_busy,resp_unsure,cointoss,bigbucks,acme_pub,choir,fiveside,sixside,mushroom,spc_mar,spc_sli,spc_enh,spc_mod,spc_hig,spc_mar_col,spc_sli_col,spc_enh_col,spc_mod_col,spc_hig_col,rq_4,rq_5,rq_6,edu,is_bluedot,time_taken,page_time
30,1,1,Southern Region,5,NA,2,1,4,2,1,60,50,1,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,1,6,NA,23,35
49,1,1,Western Region,4,1,NA,2,4,2,2,500,1,1,NA,,NA,NA,1,3,4,2,5,1,3,4,5,2,0,0,0,2,NA,30,62
62,1,1,Western Region,4,1,NA,3,3,2,4,500,10,0.1,25,,24,40,2,1,5,3,4,3,1,2,4,5,1,1,1,7,NA,36,68
25,1,1,Eastern Region,2,NA,2,5,1,4,4,500,10,0.1,3,25,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,6,1,24,28
50,1,1,Eastern Region,5,NA,2,1,5,1,1,500,10,0.01,20,30,NA,NA,2,1,3,4,5,1,2,4,5,3,1,1,1,8,NA,29,46
62,1,1,Central Region,4,1,NA,2,3,4,2,500,10,0.001,50,30,NA,NA,4,5,3,2,1,4,5,3,2,1,0,0,0,5,NA,16,40
48,0,1,Southern Region,4,NA,2,2,2,2,2,500,1,1,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,6,NA,33,75
50,1,1,Central Region,4,NA,2,1,3,2,2,500,10,100,30,20,NA,NA,2,1,4,3,5,1,2,3,4,5,0,1,0,4,NA,61,80
59,1,1,Central Region,4,NA,2,4,2,2,2,50,0.001,0.001,NA,,NA,NA,1,2,5,3,4,1,4,3,5,2,0,0,0,7,NA,17,43
57,1,1,Southern Region,5,1,NA,3,4,2,1,500,100,10,NA,,NA,NA,3,4,1,2,5,1,2,3,5,4,1,1,1,4,NA,39,92
59,1,1,Central Region,5,NA,2,1,3,1,2,500,10,0.1,40,30,NA,NA,2,1,5,3,4,1,3,4,5,2,1,1,1,6,1,30,52
60,1,1,Western Region,4,NA,2,1,5,1,1,500,10,0.1,36,30,NA,NA,2,1,4,3,5,1,2,4,5,3,0,1,1,8,1,21,51
33,1,1,Central Region,4,NA,2,1,4,1,1,500,10,10,20,30,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,4,NA,34,77
32,1,1,Southern Region,2,NA,2,4,2,3,4,510,10,0.001,NA,,NA,NA,2,1,5,3,4,1,2,3,4,5,0,0,0,7,NA,20,65
55,1,1,Central Region,4,1,NA,2,3,3,4,500,10,0.1,25,,23,95,2,1,3,4,5,2,1,3,5,4,0,0,0,8,NA,42,73
48,1,1,Western Region,3,NA,2,3,3,3,2,500,10,2,10,5,NA,NA,2,1,5,3,4,3,1,4,5,2,0,0,0,4,1,28,33
48,1,1,Western Region,4,1,NA,1,5,1,1,500,10,0.1,25,,20,NA,2,1,4,3,5,1,2,4,5,3,1,1,1,2,1,42,91
61,1,1,Central Region,3,NA,2,4,3,3,2,500,0.5,1,NA,,NA,NA,2,1,3,4,5,1,2,3,5,4,0,0,0,4,NA,29,64
35,1,1,Southern Region,5,1,NA,1,5,1,1,50,10,10,NA,,NA,NA,2,1,3,4,5,1,3,2,5,4,1,1,1,4,NA,13,25
61,1,1,Eastern Region,5,2,NA,1,5,1,1,500,10,0.001,25,,12,75,2,1,5,3,4,1,2,3,4,5,0,0,0,8,NA,28,51
33,1,1,Central Region,4,NA,2,3,4,3,3,0,100,1,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,2,1,0,5,NA,18,16
59,1,1,Southern Region,4,NA,2,2,3,2,4,500,10,0.1,10,30,NA,NA,2,1,3,4,5,1,4,2,5,3,0,1,0,NA,NA,27,54
61,1,1,Western Region,4,NA,2,3,3,3,4,500,10,0.1,40,30,NA,NA,4,5,2,3,1,5,3,2,1,4,1,1,1,8,NA,38,52
55,1,1,Southern Region,4,1,NA,2,3,4,2,500,10,0.1,40,30,NA,NA,1,2,4,3,5,1,3,2,4,5,0,0,0,8,NA,13,25
62,1,1,Western Region,3,1,NA,2,3,2,3,500,2,1,NA,,NA,NA,3,2,1,4,5,1,2,3,5,4,0,0,0,2,NA,21,46
53,1,1,Eastern Region,4,NA,2,2,4,2,4,500,10,1,20,30,NA,NA,2,1,3,4,5,1,3,4,5,2,0,0,0,7,NA,39,55
38,1,1,Eastern Region,4,1,NA,2,4,2,1,500,10,0.001,40,30,NA,NA,1,2,3,4,5,1,2,3,4,5,0,0,0,6,NA,16,25
43,1,1,Central Region,4,NA,2,3,2,4,2,500,10,0.1,25,,20,NA,2,1,4,3,5,2,3,1,5,4,0,0,0,4,1,18,24
37,1,1,Eastern Region,3,NA,2,2,3,3,4,50,100,1,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,1,NA,29,81
40,1,1,Southern Region,3,NA,2,5,4,5,4,20,5,10,NA,,NA,NA,4,5,2,1,3,2,5,4,3,1,2,1,1,7,NA,15,96
62,1,1,Central Region,3,NA,2,2,2,2,2,500,10,0.1,25,,22,50,2,1,5,3,4,1,2,3,4,5,0,0,0,5,NA,26,58
25,1,1,Eastern Region,4,NA,2,2,4,1,1,750,50,100,NA,,NA,NA,2,1,3,4,5,1,3,4,5,2,0,0,1,2,NA,36,28
64,1,1,Southern Region,3,1,NA,2,4,2,1,500,100,0.001,NA,,NA,NA,2,1,5,3,4,1,2,3,5,4,1,1,0,3,NA,35,73
53,1,1,Central Region,4,NA,2,1,4,1,1,500,10,0,40,30,NA,NA,2,1,4,3,5,4,2,3,5,1,0,0,0,7,NA,67,46
50,1,1,Western Region,3,1,NA,3,3,3,3,500,10,0.01,10,30,NA,NA,1,2,4,3,5,1,3,2,5,4,0,0,0,6,NA,14,42
40,1,1,Western Region,4,NA,2,3,1,2,4,500,10,0.1,25,,20,NA,2,1,3,4,5,1,2,3,5,4,0,1,0,4,1,26,45
62,1,1,Central Region,4,1,NA,3,4,1,1,50,10,0.1,20,30,NA,NA,5,4,2,3,1,3,4,5,2,1,0,0,1,7,NA,22,47
57,1,1,Central Region,4,1,NA,4,2,2,2,500,100,10,NA,,NA,NA,1,2,3,4,5,1,3,2,5,4,0,0,0,4,NA,33,89
49,1,1,Southern Region,4,1,NA,2,2,3,3,500,10,0.1,40,30,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,3,NA,28,50
46,1,1,Western Region,4,NA,2,2,4,2,1,500,10,0.001,30,35,NA,NA,2,1,5,3,4,1,3,2,5,4,0,0,0,4,NA,42,59
45,1,1,Eastern Region,5,1,NA,1,5,1,1,600,10,10,NA,,NA,NA,2,1,3,4,5,1,2,3,4,5,1,1,1,4,NA,39,113
50,1,1,Eastern Region,4,1,NA,4,1,5,2,500,10,10,1,37,NA,NA,2,1,4,3,5,1,3,2,5,4,0,0,0,2,1,46,82
61,1,1,Eastern Region,5,1,NA,1,5,1,1,500,5,1,NA,,NA,NA,2,1,3,4,5,1,2,3,5,4,0,0,1,6,NA,17,51
33,1,1,Eastern Region,3,NA,2,3,3,3,3,500,5,0.001,NA,,NA,NA,1,2,5,3,4,1,3,2,5,4,2,2,2,2,NA,37,14
56,1,1,Eastern Region,4,2,NA,1,5,1,2,60,20,1,NA,,NA,NA,4,5,1,3,2,4,1,2,5,3,1,1,1,5,NA,17,32
53,1,1,Eastern Region,4,1,NA,2,4,2,2,500,10,1,70,25,NA,NA,5,2,3,4,1,5,2,4,1,3,0,0,NA,4,NA,20,44
51,1,1,Central Region,5,NA,2,1,4,2,1,500,10,1,1,10,NA,NA,1,2,4,3,5,1,2,3,4,5,0,1,1,6,NA,17,48
60,1,1,Eastern Region,4,1,NA,1,1,1,1,500,10,0.1,10,30,NA,NA,2,3,1,4,5,1,2,3,5,4,1,1,1,7,NA,22,53
45,1,1,Eastern Region,4,1,NA,4,4,4,4,500,10,1,10,5,NA,NA,2,1,3,4,5,1,4,3,5,2,0,0,0,6,NA,10,14
63,1,1,Western Region,2,1,NA,3,3,3,4,500,10,0.1,35,30,NA,NA,2,1,4,3,5,1,2,3,5,4,0,2,1,6,NA,17,34
43,1,1,Central Region,3,NA,2,3,3,3,2,500,10,0.1,10,30,NA,NA,1,2,4,3,5,1,4,2,5,3,0,0,1,7,NA,11,23
61,1,1,Eastern Region,5,2,NA,3,3,3,3,50,1,1,NA,,NA,NA,1,2,5,3,4,5,3,2,1,4,0,0,0,2,1,17,30
48,1,1,Eastern Region,3,1,NA,1,5,1,1,500,10,0.1,10,30,NA,NA,1,2,4,3,5,2,3,1,5,4,0,0,0,6,1,38,88
41,1,1,Western Region,5,2,NA,3,3,3,2,400,10,1,NA,,NA,NA,3,1,2,4,5,1,3,4,5,2,0,0,0,4,NA,49,52
57,1,1,Southern Region,NA,2,NA,4,3,4,4,500,10,1,10,30,NA,NA,2,1,4,3,5,1,4,2,5,3,0,0,0,6,NA,24,50
45,1,1,Central Region,4,NA,2,2,4,2,4,500,10,0.1,10,15,NA,NA,1,3,4,2,5,1,4,3,5,2,1,0,1,6,NA,14,17
63,1,1,Southern Region,4,NA,2,1,4,3,2,500,10,1,10,30,NA,NA,1,2,4,3,5,1,4,2,5,3,0,0,0,2,1,25,48
36,1,1,Central Region,2,NA,2,1,4,2,1,500,10,0.01,25,,46,67,2,1,4,3,5,1,2,3,4,5,1,0,0,6,NA,18,34
35,1,1,Eastern Region,2,1,NA,3,1,4,4,500,1,1,NA,,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,7,NA,20,25
46,1,1,Western Region,2,1,NA,3,3,3,4,500,10,0.1,20,13.3,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,4,NA,26,31
45,1,1,Central Region,4,NA,2,1,4,1,1,500,10,1,20,25,NA,NA,1,2,3,4,5,1,2,3,5,4,0,1,0,5,NA,15,31
55,1,1,Eastern Region,4,NA,2,4,3,3,4,500,10,0.1,33,35,NA,NA,1,2,3,4,5,1,2,3,5,4,0,0,0,7,NA,18,16
58,1,1,Central Region,5,1,NA,2,4,2,2,500,1,1,NA,,NA,NA,3,1,2,4,5,2,1,3,5,4,0,1,1,8,NA,24,61
45,1,1,Eastern Region,3,1,NA,3,4,3,2,500,1,1,NA,,NA,NA,2,1,4,3,5,1,4,2,5,3,1,0,1,6,NA,13,48
64,1,1,Southern Region,2,1,NA,2,4,3,2,500,10,1,33,3,NA,NA,2,1,4,3,5,1,2,3,4,5,1,1,0,4,1,20,47
42,1,1,Eastern Region,4,NA,2,1,4,1,1,500,10,0.01,20,30,NA,NA,2,1,4,3,5,4,1,3,5,2,0,0,1,4,1,48,100
37,1,1,Eastern Region,4,NA,2,2,4,2,2,500,10,0.1,10,30,NA,NA,1,2,4,3,5,1,2,3,5,4,1,1,0,6,1,24,52
35,1,1,Western Region,4,1,NA,1,5,1,1,500,10,0.1,25,,20,NA,1,2,5,3,4,1,3,2,5,4,1,1,1,7,NA,19,34
63,1,1,Southern Region,4,1,NA,1,5,1,2,500,10,1,10,20,NA,NA,5,4,3,2,1,5,4,3,2,1,1,1,1,5,NA,22,42
63,1,1,Western Region,4,1,NA,3,3,3,3,500,100,0.1,20,10,NA,NA,2,1,5,3,4,3,4,2,5,1,1,0,2,4,NA,25,54
64,0,1,Eastern Region,5,NA,2,4,2,3,4,500,1,1,NA,,NA,NA,1,3,2,4,5,2,1,4,3,5,0,0,0,5,1,33,53
55,1,1,Southern Region,3,NA,2,2,4,1,2,450,100,1,NA,,NA,NA,3,1,4,5,2,3,1,4,5,2,1,1,1,5,NA,27,34
31,1,1,Western Region,3,NA,2,5,1,1,1,500,3,0.0004,NA,,NA,NA,1,2,5,3,4,1,2,3,4,5,0,0,0,4,NA,19,38
55,1,1,Eastern Region,2,1,NA,2,4,2,2,50,10,1,NA,,NA,NA,2,4,3,1,5,1,5,2,4,3,0,0,0,2,NA,25,71
34,1,1,Central Region,4,NA,2,2,4,2,2,500,10,0.01,10,30,NA,NA,1,2,4,3,5,1,3,5,4,2,0,0,1,4,NA,22,38
35,1,1,Central Region,4,NA,2,2,5,2,2,50,10,10,NA,,NA,NA,1,2,3,4,5,1,3,4,5,2,0,0,0,2,NA,16,15
34,1,1,Central Region,5,NA,2,2,3,2,2,500,10,0.001,60,33,NA,NA,2,1,5,3,4,1,2,3,4,5,0,0,0,6,1,20,17
64,1,1,Eastern Region,4,NA,1,3,3,2,2,500,10,0.1,25,,20,NA,1,2,3,4,5,1,3,4,5,2,0,0,1,7,NA,26,59
35,1,1,Eastern Region,3,NA,2,2,3,3,2,500,10,0.01,20,30,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,6,NA,16,35
61,1,1,Eastern Region,4,NA,2,3,1,4,3,500,10,0.001,3,3,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,6,NA,23,53
34,1,1,Western Region,5,1,NA,3,4,3,2,500,10,0.01,20,15,NA,NA,4,3,5,1,2,1,2,3,4,5,0,0,1,4,1,64,263
49,0,1,Eastern Region,4,NA,3,3,2,2,3,500,10,1,10,30,NA,NA,1,2,4,3,5,1,2,4,5,3,0,0,0,6,NA,21,57
29,1,1,Eastern Region,3,NA,2,1,4,1,2,500,10,0.1,25,,20,NA,1,2,4,3,5,1,2,3,4,5,0,0,0,6,1,27,37
42,1,1,Western Region,3,NA,2,1,4,1,2,500,10,0.1,25,,24,50,1,2,4,3,5,1,3,4,5,2,0,0,0,7,NA,18,26
25,1,1,Eastern Region,3,NA,1,3,3,3,1,500,100,6,NA,,NA,NA,2,1,3,4,5,1,2,3,4,5,2,2,2,2,1,19,16
38,1,1,Eastern Region,5,2,NA,5,2,2,4,550,10,1,NA,,NA,NA,2,1,5,3,4,2,3,1,5,4,0,0,1,6,NA,24,75
41,1,1,Central Region,4,NA,2,3,3,2,1,500,1,1,NA,,NA,NA,1,2,4,3,5,2,1,3,5,4,1,1,1,6,1,14,28
58,1,1,Central Region,5,NA,2,2,5,2,2,50,10,0.001,NA,,NA,NA,4,5,2,3,1,2,4,5,1,3,1,1,1,7,NA,12,33
40,1,1,Southern Region,2,NA,2,1,4,1,1,500,10,0.1,25,,23,10,2,1,4,3,5,1,2,3,5,4,1,1,1,6,NA,18,51
25,1,1,Central Region,4,NA,2,3,4,2,5,500,500,50,NA,,NA,NA,1,4,3,5,2,3,2,1,4,5,2,1,1,6,NA,10,12
64,1,1,Eastern Region,4,1,NA,2,3,1,2,500,1,0.01,NA,,NA,NA,2,3,1,4,5,1,2,4,5,3,1,0,0,6,NA,21,46
55,1,1,Western Region,1,1,NA,3,3,3,3,500,1,1,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,2,NA,26,74
64,1,1,Southern Region,4,1,NA,2,4,2,2,500,1,0.05,NA,,NA,NA,2,1,3,4,5,1,2,3,5,4,1,1,0,6,NA,27,59
53,1,1,Central Region,4,NA,2,2,4,2,3,50,50,50,NA,,NA,NA,1,4,5,3,2,4,3,2,5,1,0,0,1,3,NA,10,28
38,1,1,Eastern Region,5,NA,2,4,3,2,2,500,10,0.1,25,,20,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,4,NA,33,51
48,1,1,Southern Region,4,NA,2,3,2,3,2,500,10,0.1,25,,20,NA,1,2,4,3,5,1,2,3,4,5,1,1,0,8,NA,20,62
28,1,1,Western Region,2,NA,2,5,1,1,5,501,10,0.01,NA,,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,6,NA,17,33
63,1,1,Southern Region,4,1,NA,1,4,1,1,500,10,0.5,30,25,NA,NA,5,4,3,2,1,1,2,3,5,4,1,1,1,2,NA,25,57
35,1,1,Southern Region,3,NA,2,2,4,1,1,50,10,0.1,50,50,NA,NA,2,1,4,3,5,1,2,3,4,5,0,0,0,2,NA,28,212
62,1,1,Eastern Region,4,1,NA,2,2,3,1,500,100,1,NA,,NA,NA,4,3,5,2,1,1,2,3,5,4,0,0,1,6,NA,15,61
54,1,1,Central Region,4,1,NA,3,3,3,3,500,10,1,15,25,NA,NA,1,2,3,4,5,1,2,3,5,4,1,1,2,2,NA,15,37
60,1,1,Western Region,4,NA,2,2,4,2,2,50,1,1,NA,,NA,NA,4,2,5,3,1,5,2,4,1,3,0,0,1,6,1,27,57
46,1,1,Western Region,4,NA,2,NA,NA,NA,NA,500,1,10,NA,,NA,NA,2,1,5,3,4,1,2,4,3,5,NA,NA,NA,NA,NA,13,NA
37,1,1,Central Region,5,NA,2,1,5,1,1,75,100,100,NA,,NA,NA,1,2,4,3,5,1,3,4,5,2,0,0,0,5,NA,43,105
41,1,1,Central Region,3,1,NA,2,3,1,1,5,1,1,NA,,NA,NA,3,1,2,4,5,1,4,2,3,5,1,1,1,4,NA,43,86
29,1,1,Southern Region,3,1,NA,4,3,4,3,50,6,5,NA,,NA,NA,5,1,4,2,3,2,1,3,5,4,2,2,2,1,NA,16,16
62,1,1,Southern Region,4,1,NA,2,3,2,2,45,10,45,NA,,NA,NA,1,3,4,2,5,2,3,4,5,1,0,0,0,4,NA,17,35
54,1,1,Western Region,3,1,NA,3,3,3,3,500,10,0.1,25,,23,5,5,4,2,3,1,5,1,2,4,3,0,0,0,6,NA,28,42
61,1,1,Southern Region,3,NA,1,2,4,2,2,500,10,1,10,25,NA,NA,3,1,5,2,4,1,2,3,4,5,0,0,0,4,NA,23,61
50,1,1,Eastern Region,4,NA,2,1,3,1,2,500,10,0.001,25,,10,95,1,2,3,4,5,1,2,3,5,4,0,0,0,5,NA,45,38
36,1,1,Eastern Region,3,NA,2,3,2,2,4,500,10,0.1,4,30,NA,NA,3,1,2,4,5,1,2,3,5,4,0,0,0,7,NA,27,24
39,1,1,Southern Region,3,2,NA,3,3,3,3,500,100,10,NA,,NA,NA,4,1,2,3,5,4,1,3,2,5,1,1,1,2,NA,18,17
44,1,1,Eastern Region,5,2,NA,2,5,1,1,420,10,1,NA,,NA,NA,2,1,5,3,4,1,2,4,5,3,1,1,1,7,NA,10,21
47,1,1,Eastern Region,5,1,NA,1,4,2,1,500,10,0.001,10,30,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,NA,34,46
63,1,1,Eastern Region,4,2,NA,2,4,2,NA,500,10,1,25,,23,80,4,5,2,3,1,4,2,5,1,3,NA,1,1,6,NA,23,56
56,1,1,Central Region,3,NA,2,4,1,3,4,500,1,1,NA,,NA,NA,1,4,2,5,3,1,2,3,5,4,0,0,0,4,NA,14,35
53,0,1,Central Region,2,1,NA,4,1,3,3,500,100,10,NA,,NA,NA,2,1,5,3,4,1,2,4,5,3,0,0,0,4,NA,26,37
56,1,1,Eastern Region,4,1,NA,2,4,2,2,500,10,0.01,10,3,NA,NA,3,5,2,4,1,5,3,4,1,2,1,1,1,6,NA,14,18
56,1,1,Eastern Region,4,NA,2,1,4,1,1,500,10,0,25,,20,NA,2,1,4,3,5,2,3,4,5,1,0,0,0,6,NA,27,39
61,1,1,Central Region,4,1,NA,2,4,2,1,500,10,0.1,1,30,NA,NA,5,4,1,3,2,5,2,3,1,4,0,0,0,7,NA,25,57
48,1,1,Eastern Region,5,NA,2,1,5,1,1,500,10,0.1,50,10,NA,NA,5,4,3,2,1,5,4,2,1,3,1,1,1,6,1,13,30
60,1,1,Eastern Region,5,NA,2,3,3,3,3,50,1,1,NA,,NA,NA,2,1,4,3,5,2,1,4,5,3,0,0,0,2,NA,19,46
50,1,1,Western Region,4,NA,2,2,4,3,3,500,10,0.1,25,,20,NA,1,2,5,3,4,1,2,3,4,5,0,1,0,7,NA,31,53
56,1,1,Southern Region,5,1,NA,1,5,1,1,500,10,0.1,25,,22,4,1,2,4,3,5,1,2,3,4,5,0,0,0,6,NA,28,34
55,1,1,Western Region,4,1,NA,2,3,4,3,500,10,0.1,25,,23.33,80,2,1,3,4,5,1,3,4,5,2,1,0,0,6,NA,26,48
36,1,1,Southern Region,4,NA,2,2,2,2,3,500,10,0.1,12,30,NA,NA,2,1,5,3,4,1,2,3,4,5,0,0,0,8,NA,14,23
62,1,1,Central Region,4,NA,2,2,2,3,4,60,25,1,NA,,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,2,NA,11,23
25,1,1,Central Region,4,NA,2,3,4,3,2,4,6,80,NA,,NA,NA,3,4,1,2,5,2,5,1,4,3,1,2,2,7,NA,29,17
40,1,1,Southern Region,4,NA,2,3,3,4,4,40,1,10,NA,,NA,NA,2,1,4,3,5,1,3,2,4,5,0,0,0,6,NA,17,34
59,1,1,Eastern Region,3,1,NA,3,3,2,2,500,10,0.001,55,30,NA,NA,4,5,3,2,1,1,4,2,5,3,NA,0,0,7,NA,24,40
54,1,1,Southern Region,4,1,NA,1,3,3,1,500,10,0.001,8,30,NA,NA,5,4,2,3,1,4,5,3,1,2,1,1,1,7,NA,18,48
39,1,1,Southern Region,5,NA,2,2,3,2,2,500,10,0.1,33.33333333,30,NA,NA,5,4,3,2,1,1,2,3,4,5,0,0,0,7,NA,22,31
38,1,1,Southern Region,2,1,NA,3,3,3,3,500,10,0.1,10,33,NA,NA,2,1,4,3,5,1,3,4,5,2,0,0,0,6,NA,25,25
63,1,1,Central Region,4,NA,2,2,3,3,2,500,100,0.01,NA,,NA,NA,2,1,5,3,4,1,2,3,5,4,0,0,0,7,NA,16,27
43,1,1,Western Region,4,NA,2,3,2,4,4,50,10,0.1,30,30,NA,NA,1,2,3,4,5,2,3,4,5,1,0,1,0,6,NA,22,51
47,1,1,Western Region,5,NA,2,1,2,1,4,500,1,1,NA,,NA,NA,4,5,2,3,1,1,3,2,5,4,0,0,0,6,NA,22,79
58,1,1,Central Region,4,1,NA,2,4,2,1,500,1,1,NA,,NA,NA,2,1,3,4,5,1,2,3,4,5,0,1,1,5,NA,31,115
61,1,1,Western Region,4,NA,2,3,3,3,3,50,1,1,NA,,NA,NA,3,5,1,2,4,1,4,3,5,2,2,1,1,2,NA,19,23
47,1,1,Central Region,4,1,NA,1,5,1,1,500,10,0.1,10,30,NA,NA,1,2,3,4,5,1,2,3,4,5,1,1,1,6,NA,20,36
37,1,1,Central Region,4,NA,2,1,4,1,2,500,1,0.01,NA,,NA,NA,2,1,4,3,5,1,2,4,5,3,0,0,0,6,NA,15,31
36,1,1,Central Region,5,NA,2,2,3,1,1,500,10,0.1,25,,20,NA,3,1,2,4,5,1,2,3,4,5,0,0,0,6,1,24,36
38,1,1,Western Region,2,NA,2,4,3,3,2,500,10,0.1,25,,20,NA,2,1,3,4,5,2,3,4,5,1,1,1,1,8,NA,24,58
64,1,1,Eastern Region,5,1,NA,1,4,1,1,500,10,0.1,33,30,NA,NA,1,2,4,3,5,1,2,3,5,4,0,0,0,7,NA,19,42
59,1,1,Western Region,4,NA,1,1,4,NA,1,500,10,1,33,25,NA,NA,4,2,5,3,1,2,4,5,1,3,0,0,1,3,NA,12,40
55,1,1,Eastern Region,4,NA,2,3,3,3,3,500,10,0.001,25,,20,NA,2,1,4,3,5,2,1,3,5,4,1,0,1,6,NA,21,68
55,1,1,Eastern Region,4,NA,2,4,3,4,5,500,10,0.1,40,33,NA,NA,2,1,4,3,5,1,3,4,5,2,1,1,0,6,NA,27,48
55,1,1,Southern Region,4,NA,2,3,3,3,2,50,1,1,NA,,NA,NA,3,2,1,4,5,1,4,3,5,2,0,0,0,7,NA,14,37
58,1,1,Eastern Region,5,NA,1,NA,3,4,2,500,10,0.1,15,25,NA,NA,1,3,2,4,5,1,3,4,5,2,0,0,0,3,NA,13,29
62,1,1,Southern Region,1,3,NA,5,1,5,3,500,1,1,NA,,NA,NA,2,1,4,3,5,3,4,5,1,2,0,0,0,1,NA,13,26
64,1,1,Central Region,4,NA,2,1,4,2,1,500,10,0.1,10,30,NA,NA,1,2,4,3,5,1,2,3,5,4,1,1,1,7,NA,22,42
42,1,1,Central Region,4,1,NA,4,4,3,1,500,10,0.1,25,,20,NA,2,1,4,3,5,1,2,3,4,5,0,1,1,7,1,16,28
60,1,1,Western Region,3,NA,1,3,4,3,2,500,10,0.1,25,,20,NA,2,1,4,3,5,1,2,3,5,4,0,0,0,6,NA,20,34
61,1,1,Eastern Region,4,1,NA,2,3,5,5,500,25,3,NA,,NA,NA,4,2,1,3,5,2,1,3,5,4,0,0,0,2,NA,31,80
56,1,1,Western Region,4,1,NA,2,4,3,1,500,10,10,10,30,NA,NA,2,1,4,3,5,1,3,2,4,5,1,1,1,4,1,20,45
48,1,1,Southern Region,4,1,NA,2,2,3,2,500,10,0.1,25,,14,4,1,2,4,3,5,2,3,4,5,1,1,0,1,7,NA,19,42
54,1,1,Western Region,3,NA,2,4,3,3,4,500,10,1,25,,10,10,4,5,2,3,1,4,3,2,5,1,1,1,1,4,NA,14,18
62,1,1,Eastern Region,5,NA,2,3,4,2,2,500,10,0.01,25,,10,8,2,1,4,3,5,3,1,2,5,4,0,0,0,6,NA,26,58
31,1,1,Eastern Region,3,NA,2,3,4,2,3,500,50,50,NA,,NA,NA,2,1,4,3,5,1,2,3,5,4,1,1,2,4,NA,27,54
53,1,1,Southern Region,1,1,NA,1,4,2,1,500,10,0.1,20,25,NA,NA,1,2,4,3,5,1,3,2,5,4,1,1,1,6,NA,25,56
64,1,1,Eastern Region,4,NA,1,2,3,2,2,50,50,59,NA,,NA,NA,1,4,2,3,5,1,2,3,5,4,0,0,1,5,NA,17,44
56,1,1,Southern Region,4,1,NA,3,3,3,2,50,10,0.01,NA,,NA,NA,3,1,5,2,4,1,3,2,5,4,0,0,0,4,NA,30,79
57,1,1,Central Region,4,1,NA,3,2,2,2,500,10,10,40,33,NA,NA,1,3,2,4,5,1,2,4,5,3,0,0,0,5,NA,18,25
58,1,1,Western Region,5,2,NA,1,3,1,1,500,10,10,30,10,NA,NA,1,2,4,3,5,1,2,3,4,5,0,1,1,4,NA,26,40
63,1,1,Western Region,5,NA,2,4,2,2,2,500,0.1,0.1,25,,20,NA,1,2,4,3,5,1,3,2,5,4,0,0,0,6,NA,29,50
50,1,1,Southern Region,4,NA,2,2,3,2,2,50,10,0.1,25,,40,15,2,1,3,4,5,1,3,2,4,5,2,2,2,4,NA,19,51
58,1,1,Central Region,4,NA,2,2,4,2,1,500,10,0.1,25,,35,50,1,2,4,3,5,1,2,3,4,5,0,NA,0,6,NA,24,64
40,1,1,Central Region,2,1,NA,4,2,3,2,531,10,0.01,NA,,NA,NA,1,2,5,3,4,1,2,3,5,4,1,1,0,2,NA,23,52
64,1,1,Eastern Region,2,1,NA,3,3,3,3,50,60,0,NA,,NA,NA,3,1,4,2,5,5,3,2,1,4,0,0,0,2,1,13,33
57,1,1,Central Region,4,1,NA,3,3,3,3,50,10,0.1,20,3,NA,NA,3,1,4,2,5,1,2,4,5,3,0,0,0,6,NA,15,21
49,1,1,Eastern Region,4,1,NA,1,4,2,2,500,10,0.1,10,30,NA,NA,2,1,4,3,5,1,2,3,5,4,0,0,1,7,NA,30,55
46,1,1,Eastern Region,5,NA,2,4,3,3,2,500,10,1,30,30,NA,NA,3,1,4,2,5,1,3,2,5,4,1,0,0,4,1,55,83
49,0,1,Eastern Region,4,1,NA,4,1,3,1,500,10,0.1,0.4,0.6,NA,NA,2,5,1,3,4,3,1,2,5,4,0,0,1,8,NA,20,37
59,1,1,Western Region,3,NA,2,2,4,2,2,500,100,0.1,25,,20,NA,5,4,2,3,1,1,2,3,4,5,1,1,0,7,NA,30,72
53,1,1,Western Region,4,NA,2,3,3,3,3,500,10,0.1,40,25,NA,NA,3,2,1,4,5,1,2,3,4,5,0,0,0,6,NA,14,26
58,1,1,Western Region,5,NA,2,2,4,2,2,50,10,0.1,10,30,NA,NA,1,2,4,3,5,1,2,3,5,4,1,1,0,7,NA,23,65
