"p_id","age","age_group","gend","hisp","race","forcast_loc","forcast_time","forcast_prob","forcast_sev","forcast_impact","forcast_safe","five_days","three_days","two_days","one_day","income","edu","nws_region","TC"
"60d9e388-b7c4-a136-43a3-c52d833ebfbc",71,6,1,0,1,1,3,4,2,5,6,1,2,4,6,2,7,"Eastern Region",0
"60db5af7-aa4b-8cca-712d-7471ebda1f2e",28,2,0,0,1,3,1,2,5,6,4,6,4,2,1,1,2,"Eastern Region",0
"60d9e617-0eb9-1804-217d-bc8f286011d8",71,6,1,0,1,3,2,1,6,5,4,3,2,4,1,3,6,"Eastern Region",0.294117647058824
"60d9e326-4107-71fa-7ab6-73e9b632ced3",75,6,1,0,1,1,3,2,6,5,4,2,2,3,5,2,6,"Eastern Region",0.294117647058824
"60d9e455-a2ff-0c37-0355-982ff29d60e7",77,6,1,0,1,2,3,1,4,5,6,3,1,4,5,1,2,"Eastern Region",0
"60d20ce0-dde5-1da9-f6bf-70dfa07e3f0f",57,5,1,0,1,1,2,5,3,4,6,3,2,1,4,1,3,"Eastern Region",0
"60d354b6-6f5f-f2ce-f531-f6b99e14ee6e",56,5,0,1,1,1,4,5,3,6,2,3,3,4,6,1,6,"Eastern Region",0
"60db531d-fe9a-ed95-5b72-2fba3cdd30e6",31,2,0,0,1,4,3,2,6,5,1,1,2,4,5,1,2,"Eastern Region",0
"60d20de8-49c2-5a3a-147c-71e06f776f74",58,5,0,1,1,NA,NA,NA,NA,NA,NA,1,2,3,4,1,6,"Eastern Region",0
"60db53e0-3679-8872-1dae-c271fc89a0d5",57,5,0,0,1,2,6,1,4,3,5,1,1,4,6,3,6,"Eastern Region",0
"60db51c5-bb3d-8070-faad-47e478b4f003",28,2,0,0,1,1,5,4,6,3,2,2,3,3,4,1,6,"Eastern Region",0
"60db4bb8-2958-edd4-38d2-6e7a43d98778",54,4,0,0,1,3,4,5,1,2,6,1,5,4,5,1,2,"Eastern Region",1.17647058823529
"60d2099c-91a1-d03c-81eb-b2124524d8e8",73,6,1,0,1,1,3,6,2,4,5,2,5,4,5,1,4,"Eastern Region",0.294117647058824
"60d9fcb2-ea40-f3b1-6fcd-cb90af63b40c",58,5,0,0,1,2,1,3,4,6,5,1,2,4,5,1,6,"Eastern Region",0.294117647058824
"60d49b0c-fa61-ccea-e9a6-69e438364f9b",49,4,1,0,1,3,4,2,1,5,6,3,2,3,3,3,6,"Eastern Region",1.91176470588235
"60d9e3b5-f0e7-1b3b-77ce-bb350f455320",54,4,1,0,1,3,2,1,6,5,4,3,1,5,1,2,5,"Eastern Region",1.91176470588235
"60db4db3-9aa9-ee30-b8c5-0dcfe75753a1",50,4,0,0,1,3,2,1,5,4,6,1,2,5,6,1,6,"Eastern Region",1.91176470588235
"60d3fba7-6c6a-cbc6-b0c3-c6222dbc8d44",48,4,0,1,1,4,3,1,2,6,5,3,2,1,6,3,7,"Eastern Region",1.91176470588235
"60d38268-b911-7d74-cd37-13fc176c2659",53,4,0,1,1,NA,NA,NA,NA,NA,NA,5,1,4,4,1,4,"Eastern Region",1.91176470588235
"60d9eb7f-a039-568f-08ff-fe93e9969588",69,6,1,0,1,3,2,1,4,5,6,1,2,3,4,2,6,"Eastern Region",1.91176470588235
"60d3a8ba-0186-a968-4909-781c8d6c5dba",62,5,0,1,1,1,6,2,3,4,5,1,5,6,2,1,2,"Eastern Region",1.91176470588235
"60db422c-4c9a-1223-d819-bc0d43f82d82",25,2,0,0,1,4,3,6,1,2,5,2,5,4,6,2,4,"Eastern Region",1.91176470588235
"60d3a729-3de2-8745-7ad9-0e410217d585",32,2,1,0,2,NA,NA,NA,NA,NA,NA,3,3,6,3,4,7,"Southern Region",1.91176470588235
"60d4a934-28d9-8ccc-3bce-9646dbf3d024",40,3,0,0,2,1,4,2,3,5,6,1,2,4,5,2,2,"Eastern Region",1.91176470588235
"60d9f923-393c-6fd4-9b78-90146ca64c7b",51,4,1,0,1,2,4,1,3,6,5,6,3,2,1,4,7,"Eastern Region",1.91176470588235
"60d429d1-6d46-cdd3-7fab-8235d654e7dd",20,1,0,1,2,NA,NA,NA,NA,NA,NA,2,3,4,6,2,7,"Eastern Region",1.91176470588235
"60d5e8b0-cf0b-c068-a4b3-c1ed5a3767fb",40,3,0,0,2,NA,NA,NA,NA,NA,NA,4,3,3,5,1,1,"Eastern Region",2.94117647058824
"60d4e5fe-a291-a6fe-ce5b-33d9ab31c443",64,5,0,0,2,4,6,5,1,3,2,1,2,3,4,NA,2,"Eastern Region",2.94117647058824
"60d5ec2c-55af-2946-4274-e4f3050b18a5",37,3,0,0,2,NA,NA,NA,NA,NA,NA,3,2,5,6,2,4,"Eastern Region",2.94117647058824
"60d20f1d-c2fc-43cf-45a0-c6054e1639f4",36,3,0,0,1,1,2,6,3,4,5,1,4,5,6,1,6,"Eastern Region",2.94117647058824
"60d49b8a-ad13-a2bc-76e7-d409accff825",31,2,0,0,4,6,3,2,5,4,1,6,6,6,6,2,2,"Eastern Region",0.441176470588235
"60db5ad5-372b-c7b6-1541-8a91454f08fa",33,2,0,0,1,1,3,6,2,4,5,2,4,5,4,1,6,"Eastern Region",0.441176470588235
"60d3cf60-cb3f-32c6-5680-efed113bf1fc",19,1,0,1,1,4,3,6,5,1,2,6,1,2,5,1,1,"Eastern Region",0.441176470588235
"60d20820-fad5-6329-3693-07c03ee9626d",49,4,0,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,1,5,"Eastern Region",0.441176470588235
"60d2ef68-a422-297c-0797-a74e0853871f",22,1,0,1,1,1,6,2,3,5,4,1,4,6,5,1,6,"Eastern Region",0.441176470588235
"60db54f8-0f62-adb1-69aa-03d9cae19514",54,4,0,0,1,2,1,3,4,5,6,5,6,4,4,1,4,"Eastern Region",0.441176470588235
"60d27ff5-0a47-efa6-fec7-64e98e0e20bb",38,3,1,1,2,6,2,1,4,3,5,3,5,4,3,3,5,"Eastern Region",0.441176470588235
"60d9ee36-5712-1d91-aa24-b0582508f824",67,6,1,0,1,3,2,4,1,6,5,3,1,2,4,3,6,"Eastern Region",0.441176470588235
"60d5550b-bbb2-981e-5faf-fbebed66f7d5",68,6,0,0,2,2,3,1,4,6,5,1,3,5,2,1,4,"Eastern Region",0.441176470588235
"60d209ee-77d6-f7a2-3a77-53fb5fd7b84b",77,6,0,0,1,1,2,4,5,6,3,1,1,1,5,1,4,"Eastern Region",0.441176470588235
"60d34b57-e55c-d1fc-9c76-7ebd844e972c",33,2,0,1,1,2,6,5,4,1,3,2,1,5,4,1,6,"Eastern Region",0.441176470588235
"60d49cdc-2688-1dc9-3a51-667820625dc0",56,5,1,0,2,1,2,5,4,3,6,3,4,2,3,2,6,"Eastern Region",1.91176470588235
"60d9fa6c-d61d-dc8e-5a1b-5b60d3f69f69",34,2,1,0,1,5,4,3,1,2,6,3,1,2,6,1,6,"Eastern Region",1.91176470588235
"60db4919-7bbd-abd1-2e73-4e8b7e927547",33,2,0,0,1,3,4,1,2,5,6,3,2,1,5,2,4,"Eastern Region",1.91176470588235
"60db3fbd-010f-ce85-d681-8b0fc4ff8087",24,1,0,0,1,1,6,2,4,3,5,1,2,5,4,1,6,"Eastern Region",1.91176470588235
"60d9f09c-ad0d-188f-b850-1f0b52d1856f",78,6,1,0,1,2,3,1,4,5,6,1,3,4,4,2,4,"Eastern Region",1.91176470588235
"60d4b4e8-54c4-354d-d3ab-b2c83b990338",38,3,0,0,2,1,3,2,6,5,4,1,2,4,5,1,4,"Eastern Region",1.91176470588235
"60db516a-72b4-72ad-ecd4-db2655c3f544",48,4,0,0,1,NA,NA,NA,NA,NA,NA,1,2,3,4,1,2,"Eastern Region",1.91176470588235
"60d9e592-d425-5ac7-f504-07cfbce67607",32,2,1,0,1,2,3,6,1,5,4,6,4,1,2,1,2,"Eastern Region",3.52941176470588
"60d9e80a-37cf-83a6-0aee-4a762c042a76",69,6,1,0,1,1,5,2,3,4,6,1,1,1,1,1,5,"Eastern Region",3.52941176470588
"60d20966-7a00-bdfe-2157-4cc1badbc77c",31,2,0,0,1,3,1,5,4,2,6,4,6,2,4,1,6,"Eastern Region",3.52941176470588
"60d9ef71-65ed-1be5-c305-ccdc1ee33d83",47,4,1,0,1,1,2,3,5,6,4,3,1,4,5,1,3,"Eastern Region",3.52941176470588
"60d9f358-705b-a8fc-5cae-2c9668859a12",75,6,1,0,1,1,3,2,5,6,4,1,2,3,5,1,6,"Eastern Region",3.52941176470588
"60db49c2-d26c-3cc1-83e6-e35e68058e0d",49,4,0,0,1,1,4,3,2,6,5,3,2,2,2,1,4,"Eastern Region",4.41176470588235
"60d20bcd-c0ce-097e-711c-d45969129e08",69,6,1,0,1,3,6,1,2,4,5,5,5,4,4,3,4,"Eastern Region",4.41176470588235
"60d32c5b-34e7-c8b0-af75-a8e61f2ebaa3",31,2,0,1,6,1,6,2,3,5,4,3,1,4,6,2,4,"Eastern Region",0.441176470588235
"60d20ef6-29c4-0ae2-de10-1683db528de3",71,6,0,0,1,2,3,1,4,6,5,3,2,1,4,1,4,"Eastern Region",0.441176470588235
"60d9f080-8e65-f549-3365-0e00d71ede92",48,4,1,0,1,5,3,4,6,2,1,2,1,1,1,1,2,"Eastern Region",0.441176470588235
"60d9e3db-7cd3-a577-e3ec-5c51f082286f",23,1,1,0,1,NA,NA,NA,NA,NA,NA,3,3,2,1,1,2,"Eastern Region",0.441176470588235
"60d9fbe1-10b1-c0f5-a414-8ee19543b142",58,5,1,0,1,1,2,3,5,6,4,2,1,5,6,1,2,"Eastern Region",0.294117647058824
"60db4c00-a4c9-8468-0e86-f69a44a4821a",30,2,0,0,1,1,4,2,6,5,3,3,5,2,6,1,5,"Eastern Region",0.441176470588235
"60d9fd7a-7adf-a7f4-7a59-389da931a837",37,3,1,0,1,1,4,6,2,3,5,2,4,2,2,1,4,"Eastern Region",0.441176470588235
"60d20e2c-5c96-3c94-68d6-b6c3999c3aba",29,2,0,0,1,NA,NA,NA,NA,NA,NA,1,2,5,6,1,2,"Eastern Region",0.441176470588235
"60d3bb49-0f19-4a9f-b126-e876efa1fe1a",75,6,1,1,1,1,3,2,5,6,4,3,2,4,5,1,4,"Eastern Region",0.441176470588235
"60d9e373-e05f-866e-6271-3e58f104913f",62,5,1,0,1,NA,NA,NA,NA,NA,NA,1,4,4,2,3,2,"Eastern Region",0.147058823529412
"60d2091e-41f2-73cf-038d-615e6947c3be",63,5,0,0,1,NA,NA,NA,NA,NA,NA,1,1,2,6,3,5,"Eastern Region",0.147058823529412
"60d49b6d-9b77-b1e8-12ea-0c197cbe2ff7",41,3,0,0,2,NA,NA,NA,NA,NA,NA,2,1,5,6,1,4,"Eastern Region",1.02941176470588
"60db4b48-b4b3-06d7-c68f-18c989edaa7f",55,5,0,0,1,2,4,1,3,6,5,3,1,1,1,2,7,"Eastern Region",1.02941176470588
"60d49bd5-673b-4040-c1ba-7bf4fc78ff13",33,2,0,0,2,3,6,5,1,4,2,3,2,4,3,2,5,"Eastern Region",1.02941176470588
"60d28206-e7ae-5bc5-7db7-b6564ba152e7",40,3,0,1,6,4,3,1,2,5,6,1,3,5,2,NA,6,"Eastern Region",1.02941176470588
"60d9e9ae-2893-aeeb-f5a2-4528c03990a9",43,3,1,0,1,NA,NA,NA,NA,NA,NA,6,5,6,6,3,6,"Eastern Region",1.02941176470588
"60d2a297-3301-da34-8e9b-b12a2e79c4e9",32,2,1,0,1,1,4,5,6,2,3,6,1,6,2,3,6,"Western Region",1.02941176470588
"60db5622-ca81-8f0a-f4a3-d19c8298dddb",32,2,0,0,1,3,5,6,2,4,1,4,5,2,1,3,2,"Eastern Region",1.02941176470588
"60d49bae-6a92-3c98-16f4-f04daa5f3762",30,2,1,0,2,6,1,4,5,3,2,5,4,1,5,1,4,"Eastern Region",1.02941176470588
"60d282c9-3b60-f016-ef8a-08060dc4c91a",19,1,0,1,6,6,3,2,4,1,5,3,1,4,5,2,2,"Eastern Region",1.02941176470588
"60d28277-9a94-7abb-a2aa-dbce947b881b",21,1,0,1,6,4,5,2,1,3,6,2,4,1,3,3,4,"Eastern Region",3.23529411764706
"60d54975-7012-e359-c9aa-db754d4b0d8c",69,6,0,0,2,4,2,1,6,5,3,1,3,4,5,1,7,"Eastern Region",3.23529411764706
"60d9e75a-9b57-818a-5a35-08fa56763c2c",54,4,1,0,1,1,2,6,3,4,5,3,1,1,4,3,6,"Eastern Region",3.23529411764706
"60d9fb86-2600-805b-ec2f-ba7b69a29798",42,3,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,6,"Western Region",3.52941176470588
"60d5596f-f499-174a-158c-52f048f8a0c6",55,5,0,0,2,1,2,6,5,4,3,1,3,4,6,1,6,"Eastern Region",3.52941176470588
"60d49b15-adab-62e1-dfe2-859892637bbb",29,2,0,0,2,5,1,3,2,6,4,4,4,3,4,2,4,"Eastern Region",3.52941176470588
"60d4b8a0-912a-ed3b-e5de-b195da23b21a",53,4,0,0,2,2,5,6,1,3,4,6,1,3,2,1,5,"Eastern Region",3.52941176470588
"60d9f0b7-d82d-d747-9de2-d5f42502df5d",78,6,1,0,1,3,5,1,2,4,6,1,1,2,4,2,4,"Eastern Region",3.52941176470588
"60d9eeac-865d-d7e5-3023-0adba5872d62",36,3,1,0,1,1,3,4,2,5,6,3,1,2,4,3,5,"Eastern Region",3.52941176470588
"60da00bb-5fec-8de4-2513-338201e4184c",63,5,1,0,1,1,2,3,4,5,6,3,5,6,6,1,3,"Eastern Region",3.52941176470588
"60d9e2b1-6889-6543-dd24-069170ad3de9",60,5,1,0,1,1,2,4,3,5,6,1,4,2,2,3,5,"Eastern Region",3.52941176470588
"60db4a8d-c973-763e-aabc-3b2db3a9ceb8",57,5,0,0,1,2,3,1,4,5,6,3,1,4,5,1,5,"Eastern Region",3.52941176470588
"60d9e26d-3030-e5f1-99e3-5ac7b96f0198",59,5,1,0,1,3,6,4,5,1,2,NA,NA,NA,NA,1,5,"Eastern Region",3.52941176470588
"60d9e37c-a07a-56fb-7e84-c7f387fb5cba",73,6,1,0,1,3,1,6,2,5,4,2,4,1,1,1,2,"Eastern Region",3.52941176470588
"60d5d682-5b05-8c85-2d58-d12a8e28c7dc",25,2,1,0,2,NA,NA,NA,NA,NA,NA,5,2,1,3,1,2,"Eastern Region",0.441176470588235
"60d9f4f7-c4f6-745d-874f-09ea2f090a9a",73,6,1,0,1,1,5,6,2,3,4,1,1,1,5,2,7,"Eastern Region",0.441176470588235
"60d209a5-f0b1-642e-34e2-7dc167f73d4c",35,3,0,0,1,NA,NA,NA,NA,NA,NA,3,4,5,4,2,5,"Eastern Region",0.441176470588235
"60d5e870-b865-a5d7-23c8-ec2810b68b01",37,3,0,0,4,3,4,6,2,5,1,4,1,5,6,2,4,"Eastern Region",0.441176470588235
"60d9e223-40af-f9ab-3b0c-0f407a190972",65,6,1,0,1,1,4,6,2,5,3,2,4,4,1,2,7,"Eastern Region",0.441176470588235
"60d9fdbc-f7e6-bcee-7578-1430eaf1f5cd",30,2,1,0,1,1,6,5,2,4,3,1,2,2,3,2,6,"Eastern Region",3.23529411764706
"60d40383-1f76-8664-6e6d-a1d5deaeeec7",42,3,1,0,1,4,2,1,5,6,3,6,2,1,5,4,7,"Southern Region",2.20588235294118
"60d4a1df-a204-f17a-d252-5b6efbfaf242",28,2,1,0,2,5,4,2,1,6,3,6,4,3,4,1,2,"Southern Region",2.20588235294118
"60d3b766-7f06-edc8-d471-0164afa7cd10",61,5,0,0,6,2,3,1,4,5,6,3,1,4,5,2,6,"Southern Region",2.20588235294118
"60d9e198-608e-c0a2-3f7b-9bd35a58d067",63,5,1,0,1,1,4,2,3,6,5,3,2,1,4,1,2,"Southern Region",2.20588235294118
"60d9fb68-5699-e61c-2e05-37a2bfeacd3e",50,4,1,0,1,NA,NA,NA,NA,NA,NA,6,5,4,6,4,7,"Southern Region",2.20588235294118
"60d74795-ad9e-06f0-2195-c9caf2e329aa",43,3,0,0,4,2,3,6,4,5,1,6,3,2,1,2,6,"Southern Region",2.20588235294118
"60d4c78c-a050-055e-cb75-681974aa2592",58,5,1,0,2,5,1,3,4,6,2,5,1,4,6,1,5,"Southern Region",2.20588235294118
"60d5e8c6-dadc-e88a-544a-453a5702a226",50,4,0,0,4,3,6,2,5,4,1,1,2,4,5,1,6,"Southern Region",2.20588235294118
"60d4ba2a-524b-17b7-4d75-bd9bc7f054a9",28,2,0,0,2,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,"Southern Region",2.20588235294118
"60d49fdd-975f-9617-abc2-3a602a23ff34",24,1,0,0,2,5,3,4,2,6,1,4,2,4,5,1,2,"Southern Region",2.20588235294118
"60d2089d-a11e-879b-6426-5c29ed2a2dec",23,1,0,0,1,NA,NA,NA,NA,NA,NA,4,2,6,6,NA,5,"Southern Region",2.20588235294118
"60db42b8-1a10-d1de-bf49-0d501e7d062f",18,1,0,0,1,1,4,3,2,5,6,3,4,2,1,3,2,"Southern Region",2.20588235294118
"60d9ec7f-04e4-b1fa-3795-db3717dd7cb7",67,6,1,0,1,2,3,5,1,4,6,3,4,1,5,1,4,"Southern Region",2.20588235294118
"60d209a2-a8c1-8081-5ed0-4d99f2c0cd59",61,5,0,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,"Southern Region",2.20588235294118
"60d374d5-bd2b-ea85-d39e-2c0a4c3d0c35",40,3,0,1,6,5,4,6,1,2,3,3,5,2,1,2,3,"Southern Region",2.20588235294118
"60d20924-05e5-fdc2-c13c-eb2daecb952a",66,6,0,0,1,1,2,4,3,5,6,3,2,4,5,2,4,"Southern Region",2.20588235294118
"60d5ecc9-a96c-634f-3f73-7b30bec4ccb8",24,1,1,0,2,3,5,2,1,4,6,1,4,3,4,3,6,"Southern Region",2.20588235294118
"60d9ed71-b3f2-e4f1-d4e2-8c0b7138a10e",64,5,1,0,1,4,1,2,3,6,5,4,4,3,5,1,5,"Southern Region",2.20588235294118
"60d528eb-dd3d-169b-8212-47677a5394dc",50,4,1,0,2,6,1,2,4,5,3,6,6,6,6,1,2,"Southern Region",2.20588235294118
"60d9f7bb-01e8-6fd8-44e5-cbfb2fec8cab",40,3,1,0,1,1,2,3,4,6,5,1,6,6,6,2,7,"Southern Region",2.20588235294118
"60d5fad9-441b-af25-6374-d6ac2fef3bad",40,3,1,0,1,3,2,6,4,5,1,1,5,2,6,2,6,"Southern Region",2.20588235294118
"60d49c4a-2852-3757-ede9-1ba8d4769c33",25,2,0,0,4,3,6,1,4,2,5,3,2,3,4,1,6,"Southern Region",2.20588235294118
"60d4ab11-84f7-0b07-1e28-2bbc43199e27",55,5,0,0,2,1,4,5,2,3,6,6,6,6,4,1,3,"Southern Region",2.20588235294118
"60d4aaa0-18e8-3e9d-9b41-f939a96ccb84",36,3,0,0,2,5,6,4,1,3,2,5,3,4,3,1,5,"Southern Region",2.20588235294118
"60d4fab7-f9a2-efe5-04be-00919be4eb06",95,6,0,0,2,3,2,1,4,5,6,3,1,2,5,1,8,"Southern Region",2.20588235294118
"60d5857f-de67-ecc2-6938-25eda9d5bb89",30,2,1,0,2,NA,NA,NA,NA,NA,NA,1,3,5,4,1,4,"Southern Region",2.20588235294118
"60d20af4-0215-794e-c243-b6572fbba656",54,4,1,0,1,5,2,1,3,4,6,2,1,1,1,2,6,"Southern Region",2.20588235294118
"60d9e33b-3117-6f28-0803-075e0eb15e47",26,2,1,0,1,2,4,3,1,5,6,2,1,4,5,1,2,"Southern Region",0.441176470588235
"60d3f32a-87dc-a525-2108-0a1ffa2a0743",73,6,1,1,1,5,4,1,2,3,6,3,2,1,4,2,6,"Southern Region",0.441176470588235
"60d3b44c-2e31-d12f-258a-d32d6c3c297f",63,5,0,0,1,1,2,4,3,5,6,2,1,5,4,3,7,"Southern Region",2.20588235294118
"60d20dee-d1a4-dbc6-ef02-b14ec4eebd4b",52,4,0,0,1,NA,NA,NA,NA,NA,NA,2,3,4,5,4,2,"Southern Region",2.20588235294118
"60d5ed9e-e41e-bbcf-acce-cd7c82e7c5f4",37,3,1,0,2,5,1,3,4,6,2,2,1,4,6,2,7,"Southern Region",2.20588235294118
"60d4bdf6-eb27-8476-5e64-421a2a422ee3",31,2,0,0,2,3,6,1,2,4,5,3,2,5,3,1,2,"Southern Region",1.02941176470588
"60d55b1f-9e58-1f8f-6bdb-5ef4bb22544f",43,3,1,0,1,2,4,6,5,3,1,1,4,3,5,4,7,"Southern Region",1.02941176470588
"60d9ee76-2ac7-a3b0-2941-22603edb8e7a",43,3,1,0,1,NA,NA,NA,NA,NA,NA,1,3,4,2,4,7,"Southern Region",1.02941176470588
"60d34648-039f-0b62-3ad9-98dac8fcca15",25,2,0,1,1,1,5,6,2,4,3,1,4,5,6,1,2,"Southern Region",2.20588235294118
"60d3a763-ea1d-cf44-afbf-1075309573c3",58,5,0,0,2,1,3,2,5,4,6,1,3,2,4,1,5,"Southern Region",2.20588235294118
"60d9f01f-3378-810b-014d-c0a5d3bff0ab",71,6,1,0,1,1,4,3,2,5,6,1,1,2,4,1,6,"Southern Region",3.23529411764706
"60da0370-7642-83d6-6167-37a5056a1608",27,2,1,0,1,2,3,1,6,4,5,1,3,6,5,2,2,"Southern Region",3.23529411764706
"60db3fa5-3b63-e6b3-6dc0-29fd47ac427c",48,4,0,0,1,2,1,3,4,5,6,2,3,4,6,1,4,"Southern Region",3.67647058823529
"60d9e96a-4ebb-bad7-a2c4-4b5a965525ab",79,6,1,0,1,NA,NA,NA,NA,NA,NA,4,6,6,6,1,1,"Southern Region",3.67647058823529
"60d5e80a-1fbd-2444-9d69-70854bdf4dcc",41,3,1,0,2,NA,NA,NA,NA,NA,NA,4,2,1,6,1,2,"Southern Region",3.67647058823529
"60d3a8a6-4217-0647-51e6-7189c61ddbfe",71,6,1,0,1,4,2,1,3,5,6,4,2,1,1,3,7,"Southern Region",3.67647058823529
"60d4ad19-7582-c464-0b57-f5f4443cdd4c",41,3,1,0,2,NA,NA,NA,NA,NA,NA,6,6,6,6,1,2,"Southern Region",3.67647058823529
"60d5ec74-a408-677f-02b7-50042ee218ff",39,3,0,0,1,6,4,5,2,3,1,3,2,4,6,1,2,"Southern Region",3.67647058823529
"60d2d429-503d-7df3-f5b7-c53e8951b042",23,1,1,0,2,5,4,3,2,1,6,5,3,4,3,3,3,"Southern Region",5.88235294117647
"60d5ed3c-3909-425d-8abe-f4f603e80c94",28,2,1,0,2,1,6,4,3,5,2,3,2,3,4,2,1,"Southern Region",5.88235294117647
"60d2098c-a371-34a3-bc35-d8ab259fff7f",29,2,1,0,1,NA,NA,NA,NA,NA,NA,4,6,5,2,1,4,"Southern Region",5.88235294117647
"60d9fa65-32c5-33d7-276d-4ce7e2a9e8e1",64,5,1,0,1,1,2,4,3,6,5,3,4,1,1,2,3,"Southern Region",5.88235294117647
"60d34ade-3f49-a1da-8372-07d46ae56521",30,2,0,1,7,NA,NA,NA,NA,NA,NA,1,2,5,4,2,2,"Southern Region",2.20588235294118
"60d9ef5e-886b-cd3b-d8ac-5126a2844ea8",40,3,1,0,1,NA,NA,NA,NA,NA,NA,1,2,3,6,4,7,"Southern Region",3.67647058823529
"60d372f6-3e2b-201d-75e5-1c120dcb5921",20,1,0,1,6,1,5,2,6,3,4,1,6,1,5,2,4,"Southern Region",3.67647058823529
"60d9efbc-0828-667b-2cf5-dd1d58fa21b0",40,3,1,0,1,NA,NA,NA,NA,NA,NA,2,4,5,6,3,7,"Southern Region",3.67647058823529
"60d9e24b-de5b-ad56-7acf-890b88917ecf",69,6,1,0,1,2,3,4,1,5,6,1,4,1,4,3,6,"Southern Region",3.67647058823529
"60d37187-e260-ba12-53de-c85d43e81288",43,3,0,0,1,NA,NA,NA,NA,NA,NA,3,5,4,3,3,6,"Southern Region",3.67647058823529
"60d20d68-a89c-31c6-a3d1-ea8319ca816c",30,2,0,0,1,1,3,2,4,5,6,1,3,2,6,1,2,"Southern Region",4.26470588235294
"60d4aead-dcc3-9543-bf41-94bac2b2d240",45,4,0,0,2,4,2,5,1,3,6,1,2,4,6,4,2,"Southern Region",3.67647058823529
"60d4e7f7-801f-e79d-2404-62979f33139a",63,5,1,0,2,2,5,4,1,3,6,3,2,1,6,2,4,"Southern Region",3.67647058823529
"60d9e9f9-f39f-c675-70a7-774d1a418d85",49,4,1,0,1,NA,NA,NA,NA,NA,NA,3,2,4,4,2,8,"Southern Region",3.67647058823529
"60d2088a-10da-9caa-b9a5-bfb1f1cc548c",61,5,0,0,1,NA,NA,NA,NA,NA,NA,3,3,4,5,1,5,"Southern Region",3.67647058823529
"60d2f6cc-46bc-48e2-e2a4-12f15db9fa6f",23,1,1,1,2,NA,NA,NA,NA,NA,NA,5,2,2,1,2,6,"Southern Region",3.67647058823529
"60d5e849-c614-c2b3-63a9-b0523f511bcd",37,3,1,0,1,NA,NA,NA,NA,NA,NA,3,2,1,1,1,2,"Southern Region",3.67647058823529
"60d9e336-c69f-d898-6c76-792d5811de8c",73,6,1,0,1,3,1,4,2,5,6,4,4,4,4,1,6,"Southern Region",3.67647058823529
"60d362fb-cf0f-5bf0-1d4c-d4ad64b3ce5d",48,4,1,1,1,4,6,3,2,5,1,4,2,1,4,1,4,"Southern Region",3.67647058823529
"60d5ed34-3197-58b6-82df-344a1c87b474",38,3,1,0,4,1,2,6,3,4,5,6,4,2,1,1,5,"Southern Region",3.67647058823529
"60d9f28f-5a9f-56a1-e4c9-54612cf64f62",79,6,1,0,1,3,2,1,4,6,5,1,2,5,6,4,6,"Southern Region",3.67647058823529
"60d4a35c-df26-6ef5-d0d6-6943886ad508",26,2,1,0,2,3,1,4,5,2,6,5,3,6,2,3,6,"Southern Region",3.67647058823529
"60d9e2d7-c6d6-6333-d625-c8849890e434",72,6,1,0,1,NA,NA,NA,NA,NA,NA,1,1,2,4,2,6,"Southern Region",5.88235294117647
"60d9e3e0-686f-c85b-b677-94e88f7e7c12",26,2,1,0,1,NA,NA,NA,NA,NA,NA,1,3,2,6,2,7,"Southern Region",5.88235294117647
"60d9e290-f7b4-e147-dc95-86d4bcfbc9e9",64,5,1,0,1,2,3,1,5,4,6,1,6,4,2,3,4,"Southern Region",5.88235294117647
"60d9ee33-8a6f-52ad-1f72-a7baea559b80",70,6,1,0,1,1,3,2,5,4,6,3,6,4,1,1,6,"Southern Region",5.88235294117647
"60d9ff65-3292-60ee-50f5-b5ff980f6d05",55,5,1,0,1,2,4,1,3,5,6,3,2,1,4,1,2,"Southern Region",5.88235294117647
"60d3772d-b344-07ff-d7fb-da04f8ec7317",53,4,0,0,1,2,3,1,4,5,6,3,4,5,6,2,6,"Southern Region",4.26470588235294
"60d6fc0c-8b89-121c-bbb3-e4254165c0fb",57,5,0,0,4,5,4,6,2,1,3,3,1,5,6,2,7,"Southern Region",4.26470588235294
"60d356a3-aab2-e7ee-234c-2d84d56d3d5c",87,6,1,0,1,1,2,4,3,5,6,3,1,1,4,2,7,"Southern Region",4.26470588235294
"60d36607-2d02-4855-a542-310fb386a6c0",49,4,0,1,1,3,4,5,1,6,2,3,2,4,4,NA,6,"Southern Region",4.26470588235294
"60d9e257-b9ec-fb7c-db64-8f65eb9e2fd0",34,2,1,0,1,4,2,1,3,5,6,2,2,2,3,1,4,"Southern Region",4.26470588235294
"60d9e440-603b-21df-6a94-ed45c50f730a",71,6,1,0,1,4,2,1,3,5,6,3,1,4,6,1,2,"Southern Region",4.26470588235294
"60d9e63d-4147-3348-92fd-da33b1413401",63,5,1,0,1,2,3,1,4,6,5,1,3,3,4,1,6,"Southern Region",4.26470588235294
"60d4adca-22de-00d7-2143-0c29a33272d8",38,3,1,0,2,6,3,4,5,2,1,1,1,1,1,2,7,"Southern Region",4.26470588235294
