torwatch,torwarn,weightfactor,lang
3,NA,0.6266945,Spanish
NA,1,0.472541695,Spanish
2,NA,0.982989152,Spanish
NA,2,0.909096284,Spanish
2,NA,0.530756013,Spanish
1,NA,1.197226278,Spanish
NA,2,0.55456628,Spanish
2,NA,0.488759082,Spanish
NA,2,1.00068496,Spanish
2,NA,0.796350911,Spanish
NA,2,2.705858006,Spanish
NA,3,0.83447948,Spanish
NA,3,0.685478968,Spanish
1,NA,0.206244211,Spanish
NA,2,0.487703926,Spanish
NA,1,6.167147325,Spanish
2,NA,0.8604811,Spanish
1,NA,8.938154953,Spanish
NA,1,1.248232066,Spanish
NA,1,0.643533126,Spanish
NA,2,0.804465565,Spanish
NA,2,0.180275943,Spanish
2,NA,2.740829557,Spanish
2,NA,0.299992098,Spanish
2,NA,0.20890979,Spanish
NA,2,0.20890979,Spanish
1,NA,0.794201005,Spanish
3,NA,0.428106447,Spanish
1,NA,0.796350911,Spanish
NA,1,1.647062162,Spanish
NA,2,0.609667162,Spanish
NA,2,1.248232066,Spanish
2,NA,0.55456628,Spanish
NA,3,0.45601066,Spanish
1,NA,0.609667162,Spanish
1,NA,0.263189066,Spanish
2,NA,1.014529879,Spanish
NA,1,0.982989152,Spanish
1,NA,0.316343584,Spanish
NA,2,0.186306869,Spanish
NA,2,1.647062162,Spanish
2,NA,1.889417919,Spanish
1,NA,0.8604811,Spanish
1,NA,2.740829557,Spanish
2,NA,0.184427589,Spanish
NA,1,1.248232066,Spanish
2,NA,0.982989152,Spanish
3,NA,4.761023281,Spanish
3,NA,0.487703926,Spanish
NA,2,1.451614748,Spanish
2,NA,0.97307373,Spanish
NA,1,1.43190226,Spanish
2,NA,1.136439798,Spanish
1,NA,0.667542791,Spanish
NA,2,0.644925421,Spanish
2,NA,0.449733154,Spanish
2,NA,0.590713215,Spanish
NA,2,0.182112918,Spanish
NA,2,0.43796548,Spanish
3,NA,1.248232066,Spanish
NA,2,0.590713215,Spanish
1,NA,0.38755867,Spanish
NA,1,1.20942577,Spanish
NA,1,0.69937619,Spanish
NA,3,0.420280078,Spanish
1,NA,0.486140847,Spanish
NA,1,0.186306869,Spanish
2,NA,0.420280078,Spanish
NA,2,0.186306869,Spanish
NA,1,0.401150254,Spanish
2,NA,1.647062162,Spanish
2,NA,0.547490305,Spanish
1,NA,0.83447948,Spanish
NA,3,0.856901071,Spanish
NA,3,0.303048956,Spanish
1,NA,0.662053195,Spanish
2,NA,1.135418565,Spanish
NA,1,0.674406374,Spanish
3,NA,1.248232066,Spanish
2,NA,0.886404189,Spanish
1,NA,0.293712752,Spanish
3,NA,0.101343366,Spanish
2,NA,0.681278438,Spanish
2,NA,0.37660306,Spanish
NA,2,0.401150254,Spanish
NA,3,0.160502623,Spanish
NA,2,0.962417739,Spanish
3,NA,1.135418565,Spanish
NA,2,0.8604811,Spanish
NA,2,0.443625915,Spanish
NA,1,1.630448228,Spanish
2,NA,0.38755867,Spanish
NA,2,0.401150254,Spanish
NA,2,2.713182778,Spanish
NA,2,0.38672199,Spanish
1,NA,0.303048956,Spanish
NA,2,0.804465565,Spanish
NA,2,1.272866397,Spanish
NA,3,1.451614748,Spanish
NA,3,0.096451747,Spanish
NA,2,1.248232066,Spanish
NA,1,0.38672199,Spanish
1,NA,2.014381388,Spanish
1,NA,0.662053195,Spanish
1,NA,1.248232066,Spanish
2,NA,2.740829557,Spanish
2,NA,0.428106447,Spanish
2,NA,0.909096284,Spanish
NA,2,1.248232066,Spanish
NA,1,1.136439798,Spanish
1,NA,0.38755867,Spanish
2,NA,6.167147325,Spanish
NA,2,2.740829557,Spanish
3,NA,6.773813326,Spanish
1,NA,0.138014939,Spanish
2,NA,0.383649362,Spanish
2,NA,0.872327037,Spanish
2,NA,0.138014939,Spanish
2,NA,0.314355451,Spanish
NA,2,0.211785777,Spanish
2,NA,0.283967146,Spanish
1,NA,0.383649362,Spanish
NA,2,0.38178762,Spanish
3,NA,1.248232066,Spanish
2,NA,0.206802515,Spanish
NA,2,0.303048956,Spanish
NA,2,0.177347769,Spanish
NA,2,1.136439798,Spanish
2,NA,1.396103509,Spanish
3,NA,0.662053195,Spanish
2,NA,1.647062162,Spanish
3,NA,0.8604811,Spanish
NA,1,0.401150254,Spanish
2,NA,0.982989152,Spanish
2,NA,1.915428862,Spanish
NA,2,0.83447948,Spanish
NA,2,1.338688392,Spanish
NA,2,0.138014939,Spanish
NA,1,0.909096284,Spanish
NA,2,1.101703996,Spanish
NA,2,0.935542444,Spanish
2,NA,0.783415996,Spanish
NA,NA,1.525234434,Spanish
2,NA,1.014529879,Spanish
NA,2,0.744961914,Spanish
2,NA,0.095141961,Spanish
NA,2,0.547490305,Spanish
1,NA,1.889417919,Spanish
2,NA,1.992270386,Spanish
NA,1,0.37660306,Spanish
NA,2,0.793487316,Spanish
2,NA,0.91106313,Spanish
NA,1,0.283967146,Spanish
1,NA,0.211785777,Spanish
1,NA,0.229666757,Spanish
NA,2,0.401150254,Spanish
2,NA,0.804465565,Spanish
NA,2,0.97307373,Spanish
NA,2,0.694617506,Spanish
2,NA,8.938154953,Spanish
NA,1,0.982989152,Spanish
NA,2,0.91106313,Spanish
1,NA,0.6266945,Spanish
2,NA,0.935542444,Spanish
1,NA,0.8604811,Spanish
NA,2,0.29918221,Spanish
NA,2,1.135418565,Spanish
NA,2,0.38755867,Spanish
NA,1,0.55456628,Spanish
1,NA,0.793487316,Spanish
2,NA,0.37660306,Spanish
NA,1,0.562200797,Spanish
1,NA,3.871872116,Spanish
1,NA,0.257264422,Spanish
NA,2,0.8604811,Spanish
2,NA,0.472541695,Spanish
2,NA,0.295119407,Spanish
NA,2,1.135418565,Spanish
NA,3,0.590713215,Spanish
3,NA,0.8604811,Spanish
2,NA,0.974475991,Spanish
2,NA,1.135418565,Spanish
NA,2,0.20890979,Spanish
1,NA,1.248232066,Spanish
NA,2,0.383649362,Spanish
1,NA,0.29918221,Spanish
2,NA,0.759470528,Spanish
NA,2,1.647062162,Spanish
NA,2,0.202036676,Spanish
1,NA,0.793487316,Spanish
1,NA,0.443625915,Spanish
2,NA,0.20890979,Spanish
NA,2,0.8604811,Spanish
3,NA,0.293712752,Spanish
NA,2,0.37660306,Spanish
1,NA,0.20890979,Spanish
NA,2,1.626046511,Spanish
NA,2,2.012571215,Spanish
1,NA,0.793487316,Spanish
1,NA,1.123965585,Spanish
1,NA,1.626046511,Spanish
3,NA,1.014529879,Spanish
2,NA,0.123939497,Spanish
3,NA,0.095141961,Spanish
NA,2,0.125541339,Spanish
2,NA,0.266590623,Spanish
NA,1,0.293712752,Spanish
NA,3,0.601347256,Spanish
NA,2,0.186306869,Spanish
NA,1,0.601347256,Spanish
2,NA,1.647062162,Spanish
NA,1,1.320419799,Spanish
1,NA,0.411928742,Spanish
2,NA,0.222526645,Spanish
NA,1,0.125541339,Spanish
NA,2,1.896107909,Spanish
1,NA,0.783415996,Spanish
NA,2,1.896107909,Spanish
NA,2,0.55456628,Spanish
NA,2,0.303048956,Spanish
NA,1,1.3036604,Spanish
NA,1,0.407773612,Spanish
NA,2,1.43190226,Spanish
1,NA,1.891117323,Spanish
NA,1,0.55456628,Spanish
2,NA,2.014381388,Spanish
NA,2,0.345879029,Spanish
1,NA,0.872327037,Spanish
2,NA,1.870359339,Spanish
NA,3,0.488759082,Spanish
NA,1,0.749780081,Spanish
NA,2,0.547490305,Spanish
NA,NA,0.8604811,Spanish
NA,1,0.935542444,Spanish
NA,2,0.83447948,Spanish
1,NA,0.91106313,Spanish
NA,1,0.674406374,Spanish
NA,2,0.744961914,Spanish
NA,2,0.935542444,Spanish
1,NA,0.8604811,Spanish
NA,2,1.210513567,Spanish
2,NA,1.70851263,Spanish
2,NA,1.248232066,Spanish
1,NA,2.89002952,Spanish
3,NA,0.935542444,Spanish
NA,2,0.451789267,Spanish
NA,2,0.20890979,Spanish
1,NA,2.919478331,Spanish
NA,1,0.345879029,Spanish
2,NA,0.935258925,Spanish
1,NA,1.30710071,Spanish
2,NA,2.325400564,Spanish
1,NA,0.336203517,Spanish
2,NA,0.266590623,Spanish
1,NA,0.138014939,Spanish
NA,2,0.303048956,Spanish
NA,1,0.095141961,Spanish
NA,3,0.681278438,Spanish
3,NA,1.248232066,Spanish
NA,1,0.643533126,Spanish
2,NA,1.135418565,Spanish
NA,3,0.110644068,Spanish
NA,2,1.647062162,Spanish
NA,2,1.3036604,Spanish
2,NA,2.669113275,Spanish
1,NA,0.6266945,Spanish
NA,1,2.740829557,Spanish
2,NA,0.785483401,Spanish
2,NA,0.909096284,Spanish
NA,2,0.182112918,Spanish
NA,2,0.804465565,Spanish
NA,2,0.609667162,Spanish
NA,2,0.796350911,Spanish
2,NA,0.38672199,Spanish
NA,2,1.451614748,Spanish
NA,2,0.182112918,Spanish
NA,1,0.988276897,Spanish
2,NA,1.630448228,Spanish
2,NA,1.451614748,Spanish
NA,1,1.325185027,Spanish
1,NA,0.872327037,Spanish
NA,2,4.365614143,Spanish
NA,1,1.647062162,Spanish
2,NA,0.229666757,Spanish
1,NA,0.257264422,Spanish
2,NA,0.303048956,Spanish
NA,2,0.935542444,Spanish
1,NA,0.211785777,Spanish
2,NA,0.443625915,Spanish
2,NA,1.123965585,Spanish
1,NA,0.605518874,Spanish
2,NA,0.547490305,Spanish
2,NA,0.160502623,Spanish
NA,2,2.326745946,Spanish
1,NA,1.072876915,Spanish
NA,2,0.988276897,Spanish
2,NA,1.603965293,Spanish
NA,1,0.20890979,Spanish
NA,2,0.922838061,Spanish
2,NA,1.151049468,Spanish
NA,2,1.603965293,Spanish
NA,1,1.70851263,Spanish
NA,2,0.638420051,Spanish
NA,1,1.248232066,Spanish
2,NA,0.546308357,Spanish
NA,2,1.320419799,Spanish
2,NA,0.439151055,Spanish
2,NA,1.135418565,Spanish
NA,NA,0.783415996,Spanish
NA,1,0.125541339,Spanish
NA,1,0.476111467,Spanish
2,NA,0.55456628,Spanish
NA,2,0.855394907,Spanish
2,NA,0.667542791,Spanish
NA,2,0.295119407,Spanish
NA,2,0.674406374,Spanish
NA,2,1.603965293,Spanish
NA,2,2.525212067,Spanish
NA,2,6.282246317,Spanish
2,NA,1.136439798,Spanish
1,NA,0.8604811,Spanish
1,NA,6.773813326,Spanish
NA,1,0.310027991,Spanish
1,NA,0.20890979,Spanish
1,NA,0.769925888,Spanish
NA,1,0.420280078,Spanish
2,NA,0.125541339,Spanish
2,NA,0.295119407,Spanish
2,NA,1.603965293,Spanish
NA,1,0.913529383,Spanish
1,NA,0.759470528,Spanish
2,NA,0.443625915,Spanish
NA,3,0.601347256,Spanish
NA,2,0.38755867,Spanish
2,NA,0.295119407,Spanish
NA,3,0.420280078,Spanish
NA,3,0.303048956,Spanish
1,NA,0.968351678,Spanish
NA,3,6.906440973,Spanish
NA,2,2.012571215,Spanish
1,NA,0.982989152,Spanish
2,NA,0.744961914,Spanish
1,NA,1.20942577,Spanish
NA,3,0.91656773,Spanish
2,NA,1.43190226,Spanish
NA,2,0.982989152,Spanish
1,NA,0.55456628,Spanish
1,NA,0.467775162,Spanish
NA,3,4.150326522,Spanish
NA,1,1.197226278,Spanish
NA,2,0.401150254,Spanish
NA,1,3.068403213,Spanish
NA,2,1.320419799,Spanish
NA,2,0.263189066,Spanish
3,NA,2.014381388,Spanish
2,NA,3.737144963,Spanish
NA,1,2.713182778,Spanish
NA,2,1.525234434,Spanish
2,NA,0.124275002,Spanish
2,NA,1.30710071,Spanish
NA,1,0.299992098,Spanish
2,NA,0.211785777,Spanish
NA,2,0.110644068,Spanish
1,NA,1.00068496,Spanish
NA,2,1.889417919,Spanish
NA,2,1.135418565,Spanish
NA,2,0.548972364,Spanish
2,NA,2.713182778,Spanish
1,NA,2.077147675,Spanish
NA,2,0.125541339,Spanish
2,NA,0.229666757,Spanish
NA,2,1.915428862,Spanish
2,NA,1.451614748,Spanish
NA,2,0.785483401,Spanish
2,NA,1.325185027,Spanish
1,NA,0.310027991,Spanish
1,NA,1.451614748,Spanish
NA,1,1.889417919,Spanish
NA,1,1.139438819,Spanish
1,NA,0.769925888,Spanish
NA,2,1.320419799,Spanish
NA,2,0.382821121,Spanish
NA,1,0.8604811,Spanish
3,NA,0.783415996,Spanish
1,NA,1.3036604,Spanish
NA,2,0.295119407,Spanish
1,NA,0.420280078,Spanish
NA,2,0.303048956,Spanish
1,NA,2.077147675,Spanish
2,NA,0.127269621,Spanish
2,NA,0.428106447,Spanish
2,NA,1.320419799,Spanish
2,NA,1.320419799,Spanish
NA,2,2.713182778,Spanish
NA,2,0.644925421,Spanish
NA,1,0.487703926,Spanish
NA,2,1.320419799,Spanish
1,NA,0.229666757,Spanish
1,NA,1.626046511,Spanish
NA,2,0.182112918,Spanish
2,NA,0.922838061,Spanish
2,NA,1.00068496,Spanish
2,NA,0.785483401,Spanish
2,NA,0.644925421,Spanish
3,NA,0.38178762,Spanish
NA,2,1.080657493,Spanish
NA,2,1.320419799,Spanish
NA,2,0.638420051,Spanish
NA,2,2.740829557,Spanish
NA,1,1.915428862,Spanish
NA,2,0.229666757,Spanish
2,NA,0.318950204,Spanish
2,NA,0.229666757,Spanish
NA,2,0.182112918,Spanish
NA,1,0.383649362,Spanish
NA,2,2.740829557,Spanish
2,NA,0.295119407,Spanish
NA,2,0.257264422,Spanish
NA,1,0.206244211,Spanish
NA,1,0.229666757,Spanish
NA,1,0.110644068,Spanish
1,NA,1.338688392,Spanish
2,NA,0.428106447,Spanish
NA,1,0.257264422,Spanish
2,NA,0.295119407,Spanish
1,NA,0.709004253,Spanish
1,NA,0.83447948,Spanish
NA,1,1.43190226,Spanish
1,NA,1.889417919,Spanish
NA,2,0.234955843,Spanish
1,NA,0.177347769,Spanish
2,NA,3.871872116,Spanish
1,NA,0.340831911,Spanish
2,NA,0.177347769,Spanish
NA,1,1.00068496,Spanish
1,NA,2.077147675,Spanish
2,NA,0.110644068,Spanish
2,NA,0.295119407,Spanish
1,NA,0.909096284,Spanish
NA,3,1.00068496,Spanish
2,NA,0.295119407,Spanish
NA,2,0.229666757,Spanish
2,NA,2.027121286,Spanish
2,NA,0.20890979,Spanish
2,NA,0.211785777,Spanish
NA,2,0.145996617,Spanish
2,NA,0.501739428,Spanish
2,NA,0.562200797,Spanish
NA,2,0.257264422,Spanish
NA,2,0.562200797,Spanish
2,NA,0.303048956,Spanish
NA,2,1.603965293,Spanish
1,NA,2.713182778,Spanish
NA,1,0.488759082,Spanish
1,NA,1.320419799,Spanish
NA,2,0.472541695,Spanish
NA,1,0.472541695,Spanish
1,NA,1.915428862,Spanish
2,NA,0.982989152,Spanish
NA,2,1.843912846,Spanish
2,NA,1.525234434,Spanish
1,NA,0.667542791,Spanish
2,NA,0.83447948,Spanish
1,NA,1.3036604,Spanish
3,NA,1.3886337,Spanish
1,NA,0.8604811,Spanish
2,NA,0.283967146,Spanish
NA,2,0.83447948,Spanish
